WS_ID,Name,Primary_Universe_Index,Primary_MIC,Source_Primary_Ticker,Yahoo_Symbol_Before,Yahoo_Status_Before,Curated_Candidate,Yahoo_Symbol_After,Yahoo_Status_After,Provider_Listing_Type,Changed,Validation_Reason,Yahoo_Result_Name,Yahoo_Result_Exchange,Name_Score,Errors,Active_After
WS:XSTO:OCTVSDB.ST,OCTAVE INTELLIGENCE SDR,EU_STOXX600,XSTO,OCTVsdb.ST,,SEARCH_NO_QUOTES,OCTV,OCTV,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,ALTERNATE_UNDERLYING_1_TO_1,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Octave Intelligence plc,NMS,1.0,,True
WS:XSTO:SAABB.ST,SAAB B,EU_STOXX600,XSTO,SAABb.ST,,SEARCH_AMBIGUOUS,SAAB-B.ST,SAAB-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Saab AB (publ),STO,0.666667,,True
WS:XSTO:SAGAB.ST,SAGAX 'B',EU_STOXX600,XSTO,SAGAb.ST,,SEARCH_NO_QUOTES,SAGA-B.ST,SAGA-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,AB Sagax (publ),STO,0.7,,True
WS:XSTO:SCAB.ST,SVENSKA CELLULOSA AKTIE. SCA B,EU_STOXX600,XSTO,SCAb.ST,,SEARCH_NO_QUOTES,SCA-B.ST,SCA-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Svenska Cellulosa Aktiebolaget SCA (publ),STO,0.852941,,True
WS:XSTO:SEBA.ST,SKANDINAVISKA ENSKILDA BK A,EU_STOXX600,XSTO,SEBa.ST,,SEARCH_NO_QUOTES,SEB-A.ST,SEB-A.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Skandinaviska Enskilda Banken AB (publ),STO,0.84375,,True
WS:XSTO:SECTB.ST,SECTRA 'B',EU_STOXX600,XSTO,SECTb.ST,,SEARCH_NO_QUOTES,SECT-B.ST,SECT-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Sectra AB (publ),STO,0.727273,,True
WS:XSTO:SECUB.ST,SECURITAS B,EU_STOXX600,XSTO,SECUb.ST,,SEARCH_AMBIGUOUS,SECU-B.ST,SECU-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Securitas AB (publ),STO,0.785714,,True
WS:XSTO:SKAB.ST,SKANSKA B,EU_STOXX600,XSTO,SKAb.ST,,SEARCH_AMBIGUOUS,SKA-B.ST,SKA-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Skanska AB (publ),STO,0.75,,True
WS:XSTO:SKFB.ST,SKF B,EU_STOXX600,XSTO,SKFb.ST,,SEARCH_AMBIGUOUS,SKF-B.ST,SKF-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,AB SKF (publ),STO,0.625,,True
WS:XSTO:SSABB.ST,SSAB B,EU_STOXX600,XSTO,SSABb.ST,,SEARCH_NO_QUOTES,SSAB-B.ST,SSAB-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,SSAB AB (publ),STO,0.666667,,True
WS:XSTO:SWECB.ST,SWECO 'B',EU_STOXX600,XSTO,SWECb.ST,,SEARCH_AMBIGUOUS,SWEC-B.ST,SWEC-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Sweco AB (publ),STO,0.7,,True
WS:XSTO:TEL2B.ST,TELE2 B,EU_STOXX600,XSTO,TEL2b.ST,,SEARCH_AMBIGUOUS,TEL2-B.ST,TEL2-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Tele2 AB (publ),STO,0.7,,True
WS:XSTO:TRELB.ST,TRELLEBORG B,EU_STOXX600,XSTO,TRELb.ST,,SEARCH_AMBIGUOUS,TREL-B.ST,TREL-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Trelleborg AB (publ),STO,0.8,,True
WS:XSTO:VOLVB.ST,VOLVO B,EU_STOXX600,XSTO,VOLVb.ST,,SEARCH_AMBIGUOUS,VOLV-B.ST,VOLV-B.ST,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,AB Volvo (publ),STO,0.7,,True
WS:XSWX:ALCC.S,ALCON,EU_STOXX600,XSWX,ALCC.S,,SEARCH_AMBIGUOUS,ALC.SW,ALC.SW,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Alcon Inc.,EBS,1.0,,True
WS:XSWX:COTNE.S,COMET HOLDINGS 'R',EU_STOXX600,XSWX,COTNE.S,,SEARCH_NO_QUOTES,COTN.SW,COTN.SW,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Comet Holding AG,EBS,0.896552,,True
WS:XSWX:HBANC.S,HELVETIA BALOISE HLDG,EU_STOXX600,XSWX,HBANC.S,,SEARCH_NO_QUOTES,HBAN.SW,HBAN.SW,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Helvetia Baloise Holding AG,EBS,0.933333,,True
WS:XSWX:ROPC.S,ROCHE PS,EU_STOXX600,XSWX,ROPC.S,,SEARCH_AMBIGUOUS,ROG.SW,,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,UNRESOLVED,True,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,,,,,True
WS:XSWX:SRENH.S,SWISS REINSURANCE COMPANY,EU_STOXX600,XSWX,SRENH.S,,SEARCH_NO_QUOTES,SREN.SW,,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,UNRESOLVED,True,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,,,,,True
WS:XWBO:OMVV.VI,OMV,EU_STOXX600,XWBO,OMVV.VI,,SEARCH_AMBIGUOUS,OMV.VI,OMV.VI,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,OMV Aktiengesellschaft,VIE,1.0,,True
WS:XMEX:ALFAA,ALFA,MX_IPC,XMEX,ALFA A,,SEARCH_AMBIGUOUS,ALFAA.MX,,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,UNRESOLVED,True,CURATED_CANDIDATE_NOT_YAHOO_VERIFIED,,,,,True
WS:XMEX:FEMSAUBD,FEMSA,MX_IPC,XMEX,FEMSA UBD,,SEARCH_AMBIGUOUS,FEMSAUBD.MX,FEMSAUBD.MX,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,"Fomento Económico Mexicano, S.A.B. de C.V.",MEX,0.227273,,True
WS:XMEX:GFINBURO,Inbursa,MX_IPC,XMEX,GFINBUR O,,SEARCH_AMBIGUOUS,GFINBURO.MX,GFINBURO.MX,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,"Grupo Financiero Inbursa, S.A.B. de C.V.",MEX,1.0,,True
WS:XMEX:GFNORTEO,Banorte,MX_IPC,XMEX,GFNORTE O,,SEARCH_AMBIGUOUS,GFNORTEO.MX,GFNORTEO.MX,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,"Grupo Financiero Banorte, S.A.B. de C.V.",MEX,1.0,,True
WS:XMEX:MEGACPO,Megacable,MX_IPC,XMEX,MEGA CPO,,SEARCH_AMBIGUOUS,MEGACPO.MX,MEGACPO.MX,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,"Megacable Holdings, S. A. B. de C. V.",MEX,1.0,,True
WS:XMEX:VOLARA,Volaris,MX_IPC,XMEX,VOLAR A,,SEARCH_NO_QUOTES,VOLARA.MX,VOLARA.MX,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",MEX,0.20339,,True
WS:SRC:ZA_TOP40:226ACE3524DC99B3,Investec Ltd,ZA_TOP40,XJSE,,,JSE_MULTI_SECURITY_REVIEW,INL.JO,INL.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Investec Group,JNB,1.0,,True
WS:SRC:ZA_TOP40:269DEF2006BCDC3A,Implats,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,IMP.JO,IMP.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Impala Platinum Holdings Limited,JNB,0.451613,,True
WS:SRC:ZA_TOP40:2DF0FDC7A9EB6AF3,AB InBev,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,ANH.JO,ANH.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Anheuser-Busch InBev SA/NV,JNB,0.571429,,True
WS:SRC:ZA_TOP40:3372028E3DD353C9,Absa Group,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,ABG.JO,ABG.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Absa Group Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:3598A879F2EA6E99,Sanlam,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,SLM.JO,SLM.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Sanlam Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:8096AB44770BB485,MultiChoice,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,,,SOURCE_STALE_DELISTED_EXCLUDED,NONE,True,DELISTED_TAKEOVER_SOURCE_STALE,,,,,False
WS:SRC:ZA_TOP40:826AEDDC44AC58D6,RMH,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,RMH.JO,RMH.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,RMB Holdings Limited,JNB,0.4,,True
WS:SRC:ZA_TOP40:8D915874D6D1F74D,Growthpoint Properties,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,GRT.JO,GRT.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Growthpoint Properties Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:A5EBFF44983C436F,Bidcorp,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,BID.JO,BID.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Bid Corporation Limited,JNB,0.6,,True
WS:SRC:ZA_TOP40:A707BAE04D25DE84,Gold Fields,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,GFI.JO,GFI.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Gold Fields Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:B9672938BA6AA893,FirstRand,ZA_TOP40,XJSE,,,JSE_MULTI_SECURITY_REVIEW,FSR.JO,FSR.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,FirstRand Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:C3D446CB310D4D8C,Capitec,ZA_TOP40,XJSE,,,JSE_MULTI_SECURITY_REVIEW,CPI.JO,CPI.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Capitec Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:C4F89DB729DA585F,BHP,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,BHG.JO,BHG.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,BHP Group Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:CA5BCEC12F716F44,BAT,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,BTI.JO,BTI.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,British American Tobacco p.l.c.,JNB,0.121212,,True
WS:SRC:ZA_TOP40:CCFFACA1ACD941D3,Standard Bank,ZA_TOP40,XJSE,,,JSE_MULTI_SECURITY_REVIEW,SBK.JO,SBK.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Standard Bank Group Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:DFFDE2958F9E4E6C,Mondi,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,MNP.JO,MNP.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Mondi plc,JNB,1.0,,True
WS:SRC:ZA_TOP40:EEEF37437472AD5D,Aspen Pharmacare,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,APN.JO,APN.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Aspen Pharmacare Holdings Limited,JNB,1.0,,True
WS:SRC:ZA_TOP40:FA44132B238E6795,Discovery,ZA_TOP40,XJSE,,,JSE_NO_UNIQUE_MARKET_EQUITY,DSY.JO,DSY.JO,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,PRIMARY,True,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,Discovery Limited,JNB,1.0,,True
