WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group,Remediation_Method,Remediation_UTC,Source_Primary_Ticker,Primary_Ticker_Resolved_Candidate,Canonical_WS_ID_Candidate,Provider_Listing_Type,Final_Remediation_UTC,Final_Resolved_Ticker_Candidate,Evidence_Freeze_Status,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Note,Evidence_Frozen_UTC
WS:XSHG:600010,Inner Mongolia Baotou Steel Union Co Ltd,,COMMON_STOCK,China,600010,Shanghai Stock Exchange,XSHG,CNY,600010.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600010,2026-08-23T21:48:45.741866+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.770561+00:00,600010,600010,,PRIMARY,2026-08-23T22:25:00.001870+00:00,600010,,,,,
WS:XSHG:600011,Huaneng Power International Inc,,COMMON_STOCK,China,600011,Shanghai Stock Exchange,XSHG,CNY,600011.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600011,2026-08-23T21:48:45.743418+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.771605+00:00,600011,600011,,PRIMARY,2026-08-23T22:25:00.002412+00:00,600011,,,,,
WS:XSHG:600015,Hua Xia Bank Co Ltd,,COMMON_STOCK,China,600015,Shanghai Stock Exchange,XSHG,CNY,600015.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600015,2026-08-23T21:48:45.744942+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.772678+00:00,600015,600015,,PRIMARY,2026-08-23T22:25:00.002979+00:00,600015,,,,,
WS:XSHG:600016,China Minsheng Banking Corp Ltd,,COMMON_STOCK,China,600016,Shanghai Stock Exchange,XSHG,CNY,600016.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600016,2026-08-23T21:48:45.746498+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.773754+00:00,600016,600016,,PRIMARY,2026-08-23T22:25:00.003541+00:00,600016,,,,,
WS:XSHG:600018,Shanghai International Port (Group) Co Ltd,,COMMON_STOCK,China,600018,Shanghai Stock Exchange,XSHG,CNY,600018.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600018,2026-08-23T21:48:45.748024+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.774819+00:00,600018,600018,,PRIMARY,2026-08-23T22:25:00.004134+00:00,600018,,,,,
WS:XSHG:600019,Baoshan Iron &Steel Co Ltd,,COMMON_STOCK,China,600019,Shanghai Stock Exchange,XSHG,CNY,600019.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600019,2026-08-23T21:48:45.749600+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.775850+00:00,600019,600019,,PRIMARY,2026-08-23T22:25:00.004679+00:00,600019,,,,,
WS:XSHG:600023,"Zhejiang Zheneng Electric Power Co., Ltd.",,COMMON_STOCK,China,600023,Shanghai Stock Exchange,XSHG,CNY,600023.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600023,2026-08-23T21:48:45.751131+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.776904+00:00,600023,600023,,PRIMARY,2026-08-23T22:25:00.005238+00:00,600023,,,,,
WS:XSHG:600025,HuanengLancang River Hydropower Inc.,,COMMON_STOCK,China,600025,Shanghai Stock Exchange,XSHG,CNY,600025.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600025,2026-08-23T21:48:45.752720+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.777968+00:00,600025,600025,,PRIMARY,2026-08-23T22:25:00.005867+00:00,600025,,,,,
WS:XSHG:600026,"COSCO SHIPPING Energy Transportation Co., Ltd.",,COMMON_STOCK,China,600026,Shanghai Stock Exchange,XSHG,CNY,600026.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600026,2026-08-23T21:48:45.754238+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.779045+00:00,600026,600026,,PRIMARY,2026-08-23T22:25:00.006420+00:00,600026,,,,,
WS:XSHG:600027,Huadian Power International Corporation Ltd,,COMMON_STOCK,China,600027,Shanghai Stock Exchange,XSHG,CNY,600027.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600027,2026-08-23T21:48:45.755781+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.780086+00:00,600027,600027,,PRIMARY,2026-08-23T22:25:00.006996+00:00,600027,,,,,
WS:XSHG:600028,China Petroleum & Chemical Corporation,,COMMON_STOCK,China,600028,Shanghai Stock Exchange,XSHG,CNY,600028.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600028,2026-08-23T21:48:45.757385+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.781149+00:00,600028,600028,,PRIMARY,2026-08-23T22:25:00.007546+00:00,600028,,,,,
WS:XSHG:600029,China Southern Airlines Co Ltd,,COMMON_STOCK,China,600029,Shanghai Stock Exchange,XSHG,CNY,600029.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600029,2026-08-23T21:48:45.758923+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.782190+00:00,600029,600029,,PRIMARY,2026-08-23T22:25:00.008109+00:00,600029,,,,,
WS:XSHG:600030,CITIC Securities Co Ltd,,COMMON_STOCK,China,600030,Shanghai Stock Exchange,XSHG,CNY,600030.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600030,2026-08-23T21:48:45.760484+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.783234+00:00,600030,600030,,PRIMARY,2026-08-23T22:25:00.008641+00:00,600030,,,,,
WS:XSHG:600031,Sany Heavy Industry Co Ltd,,COMMON_STOCK,China,600031,Shanghai Stock Exchange,XSHG,CNY,600031.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600031,2026-08-23T21:48:45.762014+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.784302+00:00,600031,600031,,PRIMARY,2026-08-23T22:25:00.009282+00:00,600031,,,,,
WS:XSHG:600036,China Merchants Bank Co Ltd,,COMMON_STOCK,China,600036,Shanghai Stock Exchange,XSHG,CNY,600036.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600036,2026-08-23T21:48:45.763569+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.785349+00:00,600036,600036,,PRIMARY,2026-08-23T22:25:00.009852+00:00,600036,,,,,
WS:XSHG:600039,Sichuan Road&Bridge Co Ltd,,COMMON_STOCK,China,600039,Shanghai Stock Exchange,XSHG,CNY,600039.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600039,2026-08-23T21:48:45.765099+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.786381+00:00,600039,600039,,PRIMARY,2026-08-23T22:25:00.010405+00:00,600039,,,,,
WS:XSHG:600048,"Poly Developments and Holdings Group Co., Ltd.",,COMMON_STOCK,China,600048,Shanghai Stock Exchange,XSHG,CNY,600048.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600048,2026-08-23T21:48:45.766637+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.787425+00:00,600048,600048,,PRIMARY,2026-08-23T22:25:00.010966+00:00,600048,,,,,
WS:XSHG:600050,China United Network Communications Co Ltd,,COMMON_STOCK,China,600050,Shanghai Stock Exchange,XSHG,CNY,600050.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600050,2026-08-23T21:48:45.768176+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.788462+00:00,600050,600050,,PRIMARY,2026-08-23T22:25:00.011504+00:00,600050,,,,,
WS:XSHG:600061,"SDIC Capital Co., Ltd",,COMMON_STOCK,China,600061,Shanghai Stock Exchange,XSHG,CNY,600061.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600061,2026-08-23T21:48:45.769749+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.789517+00:00,600061,600061,,PRIMARY,2026-08-23T22:25:00.012117+00:00,600061,,,,,
WS:XSHG:600066,Zhengzhou Yutong Bus Co Ltd,,COMMON_STOCK,China,600066,Shanghai Stock Exchange,XSHG,CNY,600066.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600066,2026-08-23T21:48:45.771287+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.790575+00:00,600066,600066,,PRIMARY,2026-08-23T22:25:00.012658+00:00,600066,,,,,
WS:XSHG:600085,Beijing Tongrentang Co Ltd,,COMMON_STOCK,China,600085,Shanghai Stock Exchange,XSHG,CNY,600085.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600085,2026-08-23T21:48:45.772848+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.791643+00:00,600085,600085,,PRIMARY,2026-08-23T22:25:00.013214+00:00,600085,,,,,
WS:XSHG:600089,TBEA Co Ltd,,COMMON_STOCK,China,600089,Shanghai Stock Exchange,XSHG,CNY,600089.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600089,2026-08-23T21:48:45.774389+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.792793+00:00,600089,600089,,PRIMARY,2026-08-23T22:25:00.013757+00:00,600089,,,,,
WS:XSHG:600104,SAIC Motor Co Ltd,,COMMON_STOCK,China,600104,Shanghai Stock Exchange,XSHG,CNY,600104.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600104,2026-08-23T21:48:45.775937+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.793880+00:00,600104,600104,,PRIMARY,2026-08-23T22:25:00.014329+00:00,600104,,,,,
WS:XSHG:600111,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",,COMMON_STOCK,China,600111,Shanghai Stock Exchange,XSHG,CNY,600111.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600111,2026-08-23T21:48:45.777478+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.794960+00:00,600111,600111,,PRIMARY,2026-08-23T22:25:00.014893+00:00,600111,,,,,
WS:XSHG:600115,"China Eastern Airlines Co., Ltd.",,COMMON_STOCK,China,600115,Shanghai Stock Exchange,XSHG,CNY,600115.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600115,2026-08-23T21:48:45.779023+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.796018+00:00,600115,600115,,PRIMARY,2026-08-23T22:25:00.015442+00:00,600115,,,,,
WS:XSHG:600118,China Spacesat Co Ltd,,COMMON_STOCK,China,600118,Shanghai Stock Exchange,XSHG,CNY,600118.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600118,2026-08-23T21:48:45.780589+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.797088+00:00,600118,600118,,PRIMARY,2026-08-23T22:25:00.016006+00:00,600118,,,,,
WS:XSHG:600150,China CSSC Holdings Limited,,COMMON_STOCK,China,600150,Shanghai Stock Exchange,XSHG,CNY,600150.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600150,2026-08-23T21:48:45.782159+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.798182+00:00,600150,600150,,PRIMARY,2026-08-23T22:25:00.016578+00:00,600150,,,,,
WS:XSHG:600160,Zhejiang Ju Hua Co Ltd,,COMMON_STOCK,China,600160,Shanghai Stock Exchange,XSHG,CNY,600160.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600160,2026-08-23T21:48:45.783746+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.799261+00:00,600160,600160,,PRIMARY,2026-08-23T22:25:00.017151+00:00,600160,,,,,
WS:XSHG:600176,"CHINA JUSHI CO., LTD.",,COMMON_STOCK,China,600176,Shanghai Stock Exchange,XSHG,CNY,600176.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600176,2026-08-23T21:48:45.785279+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.800320+00:00,600176,600176,,PRIMARY,2026-08-23T22:25:00.017695+00:00,600176,,,,,
WS:XSHG:600183,"Shengyi Technology Co.,Ltd.",,COMMON_STOCK,China,600183,Shanghai Stock Exchange,XSHG,CNY,600183.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600183,2026-08-23T21:48:45.786834+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.801376+00:00,600183,600183,,PRIMARY,2026-08-23T22:25:00.018254+00:00,600183,,,,,
WS:XSHG:600188,Yankuang Energy Group Company Limited,,COMMON_STOCK,China,600188,Shanghai Stock Exchange,XSHG,CNY,600188.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600188,2026-08-23T21:48:45.788413+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.802447+00:00,600188,600188,,PRIMARY,2026-08-23T22:25:00.018811+00:00,600188,,,,,
WS:XSHG:600196,Shanghai Fosun Pharmaceutical (Group) Co Ltd,,COMMON_STOCK,China,600196,Shanghai Stock Exchange,XSHG,CNY,600196.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600196,2026-08-23T21:48:45.789962+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.803502+00:00,600196,600196,,PRIMARY,2026-08-23T22:25:00.019370+00:00,600196,,,,,
WS:XSHG:600219,"Shandong Nanshan Aluminium Co., Ltd.",,COMMON_STOCK,China,600219,Shanghai Stock Exchange,XSHG,CNY,600219.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600219,2026-08-23T21:48:45.791533+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.804540+00:00,600219,600219,,PRIMARY,2026-08-23T22:25:00.019926+00:00,600219,,,,,
WS:XSHG:600221,"Hainan Airlines Holding Co., Ltd.",,COMMON_STOCK,China,600221,Shanghai Stock Exchange,XSHG,CNY,600221.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600221,2026-08-23T21:48:45.793057+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.805613+00:00,600221,600221,,PRIMARY,2026-08-23T22:25:00.020471+00:00,600221,,,,,
WS:XSHG:600233,"YTO Express Group Co.,Ltd.",,COMMON_STOCK,China,600233,Shanghai Stock Exchange,XSHG,CNY,600233.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600233,2026-08-23T21:48:45.794619+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.806659+00:00,600233,600233,,PRIMARY,2026-08-23T22:25:00.021023+00:00,600233,,,,,
WS:XSHG:600276,Jiangsu Hengrui Medicine Co Ltd,,COMMON_STOCK,China,600276,Shanghai Stock Exchange,XSHG,CNY,600276.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600276,2026-08-23T21:48:45.796135+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.807740+00:00,600276,600276,,PRIMARY,2026-08-23T22:25:00.021550+00:00,600276,,,,,
WS:XSHG:600309,"Wanhua Chemical Group Co., Ltd.",,COMMON_STOCK,China,600309,Shanghai Stock Exchange,XSHG,CNY,600309.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600309,2026-08-23T21:48:45.797709+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.808819+00:00,600309,600309,,PRIMARY,2026-08-23T22:25:00.022106+00:00,600309,,,,,
WS:XSHG:600346,"Hengli Petrochemical Co.,Ltd.",,COMMON_STOCK,China,600346,Shanghai Stock Exchange,XSHG,CNY,600346.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600346,2026-08-23T21:48:45.799257+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.809869+00:00,600346,600346,,PRIMARY,2026-08-23T22:25:00.022647+00:00,600346,,,,,
WS:XSHG:600362,Jiangxi Copper Co Ltd,,COMMON_STOCK,China,600362,Shanghai Stock Exchange,XSHG,CNY,600362.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600362,2026-08-23T21:48:45.800815+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.810948+00:00,600362,600362,,PRIMARY,2026-08-23T22:25:00.023203+00:00,600362,,,,,
WS:XSHG:600372,"AVIC Airborne Systems Co., Ltd.",,COMMON_STOCK,China,600372,Shanghai Stock Exchange,XSHG,CNY,600372.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600372,2026-08-23T21:48:45.802379+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.812512+00:00,600372,600372,,PRIMARY,2026-08-23T22:25:00.023746+00:00,600372,,,,,
WS:XSHG:600406,"NARI Technology Co., Ltd.",,COMMON_STOCK,China,600406,Shanghai Stock Exchange,XSHG,CNY,600406.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600406,2026-08-23T21:48:45.803929+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.813674+00:00,600406,600406,,PRIMARY,2026-08-23T22:25:00.024333+00:00,600406,,,,,
WS:XSHG:600415,Zhejiang China Commodities City Group Co Ltd,,COMMON_STOCK,China,600415,Shanghai Stock Exchange,XSHG,CNY,600415.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600415,2026-08-23T21:48:45.805477+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.814807+00:00,600415,600415,,PRIMARY,2026-08-23T22:25:00.024901+00:00,600415,,,,,
WS:XSHG:600426,Shandong Hualu-Hengsheng Chemical Co Ltd,,COMMON_STOCK,China,600426,Shanghai Stock Exchange,XSHG,CNY,600426.SS,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,600426,2026-08-23T21:48:45.807020+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.815960+00:00,600426,600426,,PRIMARY,2026-08-23T22:25:00.025454+00:00,600426,,,,,
