WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group
WS:XSTO:SCAB.ST,SVENSKA CELLULOSA AKTIE. SCA B,,UNKNOWN,SE,SCAb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:31.777258+00:00,,
WS:XSTO:SEBA.ST,SKANDINAVISKA ENSKILDA BK A,,UNKNOWN,SE,SEBa.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:31.986189+00:00,,
WS:XSTO:SECTB.ST,SECTRA 'B',,UNKNOWN,SE,SECTb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:32.189005+00:00,,
WS:XSTO:SECUB.ST,SECURITAS B,,UNKNOWN,SE,SECUb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.584,,2026-08-23T21:49:32.392427+00:00,,
WS:XSTO:SHBA.ST,SVENSKA HANDELSBANKEN A,,UNKNOWN,SE,SHBa.ST,NASDAQ Stockholm,XSTO,SEK,SHB-A.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_HIGH_CONFIDENCE,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.843878,SHB-A,2026-08-23T21:49:32.605484+00:00,,
WS:XSTO:SKAB.ST,SKANSKA B,,UNKNOWN,SE,SKAb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.571429,,2026-08-23T21:49:32.810464+00:00,,
WS:XSTO:SKFB.ST,SKF B,,UNKNOWN,SE,SKFb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.523077,,2026-08-23T21:49:33.017513+00:00,,
WS:XSTO:SOBIV.ST,SWEDISH ORPHAN BIOVITRUM,,UNKNOWN,SE,SOBIV.ST,NASDAQ Stockholm,XSTO,SEK,SOBI.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_HIGH_CONFIDENCE,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.848113,SOBI,2026-08-23T21:49:33.229932+00:00,,
WS:XSTO:SSABB.ST,SSAB B,,UNKNOWN,SE,SSABb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:33.434000+00:00,,
WS:XSTO:SWECB.ST,SWECO 'B',,UNKNOWN,SE,SWECb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.552941,,2026-08-23T21:49:33.649494+00:00,,
WS:XSTO:SWEDA.ST,SWEDBANK,,UNKNOWN,SE,SWEDa.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.769048,,2026-08-23T21:49:33.881582+00:00,,
WS:XSTO:TEL2B.ST,TELE2 B,,UNKNOWN,SE,TEL2b.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.552941,,2026-08-23T21:49:34.088440+00:00,,
WS:XSTO:TELIA.ST,TELIA COMPANY,,UNKNOWN,SE,TELIA.ST,NASDAQ Stockholm,XSTO,SEK,TELIA.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,TELIA,2026-08-23T21:49:34.090127+00:00,,
WS:XSTO:THULE.ST,THULE GROUP,,UNKNOWN,SE,THULE.ST,NASDAQ Stockholm,XSTO,SEK,THULE.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,THULE,2026-08-23T21:49:34.091771+00:00,,
WS:XSTO:TRELB.ST,TRELLEBORG B,,UNKNOWN,SE,TRELb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.588889,,2026-08-23T21:49:34.304814+00:00,,
WS:XSTO:VOLVB.ST,VOLVO B,,UNKNOWN,SE,VOLVb.ST,NASDAQ Stockholm,XSTO,SEK,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.1848,,2026-08-23T21:49:34.513202+00:00,,
WS:XSTO:VSURE.ST,VERISURE,,UNKNOWN,SE,VSURE.ST,NASDAQ Stockholm,XSTO,EUR,VSURE.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,VSURE,2026-08-23T21:49:34.514859+00:00,,
WS:XSTO:WIHL.ST,WIHLBORGS FASTIGHETER,,UNKNOWN,SE,WIHL.ST,NASDAQ Stockholm,XSTO,SEK,WIHL.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,WIHL,2026-08-23T21:49:34.516463+00:00,,
WS:XSWX:ABBN.S,ABB,,UNKNOWN,CH,ABBN.S,Six Swiss Exchange,XSWX,CHF,ABBN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ABBN,2026-08-23T21:49:34.518019+00:00,,
WS:XSWX:ACLN.S,ACCELLERON INDUSTRIES,,UNKNOWN,CH,ACLN.S,Six Swiss Exchange,XSWX,CHF,ACLN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ACLN,2026-08-23T21:49:34.519607+00:00,,
WS:XSWX:ADEN.S,ADECCO,,UNKNOWN,CH,ADEN.S,Six Swiss Exchange,XSWX,CHF,ADEN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ADEN,2026-08-23T21:49:34.521135+00:00,,
WS:XSWX:ALCC.S,ALCON,,UNKNOWN,CH,ALCC.S,Six Swiss Exchange,XSWX,CHF,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_AMBIGUOUS,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.65,,2026-08-23T21:49:34.732975+00:00,,
WS:XSWX:ALLN.S,ALLREAL HLDG,,UNKNOWN,CH,ALLN.S,Six Swiss Exchange,XSWX,CHF,ALLN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ALLN,2026-08-23T21:49:34.734621+00:00,,
WS:XSWX:AVOL.S,AVOLTA,,UNKNOWN,CH,AVOL.S,Six Swiss Exchange,XSWX,CHF,AVOL.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,AVOL,2026-08-23T21:49:34.736192+00:00,,
WS:XSWX:BAER.S,JULIUS BAER GRP,,UNKNOWN,CH,BAER.S,Six Swiss Exchange,XSWX,CHF,BAER.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,BAER,2026-08-23T21:49:34.737794+00:00,,
WS:XSWX:BARN.S,BARRY CALLEBAUT,,UNKNOWN,CH,BARN.S,Six Swiss Exchange,XSWX,CHF,BARN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,BARN,2026-08-23T21:49:34.739362+00:00,,
WS:XSWX:BCVN.S,BANQUE CANTONALE VAUDOISE,,UNKNOWN,CH,BCVN.S,Six Swiss Exchange,XSWX,CHF,BCVN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,BCVN,2026-08-23T21:49:34.740904+00:00,,
WS:XSWX:BEAN.S,BELIMO HOLDING,,UNKNOWN,CH,BEAN.S,Six Swiss Exchange,XSWX,CHF,BEAN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,BEAN,2026-08-23T21:49:34.742464+00:00,,
WS:XSWX:BKWB.S,BKW,,UNKNOWN,CH,BKWB.S,Six Swiss Exchange,XSWX,CHF,BKW.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_HIGH_CONFIDENCE,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.9,BKW,2026-08-23T21:49:34.962546+00:00,,
WS:XSWX:BUCN.S,BUCHER INDUSTRIES,,UNKNOWN,CH,BUCN.S,Six Swiss Exchange,XSWX,CHF,BUCN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,BUCN,2026-08-23T21:49:34.964265+00:00,,
WS:XSWX:CFR.S,CIE FINANCIERE RICHEMONT,,UNKNOWN,CH,CFR.S,Six Swiss Exchange,XSWX,CHF,CFR.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,CFR,2026-08-23T21:49:34.965873+00:00,,
WS:XSWX:CMBN.S,CEMBRA MONEY BANK,,UNKNOWN,CH,CMBN.S,Six Swiss Exchange,XSWX,CHF,CMBN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,CMBN,2026-08-23T21:49:34.967495+00:00,,
WS:XSWX:COTNE.S,COMET HOLDINGS 'R',,UNKNOWN,CH,COTNE.S,Six Swiss Exchange,XSWX,CHF,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:35.174262+00:00,,
WS:XSWX:DKSH.S,DKSH HOLDING,,UNKNOWN,CH,DKSH.S,Six Swiss Exchange,XSWX,CHF,DKSH.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,DKSH,2026-08-23T21:49:35.175947+00:00,,
WS:XSWX:EMSN.S,EMS-CHEMIE HLDG,,UNKNOWN,CH,EMSN.S,Six Swiss Exchange,XSWX,CHF,EMSN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,EMSN,2026-08-23T21:49:35.177540+00:00,,
WS:XSWX:FHZN.S,FLUGHAFEN ZURICH,,UNKNOWN,CH,FHZN.S,Six Swiss Exchange,XSWX,CHF,FHZN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,FHZN,2026-08-23T21:49:35.179196+00:00,,
WS:XSWX:GALD.S,GALDERMA GROUP N,,UNKNOWN,CH,GALD.S,Six Swiss Exchange,XSWX,CHF,GALD.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,GALD,2026-08-23T21:49:35.180775+00:00,,
WS:XSWX:GALE.S,GALENICA SANTE AG,,UNKNOWN,CH,GALE.S,Six Swiss Exchange,XSWX,CHF,GALE.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,GALE,2026-08-23T21:49:35.182373+00:00,,
WS:XSWX:GEBN.S,GEBERIT,,UNKNOWN,CH,GEBN.S,Six Swiss Exchange,XSWX,CHF,GEBN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,GEBN,2026-08-23T21:49:35.183930+00:00,,
WS:XSWX:GF.S,GEORG FISCHER,,UNKNOWN,CH,GF.S,Six Swiss Exchange,XSWX,CHF,GF.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,GF,2026-08-23T21:49:35.185570+00:00,,
WS:XSWX:GIVN.S,GIVAUDAN,,UNKNOWN,CH,GIVN.S,Six Swiss Exchange,XSWX,CHF,GIVN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,GIVN,2026-08-23T21:49:35.187117+00:00,,
WS:XSWX:HBANC.S,HELVETIA BALOISE HLDG,,UNKNOWN,CH,HBANC.S,Six Swiss Exchange,XSWX,CHF,,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_NO_QUOTES,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:35.387798+00:00,,
WS:XSWX:HOLN.S,Holcim,,UNKNOWN,CH,HOLN.S,Six Swiss Exchange,XSWX,CHF,HOLN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,HOLN,2026-08-23T21:49:35.389438+00:00,,
WS:XSWX:HUBN.S,HUBER+SUHNER 'R',,UNKNOWN,CH,HUBN.S,Six Swiss Exchange,XSWX,CHF,HUBN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,HUBN,2026-08-23T21:49:35.391040+00:00,,
WS:XSWX:IFCN.S,INFICON,,UNKNOWN,CH,IFCN.S,Six Swiss Exchange,XSWX,CHF,IFCN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,IFCN,2026-08-23T21:49:35.392612+00:00,,
WS:XSWX:KNIN.S,KUEHNE + NAGEL,,UNKNOWN,CH,KNIN.S,Six Swiss Exchange,XSWX,CHF,KNIN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,KNIN,2026-08-23T21:49:35.394154+00:00,,
WS:XSWX:LISP.S,LINDT & SPRUENGLI P,,UNKNOWN,CH,LISP.S,Six Swiss Exchange,XSWX,CHF,LISP.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,LISP,2026-08-23T21:49:35.395799+00:00,,
WS:XSWX:LOGN.S,LOGITECH INTERNATIONAL,,UNKNOWN,CH,LOGN.S,Six Swiss Exchange,XSWX,CHF,LOGN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,LOGN,2026-08-23T21:49:35.397370+00:00,,
WS:XSWX:LONN.S,LONZA,,UNKNOWN,CH,LONN.S,Six Swiss Exchange,XSWX,CHF,LONN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,LONN,2026-08-23T21:49:35.398933+00:00,,
WS:XSWX:MOBN.S,MOBIMO HLDG,,UNKNOWN,CH,MOBN.S,Six Swiss Exchange,XSWX,CHF,MOBN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,MOBN,2026-08-23T21:49:35.400529+00:00,,
WS:XSWX:NESN.S,NESTLE,,UNKNOWN,CH,NESN.S,Six Swiss Exchange,XSWX,CHF,NESN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,NESN,2026-08-23T21:49:35.402057+00:00,,
WS:XSWX:NOVN.S,NOVARTIS,,UNKNOWN,CH,NOVN.S,Six Swiss Exchange,XSWX,CHF,NOVN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,NOVN,2026-08-23T21:49:35.403627+00:00,,
WS:XSWX:PGHN.S,PARTNERS GRP HLDG,,UNKNOWN,CH,PGHN.S,Six Swiss Exchange,XSWX,CHF,PGHN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,PGHN,2026-08-23T21:49:35.405161+00:00,,
WS:XSWX:PSPN.S,PSP SWISS PROPERTY,,UNKNOWN,CH,PSPN.S,Six Swiss Exchange,XSWX,CHF,PSPN.SW,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,PSPN,2026-08-23T21:49:35.406740+00:00,,
