Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Evidence_Cohort,Price_Cache_Status,Persisted_Cache_Status_Evidence,Market_AsOf_Date,Fetch_Timestamp,Last_Completed_Session,Currentness_Status,History_Data_Capability,Feature_Capability,Home_Market_Benchmark_Status,Home_Market_RS_Capability,Sector_RS_Capability,Provider_Mapping_Status,P0_Data_Readiness,Blocking_Reason
WSSEC:WS:XNAS:ONB,WS:XNAS:ONB,XNAS,ONB,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:OPCH,WS:XNAS:OPCH,XNAS,OPCH,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:ORLY,WS:XNAS:ORLY,XNAS,ORLY,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:OZK,WS:XNAS:OZK,XNAS,OZK,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PANW,WS:XNAS:PANW,XNAS,PANW,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PAYX,WS:XNAS:PAYX,XNAS,PAYX,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PCAR,WS:XNAS:PCAR,XNAS,PCAR,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PCTY,WS:XNAS:PCTY,XNAS,PCTY,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PEGA,WS:XNAS:PEGA,XNAS,PEGA,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PPC,WS:XNAS:PPC,XNAS,PPC,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PTC,WS:XNAS:PTC,XNAS,PTC,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:PYPL,WS:XNAS:PYPL,XNAS,PYPL,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:QCOM,WS:XNAS:QCOM,XNAS,QCOM,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:QLYS,WS:XNAS:QLYS,XNAS,QLYS,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:REGN,WS:XNAS:REGN,XNAS,REGN,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:RGEN,WS:XNAS:RGEN,XNAS,RGEN,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:RGLD,WS:XNAS:RGLD,XNAS,RGLD,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:RMBS,WS:XNAS:RMBS,XNAS,RMBS,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:ROIV,WS:XNAS:ROIV,XNAS,ROIV,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:ROKU,WS:XNAS:ROKU,XNAS,ROKU,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:ROST,WS:XNAS:ROST,XNAS,ROST,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SAIA,WS:XNAS:SAIA,XNAS,SAIA,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SAIC,WS:XNAS:SAIC,XNAS,SAIC,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SANM,WS:XNAS:SANM,XNAS,SANM,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SBUX,WS:XNAS:SBUX,XNAS,SBUX,US1,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,2026-09-05T14:53:36Z,NOT_VERIFIED,STALE_BY_FETCH_UPPER_BOUND,PERSISTED_HISTORY_QA_PASS_BUT_NO_P0_CACHE_AND_SOURCE_NOW_STALE,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|PRICE_CURRENTNESS_STALE|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SEIC,WS:XNAS:SEIC,XNAS,SEIC,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SFM,WS:XNAS:SFM,XNAS,SFM,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SHC,WS:XNAS:SHC,XNAS,SHC,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SIGI,WS:XNAS:SIGI,XNAS,SIGI,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SIRI,WS:XNAS:SIRI,XNAS,SIRI,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SITM,WS:XNAS:SITM,XNAS,SITM,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
WSSEC:WS:XNAS:SLAB,WS:XNAS:SLAB,XNAS,SLAB,US2,NOT_VERIFIED,NOT_VERIFIED,2026-09-22,2026-09-23T18:56:29Z,2026-09-21,CURRENT,PERSISTED_MARKET_EVIDENCE_READY_CURRENT_BUT_NOT_P0_CACHE_INGESTED,FEATURE_PARTIAL,PRIMARY_UNIVERSE_INDEX_AVAILABLE_NO_FROZEN_RS_BINDING,RS_NOT_VERIFIED_CURRENT_FROZEN_1425,SECTOR_RS_NOT_VERIFIED,PROVIDER_MAPPING_READY,P0_DATA_NOT_VERIFIED,PRICE_CACHE_STATUS_NOT_VERIFIED|FEATURE_CAPABILITY_PARTIAL|HOME_MARKET_RS_NOT_VERIFIED_CURRENT_FROZEN|SECTOR_RS_NOT_VERIFIED|P0_PARAMETER_SET_NOT_READY
