WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,MedianTurnover20_EUR,MedianTurnover60_EUR,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Instrument_Evidence_URL_v0_14,Instrument_Evidence_Note_v0_14,Strict_Eligibility_v0_14,Root_Cause_v0_23,Remediation_Class_v0_23,Evidence_State_v0_23
WS:XTSE:AAUC,Allied Gold Corporation,Canada,CA_TSX,XTSE,AAUC,AAUC.TO,26474139.294227973,20968041.319845285,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:POW,Power Corporation of Canada Subordinate Voting Shares,Canada,CA_TSX,XTSE,POW,POW.TO,96119816.20778707,116353328.5571117,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:PPL,Pembina Pipeline Corporation,Canada,CA_TSX,XTSE,PPL,PPL.TO,73662523.591467,97666542.19565138,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:QBR.B,Quebecor Inc. Class B Subordinate Voting Shares,Canada,CA_TSX,XTSE,QBR.B,QBR-B.TO,44891041.65937934,35600040.71690817,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:QSR,Restaurant Brands International Inc.,Canada,CA_TSX,XTSE,QSR,QSR.TO,36496953.182407185,48654458.96611379,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:RBA,RB Global Inc.,Canada,CA_TSX,XTSE,RBA,RBA.TO,31798687.245406866,22025009.232283317,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:RCI.B,Rogers Communications Inc. Class B Non-voting Shares,Canada,CA_TSX,XTSE,RCI.B,RCI-B.TO,62447130.342980884,60461359.02685708,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:RY,Royal Bank of Canada,Canada,CA_TSX,XTSE,RY,RY.TO,495674876.6820951,500425044.56537616,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:SAP,Saputo Inc.,Canada,CA_TSX,XTSE,SAP,SAP.TO,19285807.680008844,20266318.299083285,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,CA_TSX,XTSE,SHOP,SHOP.TO,255127258.84808424,202384599.78926122,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:SLF,Sun Life Financial Inc.,Canada,CA_TSX,XTSE,SLF,SLF.TO,155622944.67234486,106286717.95433776,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:SOBO,South Bow Corporation,Canada,CA_TSX,XTSE,SOBO,SOBO.TO,16348980.87950917,20667037.05488863,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:STN,Stantec Inc.,Canada,CA_TSX,XTSE,STN,STN.TO,30606353.46383919,31908207.858859368,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:SU,Suncor Energy Inc.,Canada,CA_TSX,XTSE,SU,SU.TO,253803922.18280894,289098570.2610545,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:T,TELUS Corporation,Canada,CA_TSX,XTSE,T,T.TO,71860441.84814908,72921860.63994196,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TA,TransAlta Corporation,Canada,CA_TSX,XTSE,TA,TA.TO,21926689.677899156,22961781.817045033,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TD,Toronto-Dominion Bank (The),Canada,CA_TSX,XTSE,TD,TD.TO,391788106.14384615,385142744.93388695,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TECK.B,Teck Resources Limited Class B Subordinate Voting Shares,Canada,CA_TSX,XTSE,TECK.B,TECK-B.TO,52066048.841955185,53764131.98939985,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TFII,TFI International Inc.,Canada,CA_TSX,XTSE,TFII,TFII.TO,28399616.71342931,30085254.266466506,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TIH,Toromont Industries Ltd.,Canada,CA_TSX,XTSE,TIH,TIH.TO,33825442.03888157,35885618.88760047,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TOU,Tourmaline Oil Corp.,Canada,CA_TSX,XTSE,TOU,TOU.TO,68430211.47109962,81778106.78724396,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TRI,Thomson Reuters Corporation,Canada,CA_TSX,XTSE,TRI,TRI.TO,62845338.10944581,57307562.659350425,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TRP,TC Energy Corporation,Canada,CA_TSX,XTSE,TRP,TRP.TO,150618998.9069788,201752771.4506256,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:TXG,Torex Gold Resources Inc.,Canada,CA_TSX,XTSE,TXG,TXG.TO,24037578.77566521,19752533.590219304,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:WCN,Waste Connections Inc.,Canada,CA_TSX,XTSE,WCN,WCN.TO,46667264.12796737,52240241.44905973,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:WCP,Whitecap Resources Inc.,Canada,CA_TSX,XTSE,WCP,WCP.TO,52653548.08921644,50377821.527782395,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:WPM,Wheaton Precious Metals Corp.,Canada,CA_TSX,XTSE,WPM,WPM.TO,89299343.84420933,79248700.18020502,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:WSP,WSP Global Inc.,Canada,CA_TSX,XTSE,WSP,WSP.TO,87698196.39193171,62158297.00357385,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XTSE:X,TMX Group Limited,Canada,CA_TSX,XTSE,X,X.TO,25836535.038829662,27406151.657731846,NOT_VERIFIED,UNKNOWN,OFFICIAL_REFERENCE_VALIDATION_FAILED,OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED,https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-tsx-canadian-indices.pdf | https://www.tsx.com/en/resource/701,Combined official S&P/TSX Composite eligibility and TMX root/suffix semantics; v0.13 exact-current-symbol confirmation required.,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,OFFICIAL_REFERENCE_VALIDATION_FAILED:OFFICIAL_SEMANTICS_REFERENCE_NOT_VALIDATED
WS:XAMS:ABND.AS,ABN AMRO BANK,NL,EU_STOXX600,XAMS,ABNd.AS,ABN.AS,63279715.42209244,63970826.704883575,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:AD.AS,AHOLD DELHAIZE,NL,EU_STOXX600,XAMS,AD.AS,AD.AS,89260345.06945801,82374770.19463158,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:ADYEN.AS,ADYEN,NL,EU_STOXX600,XAMS,ADYEN.AS,ADYEN.AS,120291135.6899414,119717954.89489746,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:AEGN.AS,AEGON,NL,EU_STOXX600,XAMS,AEGN.AS,AGN.AS,28610158.77046442,30108100.874881744,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:AKZO.AS,AKZO NOBEL,NL,EU_STOXX600,XAMS,AKZO.AS,AKZA.AS,25321347.81591034,30864548.54392433,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:ASMI.AS,ASM INTERNATIONAL,NL,EU_STOXX600,XAMS,ASMI.AS,ASM.AS,125469700.0,147772982.3713379,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:ASML.AS,ASML HLDG,NL,EU_STOXX600,XAMS,ASML.AS,ASML.AS,844522559.1710205,995669403.7407227,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:ASRNL.AS,ASR NEDERLAND NV,NL,EU_STOXX600,XAMS,ASRNL.AS,ASRNL.AS,23704342.000255585,23766033.000896454,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:BESI.AS,BE SEMICONDUCTOR,NL,EU_STOXX600,XAMS,BESI.AS,BESI.AS,90250364.35364532,101305501.60360718,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:DSFIR.AS,DSM FIRMENICH AG,NL,EU_STOXX600,XAMS,DSFIR.AS,DSFIR.AS,50274036.57531738,65188143.29035187,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:HEIN.AS,HEINEKEN,NL,EU_STOXX600,XAMS,HEIN.AS,HEIA.AS,68690992.7362175,58118718.69562149,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:INGA.AS,ING GRP,NL,EU_STOXX600,XAMS,INGA.AS,INGA.AS,149100222.22193146,172604005.26328468,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
WS:XAMS:KPN.AS,KPN,NL,EU_STOXX600,XAMS,KPN.AS,KPN.AS,39090123.57559705,38143955.796905994,NOT_VERIFIED,,,,,,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_YET_STRICTLY_VERIFIED,INSTRUMENT_BULK_EVIDENCE_REQUIRED,:
