WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:XNYS:CVNA,Carvana,US1468691027,COMMON_STOCK,United States,CVNA,NYSE,XNYS,USD,CVNA,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1468691027:XNYS
WS:XNAS:CASY,Casey's General Stores,US1475281036,COMMON_STOCK,United States,CASY,NASDAQ,XNAS,USD,CASY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1475281036:XNAS
WS:XNYS:CAT,Caterpillar Inc.,US1491231015,COMMON_STOCK,United States,CAT,NYSE,XNYS,USD,CAT,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1491231015:XNYS
WS:XNAS:CBOE,"Cboe Global Markets, Inc.",US12503M1080,COMMON_STOCK,United States,CBOE,NASDAQ,XNAS,USD,CBOE,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US12503M1080:XNAS
WS:XNAS:CDW,CDW,US12514G1085,COMMON_STOCK,United States,CDW,NASDAQ,XNAS,USD,CDW,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US12514G1085:XNAS
WS:XNYS:COR,Cencora,US03073E1055,COMMON_STOCK,United States,COR,NYSE,XNYS,USD,COR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US03073E1055:XNYS
WS:XNYS:CNC,Centene Corporation,US15135B1017,COMMON_STOCK,United States,CNC,NYSE,XNYS,USD,CNC,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US15135B1017:XNYS
WS:XNYS:CNP,Union Pacific Railroad,US15189T1079,COMMON_STOCK,United States,CNP,NYSE,XNYS,USD,CNP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US15189T1079:XNYS
WS:XNYS:CF,CF Industries,US1252691001,COMMON_STOCK,United States,CF,NYSE,XNYS,USD,CF,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1252691001:XNYS
WS:XNYS:CRL,Charles River Laboratories,US1598641074,COMMON_STOCK,United States,CRL,NYSE,XNYS,USD,CRL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1598641074:XNYS
WS:XNYS:SCHW,Charles Schwab Corporation,US8085131055,COMMON_STOCK,United States,SCHW,NYSE,XNYS,USD,SCHW,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US8085131055:XNYS
WS:XNYS:CVX,Chevron Corporation,US1667641005,COMMON_STOCK,United States,CVX,NYSE,XNYS,USD,CVX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1667641005:XNYS
WS:XNYS:CMG,Chipotle Mexican Grill,US1696561059,COMMON_STOCK,United States,CMG,NYSE,XNYS,USD,CMG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1696561059:XNYS
WS:XNYS:CHD,Church & Dwight,US1713401024,COMMON_STOCK,United States,CHD,NYSE,XNYS,USD,CHD,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1713401024:XNYS
WS:XNAS:CINF,Cincinnati Financial,US1720621010,COMMON_STOCK,United States,CINF,NASDAQ,XNAS,USD,CINF,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1720621010:XNAS
WS:XNAS:CTAS,Cintas,US1729081059,COMMON_STOCK,United States,CTAS,NASDAQ,XNAS,USD,CTAS,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1729081059:XNAS
WS:XNAS:CSCO,Cisco,US17275R1023,COMMON_STOCK,United States,CSCO,NASDAQ,XNAS,USD,CSCO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US17275R1023:XNAS
WS:XNYS:C,Stellantis North America,US1729674242,COMMON_STOCK,United States,C,NYSE,XNYS,USD,C,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1729674242:XNYS
WS:XNYS:CFG,Citizens Financial Group,US1746101054,COMMON_STOCK,United States,CFG,NYSE,XNYS,USD,CFG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1746101054:XNYS
WS:XNYS:CLX,Clorox,US1890541097,COMMON_STOCK,United States,CLX,NYSE,XNYS,USD,CLX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1890541097:XNYS
WS:XNAS:CME,CME Group,US12572Q1058,COMMON_STOCK,United States,CME,NASDAQ,XNAS,USD,CME,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US12572Q1058:XNAS
WS:XNYS:CMS,CMS Energy,US1258961002,COMMON_STOCK,United States,CMS,NYSE,XNYS,USD,CMS,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1258961002:XNYS
WS:XNYS:KO,The Coca-Cola Company,US1912161007,COMMON_STOCK,United States,KO,NYSE,XNYS,USD,KO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1912161007:XNYS
WS:XNAS:CTSH,Cognizant Technology Solutions,US1924461023,COMMON_STOCK,United States,CTSH,NASDAQ,XNAS,USD,CTSH,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1924461023:XNAS
WS:XNAS:COIN,Coinbase,US19260Q1076,COMMON_STOCK,United States,COIN,NASDAQ,XNAS,USD,COIN,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US19260Q1076:XNAS
WS:XNYS:CL,Colgate-Palmolive Company,US1941621039,COMMON_STOCK,United States,CL,NYSE,XNYS,USD,CL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1941621039:XNYS
WS:XNYS:FIX,Comfort Systems USA,US1999081045,COMMON_STOCK,United States,FIX,NYSE,XNYS,USD,FIX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1999081045:XNYS
WS:XNYS:COP,ConocoPhillips,US20825C1045,COMMON_STOCK,United States,COP,NYSE,XNYS,USD,COP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US20825C1045:XNYS
WS:XNYS:ED,Consolidated Edison,US2091151041,COMMON_STOCK,United States,ED,NYSE,XNYS,USD,ED,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2091151041:XNYS
WS:XNYS:STZ,Constellation Brands,US21036P1084,COMMON_STOCK,United States,STZ,NYSE,XNYS,USD,STZ,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US21036P1084:XNYS
WS:XNAS:CPRT,Copart,US2172041061,COMMON_STOCK,United States,CPRT,NASDAQ,XNAS,USD,CPRT,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2172041061:XNAS
WS:XNYS:GLW,Corning Inc.,US2193501051,COMMON_STOCK,United States,GLW,NYSE,XNYS,USD,GLW,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2193501051:XNYS
WS:XNYS:CTVA,Corteva,US22052L1044,COMMON_STOCK,United States,CTVA,NYSE,XNYS,USD,CTVA,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US22052L1044:XNYS
WS:XNAS:COST,Costco,US22160K1051,COMMON_STOCK,United States,COST,NASDAQ,XNAS,USD,COST,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US22160K1051:XNAS
WS:XNAS:CRWD,CrowdStrike,US22788C1053,COMMON_STOCK,United States,CRWD,NASDAQ,XNAS,USD,CRWD,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US22788C1053:XNAS
WS:XNYS:CMI,Cummins,US2310211063,COMMON_STOCK,United States,CMI,NYSE,XNYS,USD,CMI,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2310211063:XNYS
WS:XNYS:CVS,CVS Health,US1266501006,COMMON_STOCK,United States,CVS,NYSE,XNYS,USD,CVS,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1266501006:XNYS
WS:XNYS:DHR,Danaher Corporation,US2358511028,COMMON_STOCK,United States,DHR,NYSE,XNYS,USD,DHR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2358511028:XNYS
WS:XNYS:DRI,Darden Restaurants,US2371941053,COMMON_STOCK,United States,DRI,NYSE,XNYS,USD,DRI,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2371941053:XNYS
WS:XNAS:DDOG,Datadog,US23804L1035,COMMON_STOCK,United States,DDOG,NASDAQ,XNAS,USD,DDOG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US23804L1035:XNAS
WS:XNYS:DVA,DaVita,US23918K1088,COMMON_STOCK,United States,DVA,NYSE,XNYS,USD,DVA,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US23918K1088:XNYS
WS:XNYS:DE,Deere & Company,US2441991054,COMMON_STOCK,United States,DE,NYSE,XNYS,USD,DE,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2441991054:XNYS
WS:XNYS:DAL,Delta Air Lines,US2473617023,COMMON_STOCK,United States,DAL,NYSE,XNYS,USD,DAL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2473617023:XNYS
WS:XNYS:DVN,Devon Energy,US25179M1036,COMMON_STOCK,United States,DVN,NYSE,XNYS,USD,DVN,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US25179M1036:XNYS
WS:XNAS:DXCM,Dexcom,US2521311074,COMMON_STOCK,United States,DXCM,NASDAQ,XNAS,USD,DXCM,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2521311074:XNAS
WS:XNAS:FANG,Diamondback Energy,US25278X1090,COMMON_STOCK,United States,FANG,NASDAQ,XNAS,USD,FANG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US25278X1090:XNAS
WS:XNYS:DG,Dollar General,US2566771059,COMMON_STOCK,United States,DG,NYSE,XNYS,USD,DG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2566771059:XNYS
WS:XNAS:DLTR,Dollar Tree,US2567461080,COMMON_STOCK,United States,DLTR,NASDAQ,XNAS,USD,DLTR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2567461080:XNAS
WS:XNYS:D,Dominion Energy,US25746U1097,COMMON_STOCK,United States,D,NYSE,XNYS,USD,D,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US25746U1097:XNYS
WS:XNYS:DPZ,Domino's Pizza,US25754A2015,COMMON_STOCK,United States,DPZ,NYSE,XNYS,USD,DPZ,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US25754A2015:XNYS
WS:XNYS:DOV,Dover Corporation,US2600031080,COMMON_STOCK,United States,DOV,NYSE,XNYS,USD,DOV,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2600031080:XNYS
WS:XNYS:DHI,D. R. Horton,US23331A1097,COMMON_STOCK,United States,DHI,NYSE,XNYS,USD,DHI,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US23331A1097:XNYS
WS:XNYS:DUK,Duke Energy,US26441C2044,COMMON_STOCK,United States,DUK,NYSE,XNYS,USD,DUK,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US26441C2044:XNYS
WS:XNAS:EBAY,Q58024,US2786421030,COMMON_STOCK,United States,EBAY,NASDAQ,XNAS,USD,EBAY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2786421030:XNAS
WS:XNAS:ECHO,Q1280748,US2787681061,COMMON_STOCK,United States,ECHO,NASDAQ,XNAS,USD,ECHO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2787681061:XNAS
WS:XNYS:ECL,Ecolab,US2788651006,COMMON_STOCK,United States,ECL,NYSE,XNYS,USD,ECL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2788651006:XNYS
WS:XNYS:EIX,Edison International,US2810201077,COMMON_STOCK,United States,EIX,NYSE,XNYS,USD,EIX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2810201077:XNYS
WS:XNYS:EW,Edwards Lifesciences,US28176E1082,COMMON_STOCK,United States,EW,NYSE,XNYS,USD,EW,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US28176E1082:XNYS
WS:XNYS:ELV,"Elevance Health, Inc.",US0367521038,COMMON_STOCK,United States,ELV,NYSE,XNYS,USD,ELV,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0367521038:XNYS
WS:XNYS:EME,EMCOR,US29084Q1004,COMMON_STOCK,United States,EME,NYSE,XNYS,USD,EME,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US29084Q1004:XNYS
WS:XNYS:EMR,Emerson Electric,US2910111044,COMMON_STOCK,United States,EMR,NYSE,XNYS,USD,EMR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US2910111044:XNYS
WS:XNYS:ETR,Entergy,US29364G1031,COMMON_STOCK,United States,ETR,NYSE,XNYS,USD,ETR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US29364G1031:XNYS
WS:XNYS:EOG,EOG Resources,US26875P1012,COMMON_STOCK,United States,EOG,NYSE,XNYS,USD,EOG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US26875P1012:XNYS
WS:XNYS:EQT,EQT,US26884L1098,COMMON_STOCK,United States,EQT,NYSE,XNYS,USD,EQT,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US26884L1098:XNYS
