WS_ID,ISIN,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Issuer,MedianTurnover20_EUR,Note
US1:US6174464486:XNYS,US6174464486,XNYS,MS,MS,Morgan Stanley,696633741.31,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US61945C1036:XNYS,US61945C1036,XNYS,MOS,MOS,The Mosaic Company,152078643.76,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6200763075:XNYS,US6200763075,XNYS,MSI,MSI,Motorola Solutions,358895810.64,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US55354G1004:XNYS,US55354G1004,XNYS,MSCI,MSCI,MSCI,247129407.11,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6311031081:XNAS,US6311031081,XNAS,NDAQ,NDAQ,"Nasdaq, Inc.",200972689.28,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US64110L1061:XNAS,US64110L1061,XNAS,NFLX,NFLX,"Netflix, Inc.",1837053495.97,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6516391066:XNYS,US6516391066,XNYS,NEM,NEM,Newmont Mining Corporation,787699548.62,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6541061031:XNYS,US6541061031,XNYS,NKE,NKE,Nike,840046076.03,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US65473P1057:XNYS,US65473P1057,XNYS,NI,NI,NiSource,190163965.96,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6556631025:XNAS,US6556631025,XNAS,NDSN,NDSN,Nordson Corporation,103449148.3,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6558441084:XNYS,US6558441084,XNYS,NSC,NSC,Norfolk Southern Railway,334465910.69,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6658591044:XNAS,US6658591044,XNAS,NTRS,NTRS,Northern Trust,146968460.24,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6668071029:XNYS,US6668071029,XNYS,NOC,NOC,Northrop Grumman Corporation,323297265.51,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6293775085:XNYS,US6293775085,XNYS,NRG,NRG,NRJ Group,225746528.97,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6703461052:XNYS,US6703461052,XNYS,NUE,NUE,Nucor,253111495.42,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US67066G1040:XNAS,US67066G1040,XNAS,NVDA,NVDA,Nvidia,21462751979.38,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US62944T1051:XNYS,US62944T1051,XNYS,NVR,NVR,"NVR, Inc.",176814578.02,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US67103H1077:XNAS,US67103H1077,XNAS,ORLY,ORLY,O'Reilly Auto Parts,328135556.17,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6745991058:XNYS,US6745991058,XNYS,OXY,OXY,Occidental Petroleum,356290343.52,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6795801009:XNAS,US6795801009,XNAS,ODFL,ODFL,Old Dominion Freight Line,256251764.42,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6819191064:XNYS,US6819191064,XNYS,OMC,OMC,Omnicom Group,144703780.81,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6821891057:XNAS,US6821891057,XNAS,ON,ON,onsemi,444225709.64,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6826801036:XNYS,US6826801036,XNYS,OKE,OKE,ONEOK,266350121.48,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US68902V1070:XNYS,US68902V1070,XNYS,OTIS,OTIS,Otis Worldwide Corporation,192867690.6,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6937181088:XNAS,US6937181088,XNAS,PCAR,PCAR,PACCAR,270427959.86,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6951561090:XNYS,US6951561090,XNYS,PKG,PKG,Packaging Corporation of America,107628874.34,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US69608A1088:XNYS,US69608A1088,XNYS,PLTR,PLTR,Palantir Technologies,4732004324.19,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6974351057:XNAS,US6974351057,XNAS,PANW,PANW,Palo Alto Networks,1647231815.39,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7010941042:XNYS,US7010941042,XNYS,PH,PH,Parker Hannifin,506411221.05,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7043261079:XNAS,US7043261079,XNAS,PAYX,PAYX,Paychex,226448313.08,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US70450Y1038:XNAS,US70450Y1038,XNAS,PYPL,PYPL,PayPal Holdings,534380646.72,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7134481081:XNYS,US7134481081,XNYS,PEP,PEP,PepsiCo,750643084.04,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7170811035:XNYS,US7170811035,XNYS,PFE,PFE,Pfizer,798440668.71,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US69331C1080:XNYS,US69331C1080,XNYS,PCG,PCG,Pacific Gas and Electric Company,370621668.23,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7181721090:XNYS,US7181721090,XNYS,PM,PM,Premier Marketing,649325332.24,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7185461040:XNYS,US7185461040,XNYS,PSX,PSX,Phillips 66,558808669.2,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7234841010:XNYS,US7234841010,XNYS,PNW,PNW,Pacific Star Network,78666831.34,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6934751057:XNYS,US6934751057,XNYS,PNC,PNC,PNC Financial Services,287682965.97,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US6935061076:XNYS,US6935061076,XNYS,PPG,PPG,PPG Industries,118033722.28,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US69351T1060:XNYS,US69351T1060,XNYS,PPL,PPL,PPL,217985711.47,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7427181091:XNYS,US7427181091,XNYS,PG,PG,People's Garment,979104596.77,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7433151039:XNYS,US7433151039,XNYS,PGR,PGR,Progressive Corporation,359473458.42,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7445731067:XNYS,US7445731067,XNYS,PEG,PEG,Public Service Enterprise Group,134307111.34,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US69370C1009:XNAS,US69370C1009,XNAS,PTC,PTC,Premier Tank Corporation,146823343.57,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7458671010:XNYS,US7458671010,XNYS,PHM,PHM,PulteGroup,130834613.35,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US74762E1029:XNYS,US74762E1029,XNYS,PWR,PWR,Quanta Services,573070489.71,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7475251036:XNAS,US7475251036,XNAS,QCOM,QCOM,Qualcomm,1205260209.1,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7512121010:XNYS,US7512121010,XNYS,RL,RL,Ralph Lauren Corporation,191827085.51,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7547301090:XNYS,US7547301090,XNYS,RJF,RJF,Raymond James Financial,160125498.35,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US75513E1010:XNYS,US75513E1010,XNYS,RTX,RTX,RTX,693952926.19,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US75886F1075:XNAS,US75886F1075,XNAS,REGN,REGN,Regeneron Pharmaceuticals,480323461.33,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7591EP1005:XNYS,US7591EP1005,XNYS,RF,RF,Regions Financial Corporation,179404963.44,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7607591002:XNYS,US7607591002,XNYS,RSG,RSG,Republic Services,266545471.15,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7611521078:XNYS,US7611521078,XNYS,RMD,RMD,ResMed,263144293.11,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7707001027:XNAS,US7707001027,XNAS,HOOD,HOOD,Robinhood,1466708893.91,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7739031091:XNYS,US7739031091,XNYS,ROK,ROK,Rockwell International,233105660.84,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7757111049:XNYS,US7757111049,XNYS,ROL,ROL,Rollins Inc.,136807531.13,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7766961061:XNYS,US7766961061,XNYS,ROP,ROP,Roper Technologies,223327233.05,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US7782961038:XNAS,US7782961038,XNAS,ROST,ROST,Ross Dress for Less,493734924.89,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US78409V1044:XNYS,US78409V1044,XNYS,SPGI,SPGI,S&P Global,652441099.74,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US79466L3024:XNYS,US79466L3024,XNYS,CRM,CRM,Salesforce,2384558994.02,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US80004C2008:XNAS,US80004C2008,XNAS,SNDK,SNDK,Q260833,14777494896.39,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US81762P1021:XNYS,US81762P1021,XNYS,NOW,NOW,ServiceNow,1836583148.67,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8243481061:XNYS,US8243481061,XNYS,SHW,SHW,Sherwin-Williams,474288869.0,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US83088M1027:XNAS,US83088M1027,XNAS,SWKS,SWKS,Skyworks Solutions,272793779.25,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8326964058:XNYS,US8326964058,XNYS,SJM,SJM,The J.M. Smucker Company,127374792.0,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8330341012:XNYS,US8330341012,XNYS,SNA,SNA,Snap-on,80950480.0,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US83444M1018:XNYS,US83444M1018,XNYS,SOLV,SOLV,Solventum,71847270.75,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8425871071:XNYS,US8425871071,XNYS,SO,SO,Siamrajathanee,391432452.57,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8447411088:XNYS,US8447411088,XNYS,LUV,LUV,Southwest Airlines,142532283.08,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8545021011:XNYS,US8545021011,XNYS,SWK,SWK,Stanley Black & Decker,122585177.72,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8552441094:XNAS,US8552441094,XNAS,SBUX,SBUX,Starbucks,489179098.04,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8574771031:XNYS,US8574771031,XNYS,STT,STT,State Street Corporation,192983713.35,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8581191009:XNAS,US8581191009,XNAS,STLD,STLD,Steel Dynamics,210650240.94,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8636671013:XNYS,US8636671013,XNYS,SYK,SYK,Stryker Corporation,625231580.43,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US87165B1035:XNYS,US87165B1035,XNYS,SYF,SYF,Synchrony Financial,206998645.3,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8716071076:XNAS,US8716071076,XNAS,SNPS,SNPS,Synopsys,507501863.58,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8718291078:XNYS,US8718291078,XNYS,SYY,SYY,Sysco,155869905.99,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8725901040:XNAS,US8725901040,XNAS,TMUS,TMUS,T-Mobile US,596910722.4,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US74144T1088:XNAS,US74144T1088,XNAS,TROW,TROW,T. Rowe Price,111387903.43,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8740541094:XNAS,US8740541094,XNAS,TTWO,TTWO,Take-Two Interactive,481127484.88,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8760301072:XNYS,US8760301072,XNYS,TPR,TPR,"Tapestry, Inc.",426555403.35,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US87612G1013:XNYS,US87612G1013,XNYS,TRGP,TRGP,Targa Resources,272269554.38,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US87612E1064:XNYS,US87612E1064,XNYS,TGT,TGT,Telegate,634325320.67,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8793601050:XNYS,US8793601050,XNYS,TDY,TDY,Teledyne Technologies,125488796.9,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US88160R1014:XNAS,US88160R1014,XNAS,TSLA,TSLA,Tesla,10049343797.81,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8825081040:XNAS,US8825081040,XNAS,TXN,TXN,Texas Instruments,1255343450.54,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US88262P1021:XNYS,US88262P1021,XNYS,TPL,TPL,Texas Pacific Land Trust,103195784.5,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8832031012:XNYS,US8832031012,XNYS,TXT,TXT,Textron,97689278.26,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8835561023:XNYS,US8835561023,XNYS,TMO,TMO,Thermo Fisher Scientific Inc.,832127475.62,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8725401090:XNYS,US8725401090,XNYS,TJX,TJX,TJX Companies,824574789.85,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US87256C1018:XNYS,US87256C1018,XNYS,TKO,TKO,WWE,162168886.33,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US88339J1051:XNAS,US88339J1051,XNAS,TTD,TTD,Trade Desk,233237311.41,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8923561067:XNAS,US8923561067,XNAS,TSCO,TSCO,Tesco,245128881.53,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US8936411003:XNYS,US8936411003,XNYS,TDG,TDG,TransDigm Group Inc.,369207369.44,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US89417E1091:XNYS,US89417E1091,XNYS,TRV,TRV,The Travelers Companies,497509181.05,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US89832Q1094:XNYS,US89832Q1094,XNYS,TFC,TFC,Truist Financial,240844820.9,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9022521051:XNYS,US9022521051,XNYS,TYL,TYL,Tyler Technologies,201347441.91,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9024941034:XNYS,US9024941034,XNYS,TSN,TSN,Tyson Foods,124473691.16,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9029733048:XNYS,US9029733048,XNYS,USB,USB,U.S. Bancorp,331623407.99,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US90353T1007:XNYS,US90353T1007,XNYS,UBER,UBER,Uber,963140600.44,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US90384S3031:XNAS,US90384S3031,XNAS,ULTA,ULTA,Ulta Beauty,293613701.29,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9078181081:XNYS,US9078181081,XNYS,UNP,UNP,Union Pacific Corporation,571697673.61,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9113121068:XNYS,US9113121068,XNYS,UPS,UPS,United Parcel Service,382619531.31,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9113631090:XNYS,US9113631090,XNYS,URI,URI,United Rentals,378033269.18,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US91324P1021:XNYS,US91324P1021,XNYS,UNH,UNH,UnitedHealth Group,1255514260.17,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9139031002:XNYS,US9139031002,XNYS,UHS,UHS,Universal Health Services,87518687.32,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US91913Y1001:XNYS,US91913Y1001,XNYS,VLO,VLO,Valero Energy,649287213.11,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9224751084:XNYS,US9224751084,XNYS,VEEV,VEEV,Veeva Systems,339908989.23,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92338C1036:XNYS,US92338C1036,XNYS,VLTO,VLTO,Veralto Corporation,113902053.79,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92343E1029:XNAS,US92343E1029,XNAS,VRSN,VRSN,Verisign,156013234.33,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92345Y1064:XNAS,US92345Y1064,XNAS,VRSK,VRSK,Verisk Analytics,164608974.69,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92532F1003:XNAS,US92532F1003,XNAS,VRTX,VRTX,Vertex Pharmaceuticals,482771461.51,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92537N1081:XNYS,US92537N1081,XNYS,VRT,VRT,Vertiv,894051391.72,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92556V1061:XNAS,US92556V1061,XNAS,VTRS,VTRS,Viatris,113013469.22,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92826C8394:XNYS,US92826C8394,XNYS,V,V,Visa Inc.,2057098644.64,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92840M1027:XNYS,US92840M1027,XNYS,VST,VST,Vistra,500617093.37,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9291601097:XNYS,US9291601097,XNYS,VMC,VMC,Vulcan Materials Company,193174274.55,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US0844231029:XNYS,US0844231029,XNYS,WRB,WRB,W. R. Berkley,91192951.83,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3848021040:XNYS,US3848021040,XNYS,GWW,GWW,W. W. Grainger,209845725.06,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9297401088:XNYS,US9297401088,XNYS,WAB,WAB,Wabtec,211422582.35,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9311421039:XNAS,US9311421039,XNAS,WMT,WMT,Q483551,2260171180.78,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2546871060:XNYS,US2546871060,XNYS,DIS,DIS,The Walt Disney Company,664050353.49,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9344231041:XNAS,US9344231041,XNAS,WBD,WBD,Webuild,420874023.42,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US94106L1098:XNYS,US94106L1098,XNYS,WM,WM,"Waste Management, Inc",391598360.04,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9418481035:XNYS,US9418481035,XNYS,WAT,WAT,Waters Corporation,232571865.57,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US92939U1060:XNYS,US92939U1060,XNYS,WEC,WEC,WEC Energy Group,190980484.63,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9497461015:XNYS,US9497461015,XNYS,WFC,WFC,Wells Fargo,865927990.67,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9553061055:XNYS,US9553061055,XNYS,WST,WST,West Pharmaceutical Services (United States),130544969.42,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9581021055:XNAS,US9581021055,XNAS,WDC,WDC,Western Digital,2293968892.76,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9699041011:XNYS,US9699041011,XNYS,WSM,WSM,"Williams-Sonoma, Inc.",203267367.27,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9694571004:XNYS,US9694571004,XNYS,WMB,WMB,Williams Companies,402371718.0,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9831341071:XNAS,US9831341071,XNAS,WYNN,WYNN,Wynn Resorts,117339688.17,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US98419M1009:XNYS,US98419M1009,XNYS,XYL,XYL,Xylem Inc.,154585453.96,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9884981013:XNYS,US9884981013,XNYS,YUM,YUM,Yum! Brands,261406827.88,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US9892071054:XNAS,US9892071054,XNAS,ZBRA,ZBRA,Zebra Technologies,181159060.61,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US98956P1021:XNYS,US98956P1021,XNYS,ZBH,ZBH,Zimmer Biomet Holdings,118341625.51,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US98978V1035:XNYS,US98978V1035,XNYS,ZTS,ZTS,Zoetis,289465562.08,CLASS_A_CANDIDATE_NOT_UNIVERSE
