Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,Yahoo_Symbol,Scalable_Tradeability_Status,Yahoo_Symbol_v0_19,Yahoo_Mapping_Status_v0_19,Cache_Status_v0_19,Cache_Reason_v0_19,AsOf,Bars,Bars_Raw,Bars_Used,Excluded_Invalid_Bars,Yahoo_Symbol_Observed,Close_Raw,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,ATR14_Pct_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native,RVOL20_Current,TrueRange_Current,TrueRange_ATR14_Ratio,Range_Current_Pct,Close_Location_0_1,Gap_Pct,Range5_Pct,Range10_Pct,Range5_to_Range20,TR_Mean5,TR_Mean20,TR_Mean5_to_20,EMA20_Slope5_Pct,EMA50_Slope10_Pct,Consecutive_Close_Above_EMA20,Consecutive_Close_Above_EMA50,Consecutive_Close_Above_SMA200,Days_Since_Cross_Above_EMA20,Days_Since_Cross_Below_EMA20,Days_Since_Cross_Above_EMA50,Days_Since_Cross_Below_EMA50,RecentLow10,PriorLow10,RecentLow10_vs_Prior10_Pct,HigherLow10_Proxy,Distance_Low20_ATR,Distance_Low60_ATR,Distance_High20_ATR,Max_Daily_Return5,Min_Daily_Return5,Max_Daily_Return20,Min_Daily_Return20,Max_TR_Preceding_ATR14_20,Max_Volume_PrecedingMedian20_20,Impulse_Return20_Max,Impulse_Days_Ago,PostImpulse_Min_vs_ImpulseClose,PostImpulse_Latest_vs_ImpulseClose,PostImpulse_Range_Pct,ReturnStd5,ReturnStd20,ReturnStd5_to_20,AsOf_Age_Calendar_Days,Obs_R20_Warning_18pct,Obs_R60_Warning_30pct,HomeMarket_RS_Status,Sector_RS_Status,Feature_Status_v0_19,Core_Feature_Complete_v0_19,RS_Reference_AsOf_v0_20,RS_AsOf_Parsed_v0_20,RS_AsOf_Lag_Calendar_Days_v0_20,RS_AsOf_Status_v0_20,HomeMarket_Cohort_Size_Synchronized_v0_20,HomeMarket_Peer_Count_v0_20,HomeMarket_PeerMedian_R20_v0_20,HomeMarket_PeerMedian_R60_v0_20,HomeMarket_RS20_Excess_v0_20,HomeMarket_RS60_Excess_v0_20,HomeMarket_RS_Status_v0_20,HomeMarket_RS_Reference_Type_v0_20,Lane4_RS20_Positive_Component_v0_20,Lane4_RS60_Positive_Component_v0_20,Lane4_RS_Both_Positive_Component_v0_20,Lane4_RS_Component_Status_v0_20,Sector_RS_Status_v0_20,Sector_RS20_Excess_v0_20,Sector_RS60_Excess_v0_20,P0_Lane_Decision_v0_20,P0_PASS_v0_20,P0_FAIL_v0_20
1063,WS:XSHG:603288,Foshan Haitian Flavouring and Food Company Ltd.,China,603288,XSHG,CNY,CN_CSI300,603288.SS,NOT_VERIFIED,603288.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,603288.SS,35.04999923706055,35.04999923706055,36.013128327636,35.95598091809558,36.929999923706056,0.8419758250085803,0.0240221353305567,-0.0214963837053,-0.0223151818998832,-0.0068008408115738,39.0,39.0,42.45000076293945,34.650001525878906,31.600000381469727,-0.0267438330214806,-0.0251969674558113,-0.0509071402797025,-0.1743227654388973,0.1241083757149292,16794351.0,610653629.8688335,0.9565078757732288,1.0999984741210938,1.3064489994233317,0.0296718152201961,0.38461425600357996,-0.0047551935369317,0.0350927123825946,0.070470683588323,0.2827586146417779,0.6839996337890625,0.8369998931884766,0.8172039678325725,-0.0108258166957364,-0.0024059960430354,0,0,0,9,8,27,5,34.650001525878906,35.65999984741211,-0.0283230040901556,False,0.4750703040405755,4.097503459265784,4.691347002628253,0.0121744141815152,-0.0195804409213833,0.0274846710490852,-0.0195804409213833,1.3559359965405118,1.4041725168942192,0.0274846710490852,18,-0.052958637486138,-0.052958637486138,0.1175357652364488,0.0124527460653101,0.0139471866326735,0.89285003443903,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,295,294,-0.0015937373821426001,-0.044574967803465496,-0.0207214445177406,0.0377741269918917,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,True,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1064,WS:US:CENX,Century Aluminum Company,,CENX,,USD,US_SP1500,CENX,NOT_VERIFIED,CENX,EXPLICIT,READY,,2026-08-21,329,329,329,0,CENX,43.91999816894531,43.91999816894531,46.18932606332479,48.28397207486146,48.68904990196228,3.010012506308555,0.068533985241303,-0.0599315706035779,-0.049556393873568,-0.3317103263365487,55.54999923706055,70.43000030517578,70.43000030517578,40.560001373291016,40.400001525878906,-0.0491310025019257,-0.0903814188930036,-0.0979491639828601,-0.3764021300775473,0.3413023335317115,2035700.0,90822332.11708067,0.8708061109200766,2.3600006103515625,0.7840501012555061,0.053734078067887,0.34321921572430736,0.0347925868305052,0.1655282504748395,0.3413023335317115,0.4849900929829409,3.2359992980957037,3.009999656677246,1.0750829459123392,-0.0222700469400327,-0.0168642951416398,0,0,0,13,6,10,7,40.560001373291016,41.95000076293945,-0.0331346689956779,False,1.1162733671744636,1.1694292418018188,3.863771676609455,0.0119814890503249,-0.0455540521968553,0.1149074796872562,-0.0787914070462104,2.721705876702,3.22063860346923,0.1149074796872562,10,-0.152840095380091,-0.1426898582590132,0.2926019519366011,0.0252295096575432,0.0406703663023209,0.6203413431293195,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.05844722946131025,-0.3874340874459896,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1065,WS:US:REXR,Rexford Industrial Realty,,REXR,,USD,US_SP1500,REXR,NOT_VERIFIED,REXR,EXPLICIT,READY,,2026-08-21,329,329,329,0,REXR,37.22999954223633,37.22999954223633,36.801417482012326,36.27347059929232,37.19449995040893,0.8527400144307827,0.02290464745946,0.0276014356233766,-0.0453846271221454,0.0239273629615144,39.16999816894531,39.66999816894531,44.380001068115234,35.68000030517578,32.310001373291016,0.011645803057273,0.0263699317198136,0.0009544312163014,-0.161108637985496,0.0937415500048618,2433700.0,90773842.80204771,0.9691664540440816,0.6300010681152344,0.7387961834249914,0.016921866125744,0.36507801950941865,0.0059379547971234,0.0666129350719664,0.0666129350719664,0.7106020229931291,0.8839996337890625,0.7735002517700196,1.1428562974170784,0.003513853293299,0.0056151981289707,4,4,1,3,11,3,4,35.68000030517578,36.31999969482422,-0.0176211287176756,False,1.817669173288644,5.7696344556194985,2.2750177004464414,0.0329057525123175,-0.01357833113907,0.0329057525123175,-0.0183072075311782,1.6202004786028477,1.8251131558256657,0.0329057525123175,3,0.0,0.0051295524301495,0.061285108036055,0.0189421001949499,0.0117695436230073,1.6094167116150129,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.05427546270988765,-0.03179639814792655,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1066,WS:US:MGY,"Magnolia Oil & Gas, Corp.",,MGY,,USD,US_SP1500,MGY,NOT_VERIFIED,MGY,EXPLICIT,READY,,2026-08-21,329,329,329,0,MGY,28.13999938964844,28.13999938964844,26.361993453510944,26.40036525018037,26.28614997863769,0.8369201729024062,0.0297413003217859,0.0724085226792403,0.1109356286776983,0.0206746355144582,28.3799991607666,28.3799991607666,32.7599983215332,23.399999618530277,23.399999618530277,0.0674458075134942,0.0658943208922526,0.0705257107837142,-0.1410256156468735,0.1769722690210244,3563350.0,90492310.89057922,0.8694058932111848,0.3400001525878906,0.4062515919634049,0.0120824506027872,0.3235254518731277,0.0,0.0746268130657315,0.1076758651391971,0.4216864793481616,0.6770000457763672,0.8872502326965332,0.7630316914303047,0.0311379040197821,0.0092286450195253,10,6,6,9,14,5,6,25.350000381469727,23.399999618530277,0.0833333672960945,True,5.663622319772783,5.663622319772783,0.2867654274431626,0.0265550945185268,-0.0028348662527499,0.069658166439646,-0.0517173102995697,1.74430111315004,2.72503877867581,0.069658166439646,17,-0.0523372487956004,0.1242508436950318,0.1889732086487704,0.0127496350630446,0.0293290682597569,0.4347098567921007,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05572376110944095,0.1025329336754607,-0.03504912559498276,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1067,WS:US:AYI,Acuity Brands,,AYI,,USD,US_SP1500,AYI,NOT_VERIFIED,AYI,EXPLICIT,READY,,2026-08-21,329,329,329,0,AYI,343.1000061035156,343.1000061035156,347.42437028137726,336.4753809187636,320.3965003967285,10.37395825523278,0.0302359605674355,-0.0427698208451333,0.0392560455565469,0.1562311026313776,367.2999877929688,378.6499938964844,380.1700134277344,326.8099975585937,279.7300109863281,-0.0124469224031674,0.0196882909134783,0.0708606544661838,-0.0975090249490845,0.1180122107667899,256050.0,89854237.47406006,0.4842804139816442,6.860015869140625,0.6612727466567866,0.0199942166922343,0.45335403422765347,0.0103908045484188,0.0617313401823992,0.0795977763706426,0.5230928204911756,8.67799072265625,10.619998168945312,0.8171367437738528,-0.0004798813735155,0.0235944155571636,0,49,41,2,1,48,50,339.989990234375,326.8099975585937,0.0403292211812407,True,1.570278975887044,6.108564692288282,2.332762586281499,0.0093752431167226,-0.0410932236665008,0.0421238205903198,-0.0410932236665008,1.5976025857043932,1.8729636333717292,0.0421238205903198,13,-0.0198806384265682,-0.01572086946998,0.0941533595470392,0.0217149093571994,0.0211940314279197,1.024576632862472,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.0308533505543093,0.10130707080315515,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1068,WS:US:VLY,Valley Bank,,VLY,,USD,US_SP1500,VLY,NOT_VERIFIED,VLY,EXPLICIT,READY,,2026-08-21,329,329,329,0,VLY,14.15999984741211,14.15999984741211,14.592795146048015,14.428839664049343,12.990800004005433,0.2971100919778863,0.0209823513544872,-0.0566289386081539,-0.0125523224030996,0.0381231298387696,15.149999618530272,15.199999809265137,15.199999809265137,14.029999732971191,13.380000114440918,-0.0296581494021119,-0.0186321161574116,0.0900021432895725,-0.0684210509804806,0.0790960379680917,6152200.0,89690520.08976936,1.3027697409056922,0.2700004577636719,0.9087555928048644,0.0190678291435869,0.48148108902358044,0.004957485509317,0.0769774127354316,0.0790960379680917,0.9732145213959408,0.3439996719360351,0.279499864578247,1.2307686533412654,-0.0059397520580027,0.0081111309785555,0,0,130,10,2,64,2,14.029999732971191,14.15999984741211,-0.0091807991413698,False,0.4375486324799555,2.6252885850449204,3.332097420614877,0.0028328585111347,-0.0282638012111406,0.0262069044442012,-0.0282638012111406,2.551375487732429,1.6781994511662717,0.0262069044442012,13,-0.051075283806232,-0.0483871143475365,0.0752688089344926,0.0130824621990476,0.0132373419901917,0.988299781688891,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.02144315799084185,-0.017600631270671352,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1069,WS:US:ENS,EnerSys,,ENS,,USD,US_SP1500,ENS,NOT_VERIFIED,ENS,EXPLICIT,READY,,2026-08-21,329,329,329,0,ENS,189.75999450683597,189.75999450683597,194.0139768335137,199.85227839922345,183.5838501739502,9.14724540258596,0.0482042878761594,-0.0670599793458706,-0.0051900681161942,-0.1949429845921256,217.0,241.4199981689453,244.3000030517578,175.63999938964844,175.63999938964844,-0.0219261642697433,-0.0504987182194001,0.0336420895794138,-0.2232501345215576,0.2179595373505431,474800.0,89486012.9989624,0.987363100252738,3.6299896240234375,0.3968396456267835,0.0191293725184665,0.38016351751823285,0.0088434629940832,0.0994413768098403,0.1642074439509264,0.4562377862360265,6.397998046875,9.313002014160157,0.6869963130199075,0.0019975766228312,-0.0146005639658776,0,0,17,6,2,5,3,185.83999633789065,175.63999938964844,0.0580733146418088,True,1.5436335744524492,1.5436335744524492,2.977946288121144,-0.0011054730353093,-0.0329577218329415,0.0570908504306897,-0.0388407942383506,3.537347378974446,3.485519190016482,0.0570908504306897,6,-0.0386057867437011,-0.0386057867437011,0.1484952722338594,0.0129624244556197,0.0267363469020799,0.4848240675172922,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.01408090370393645,-0.25066674570156655,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1070,WS:US:LNC,Lincoln Financial,,LNC,,USD,US_SP1500,LNC,NOT_VERIFIED,LNC,EXPLICIT,READY,,2026-08-21,329,329,329,0,LNC,42.150001525878906,42.150001525878906,43.76399332172362,41.73824390385992,39.29010000228882,1.3914272777699055,0.0330113221209638,-0.0728112104103476,0.0191006021244986,0.197443199213132,47.66999816894531,47.66999816894531,47.66999816894531,41.02999877929688,33.220001220703125,-0.036879445254909,0.009865235896542,0.0727893673832209,-0.1157960322025439,0.157532601406234,1955100.0,89417962.9814148,1.2612807349365036,1.0100021362304688,0.7258749000876554,0.0234875834549843,0.15151643592282765,0.0126250306116282,0.0984579211303449,0.101542078869655,0.6250002872513266,1.5800010681152343,1.573500823974609,1.0041310713293468,-0.0066984816161616,0.0288971879796073,0,37,32,35,2,36,37,41.93000030517578,41.02999877929688,0.0219352072302043,True,0.8049308537181353,6.4178706626250985,3.967147066365925,0.0091785018785697,-0.0354925071834436,0.1107892859951167,-0.0354925071834436,4.556477863777,3.203380529030842,0.1107892859951167,16,-0.0877879373172797,-0.0840938481831737,0.1247283313053766,0.0209352158330321,0.03254626329278,0.64324483719384,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.010697907122261,0.14251916738490955,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1071,WS:US:VOYA,Voya Financial,,VOYA,,USD,US_SP1500,VOYA,NOT_VERIFIED,VOYA,EXPLICIT,READY,,2026-08-21,329,329,329,0,VOYA,97.76000213623048,97.76000213623048,99.07555410315032,95.7548052991604,80.04980003356934,2.2102262625804667,0.0226086969546141,-0.0370369841525476,-0.0084186452225393,0.2075099214641653,103.0500030517578,103.8499984741211,103.8499984741211,94.86000061035156,79.52999877929688,-0.0132782700922386,0.0209409525799291,0.2212398044121815,-0.0586422381066112,0.0837766188874804,902200.0,89406173.02742004,0.9251354279523294,1.6200027465820312,0.7329578758559577,0.016571222495725,0.3024720138270768,0.0074879820794917,0.0536006316414303,0.0610679325925526,0.6398041882475687,2.0740005493164064,2.215000915527344,0.9363429761032998,-0.0032117949586564,0.0187513341074279,0,93,88,7,2,92,127,97.08000183105467,94.86000061035156,0.0234029222688079,True,1.3120835522482293,8.248025853991,2.393420531231586,0.0027695587073275,-0.0205671436967767,0.0159815458983356,-0.0205671436967767,3.0697397067666503,2.3335125255348887,0.0159815458983356,6,-0.0355164612411216,-0.0328452674582779,0.0518401045592349,0.0096730409777386,0.0114248629064274,0.8466658249611658,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05492403182822245,-0.017309480810281552,0.15258588963594286,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,True,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1072,WS:XSHE:300316,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",China,300316,XSHE,CNY,CN_CSI300,300316.SZ,NOT_VERIFIED,300316.SZ,EXPLICIT,READY,,2026-08-21,319,319,319,0,300316.SZ,42.52999877929688,42.52999877929688,42.685418483027966,44.27548228148347,44.468650016784665,2.161575730881974,0.0508247306118947,-0.0220741058201717,0.0902332891365611,-0.2251776416066512,46.400001525878906,63.880001068115234,65.9000015258789,36.56999969482422,35.5,-0.0036410490807976,-0.0394232521531804,-0.0435959094048514,-0.354628258049503,0.2311310160638852,14302214.0,601173865.3914299,0.7851433447748475,1.6599998474121094,0.7679582184866547,0.0390312695757747,0.8313237230529531,-0.0078347109384092,0.1234422795835028,0.1316718187056327,0.534079249447781,2.081999969482422,1.7784996032714844,1.1706496676483142,0.0173272513316855,-0.0093245542105805,0,0,0,10,1,4,2,40.79999923706055,36.56999969482422,0.1156685692517247,True,2.75724740952788,3.2522565269681616,1.7903618602356248,0.042998364215071,-0.0502708476298373,0.042998364215071,-0.0502708476298373,1.3717493367411575,1.2906860179653643,0.042998364215071,4,-0.0714286074706841,-0.0623898102507709,0.1157407391833655,0.0394429339896442,0.0274012900624664,1.4394553650476516,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,295,294,-0.00205133471536105,-0.0437237708734921,0.09228462385192215,-0.1814538707331591,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1073,WS:XSHG:600760,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,China,600760,XSHG,CNY,CN_CSI300,600760.SS,NOT_VERIFIED,600760.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,600760.SS,44.04999923706055,44.04999923706055,43.51282695184676,43.30237090879319,50.56469999313354,1.1134810737420155,0.0252776638598715,-0.0085528036350467,0.0173210164714754,0.0284846451984337,45.52999877929688,45.52999877929688,73.66000366210938,42.02999877929688,38.0,0.0123451479217437,0.0172652977787768,-0.128838908506481,-0.401982119915101,0.0794551659618497,13656985.0,596736826.4350872,0.8870637017577088,1.1800003051757812,1.0597398851246014,0.0267877485950785,0.6525425920537937,0.0,0.0419977825393898,0.0706016041819821,0.5285720825195312,0.9660003662109377,1.0450004577636718,0.9244018593811943,0.0055330003222757,0.0099188878337834,25,10,0,24,48,9,12,42.41999816894531,42.02999877929688,0.0092790721145712,True,1.814130931723128,5.433410032492643,1.3291645247840396,0.0126436606220814,-0.0128061046128699,0.0596803810825081,-0.0151893442387608,2.879366824299814,2.0395758092046767,0.0596803810825081,9,-0.0354766857706035,-0.0232815803234017,0.0689578872632582,0.010007367853237,0.0158976733629242,0.6294863169459578,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,295,294,-0.00205133471536105,-0.044574967803465496,0.01937235118683645,0.0730596130018992,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1074,WS:XTKS:8604,"NOMURA HOLDINGS, INC.",Japan,8604,XTKS,JPY,JP_N225,8604.T,NOT_VERIFIED,8604.T,EXPLICIT,READY,,2026-08-21,320,320,320,0,8604.T,1535.0,1535.0,1543.8557695703205,1501.5748642253304,1338.7675,39.18350102743889,0.0255267107670611,-0.0222929936305732,-0.0550938750384734,0.2182539682539681,1623.0,1636.0,1636.0,1455.5,1237.0,-0.0057361378859794,0.0222600528092309,0.1465769821869742,-0.0617359413202933,0.1091205211726384,9076200.0,14001550575.0,0.7457459709502356,40.0,1.020837825899971,0.0260586319218241,0.9125,-0.0092044707429322,0.0433224755700325,0.0602605863192182,0.3970149253731343,32.2,40.425,0.7965367965367967,-0.0040531798444211,0.0158211655649895,0,59,121,11,2,58,62,1497.0,1455.5,0.0285125386465132,True,2.028915178976193,7.605241802954784,2.245843216979936,0.0092044707429321,-0.0286357786357785,0.0340136054421769,-0.0651828298887122,2.63433084453759,2.2234116874589627,0.0340136054421769,14,-0.0095394736842104,0.0098684210526316,0.0881578947368421,0.0152078331923753,0.0211464579806385,0.7191669265036912,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,207,206,0.0122214279096842,0.0689680617077902,-0.0673153029481576,0.1492859065461779,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,True,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
1075,WS:XASX:NST,Northern Star Resources,Australia,NST,XASX,AUD,AU_ASX200,NST.AX,NOT_VERIFIED,NST.AX,EXPLICIT,READY,,2026-08-21,334,334,334,0,NST.AX,23.96999931335449,23.96999931335449,22.220948472208125,21.41571852275333,23.613850021362303,0.8880184062239836,0.0370470768319646,0.0643871592414173,0.2027094303219618,0.3170328740955028,24.440000534057617,24.440000534057617,31.959999084472656,19.375,17.549999237060547,0.0787117995135948,0.1192713094303767,0.0150822204625673,-0.25,0.2113058272486364,5648934.5,125639471.76097108,1.4173164332830204,0.8600006103515625,0.9684490820504972,0.0358782075505704,0.7674411383758273,0.0033416842907854,0.111806440631922,0.111806440631922,0.5291214259811359,1.0610000610351562,0.8505002021789551,1.2475012449343423,0.0320987766365881,0.039584403061263,14,13,2,13,16,12,16,21.76000022888184,19.375,0.1230967860068044,True,5.174441521874831,7.229579962866938,0.529269683386019,0.0621117817952634,-0.0310479173834302,0.0621117817952634,-0.0328502550779239,2.3384763275499165,1.7624537584558742,0.0621117817952634,1,0.0,0.0012530818140208,0.0472013802383867,0.034887258710261,0.0252830872987275,1.3798654530618513,0,True,True,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,53,52,0.0332031676335372,0.06230535571974935,0.16950626268842459,0.25472751837575347,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
