WS_ID,Yahoo_Symbol,Name,Primary_MIC,Liquidity_Class,MedianTurnover20_EUR,Verified_Share_Class,Instrument_Bucket,Eligibility_DryRun,Universe_Write
WS:XPAR:GFCP.PA,GFC.PA,GECINA,XPAR,LOW_EXCEPTION,13487743.16,ordinary shares / actions ordinaires,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XPAR:HRMS.PA,RMS.PA,HERMES INTERNATIONAL,XPAR,PREFERRED,117531490.25,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:LEGD.PA,LR.PA,LEGRAND,XPAR,PREFERRED,53931739.44,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:LOIM.PA,LI.PA,KLEPIERRE,XPAR,STANDARD,15653938.28,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:LVMH.PA,MC.PA,LVMH MOET HENNESSY,XPAR,PREFERRED,199811028.0,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:MICP.PA,ML.PA,MICHELIN,XPAR,PREFERRED,40441833.68,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:NEXS.PA,NEX.PA,NEXANS,XPAR,PREFERRED,20169974.81,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:ORAN.PA,ORA.PA,ORANGE,XPAR,PREFERRED,66733916.97,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:OREP.PA,OR.PA,L'OREAL,XPAR,PREFERRED,97516589.46,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:PERP.PA,RI.PA,PERNOD RICARD,XPAR,PREFERRED,37966475.75,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:PRTP.PA,KER.PA,Kering,XPAR,PREFERRED,69999022.29,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:PUBP.PA,PUB.PA,PUBLICIS GRP,XPAR,PREFERRED,53589720.98,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:RENA.PA,RNO.PA,RENAULT,XPAR,PREFERRED,35269426.98,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:RUBF.PA,RUI.PA,RUBIS,XPAR,FAIL_LIQ,3006959.98,ordinary shares / actions ordinaires,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XPAR:SASY.PA,SAN.PA,SANOFI,XPAR,PREFERRED,108641562.89,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SCHN.PA,SU.PA,SCHNEIDER ELECTRIC,XPAR,PREFERRED,174036533.75,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SCOR.PA,SCR.PA,SCOR,XPAR,LOW_EXCEPTION,9488475.92,ordinary shares / actions ordinaires,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XPAR:SESFD.PA,SESG.PA,SES,XPAR,FAIL_LIQ,3848745.69,A shares,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XPAR:SGEF.PA,DG.PA,VINCI,XPAR,PREFERRED,90365706.75,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SGOB.PA,SGO.PA,SAINT GOBAIN,XPAR,PREFERRED,60731124.59,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SOGN.PA,GLE.PA,GRP SOCIETE GENERALE,XPAR,PREFERRED,133956766.46,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SOIT.PA,SOI.PA,SOITEC,XPAR,PREFERRED,28132617.0,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:SOPR.PA,SOP.PA,SOPRA STERIA GROUP,XPAR,LOW_EXCEPTION,6491349.06,ordinary shares / actions ordinaires,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XPAR:STDM.PA,DIM.PA,SARTORIUS STEDIM BIOTECH,XPAR,LOW_EXCEPTION,13158894.5,ordinary shares / actions ordinaires,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XPAR:TCFP.PA,HO.PA,THALES,XPAR,PREFERRED,48598307.33,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:TEPRF.PA,TEP.PA,TELEPERFORMANCE,XPAR,STANDARD,16463410.38,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:TTEF.PA,TTE.PA,TOTALENERGIES,XPAR,PREFERRED,229567475.54,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:VLLP.PA,VK.PA,VALLOUREC,XPAR,STANDARD,15271977.0,ordinary shares / actions ordinaires,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XPAR:VLOF.PA,FR.PA,VALEO,XPAR,LOW_EXCEPTION,7652773.49,ordinary shares / actions ordinaires,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:ADDTB.ST,ADDT-B.ST,ADDTECH B,XSTO,LOW_EXCEPTION,8680776.45,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:ASSAB.ST,ASSA-B.ST,ASSA ABLOY,XSTO,PREFERRED,35673463.2,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:ATCOA.ST,ATCO-A.ST,ATLAS COPCO A,XSTO,PREFERRED,63471330.51,A share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:AVANZ.ST,AZA.ST,AVANZA BANK HLDG,XSTO,LOW_EXCEPTION,7708170.55,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:BALDB.ST,BALD-B.ST,FASTIGHETS BALDER B,XSTO,LOW_EXCEPTION,10855811.03,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:BEIJB.ST,BEIJ-B.ST,BEIJER REF AB,XSTO,LOW_EXCEPTION,10723230.54,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:EPIRA.ST,EPI-A.ST,EPIROC A,XSTO,PREFERRED,29389936.23,A share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:ERICB.ST,ERIC-B.ST,ERICSSON LM B,XSTO,PREFERRED,61054648.75,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:ESSITYB.ST,ESSITY-B.ST,Essity B,XSTO,PREFERRED,27144264.83,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:EVOG.ST,EVO.ST,EVOLUTION,XSTO,PREFERRED,43532308.65,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:GETIB.ST,GETI-B.ST,GETINGE B,XSTO,LOW_EXCEPTION,9144192.76,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:HEXAB.ST,HEXA-B.ST,HEXAGON B,XSTO,PREFERRED,28423581.76,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:HMB.ST,HM-B.ST,HENNES & MAURITZ B,XSTO,PREFERRED,25104107.55,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:HOLMB.ST,HOLM-B.ST,HOLMEN B,XSTO,FAIL_LIQ,3566360.63,B share,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XSTO:INDUC.ST,INDU-C.ST,INDUSTRIVARDEN C,XSTO,STANDARD,15493243.88,C share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:INVEB.ST,INVE-B.ST,INVESTOR B,XSTO,PREFERRED,80088394.71,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:LAGRB.ST,LAGR-B.ST,LAGERCRANTZ GROUP 'B',XSTO,FAIL_LIQ,3554062.43,B share,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XSTO:LATOB.ST,LATO-B.ST,LATOUR INVESTMENT B,XSTO,LOW_EXCEPTION,9177449.66,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:LIFCOB.ST,LIFCO-B.ST,LIFCO B,XSTO,LOW_EXCEPTION,8199919.46,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:LUNDB.ST,LUND-B.ST,LUNDBERGFORETAGEN B,XSTO,LOW_EXCEPTION,5283885.04,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:NIBEB.ST,NIBE-B.ST,NIBE INDUSTRIER B,XSTO,PREFERRED,22822740.14,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SAABB.ST,SAAB-B.ST,SAAB B,XSTO,PREFERRED,74420828.16,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SAGAB.ST,SAGA-B.ST,SAGAX 'B',XSTO,LOW_EXCEPTION,8254849.22,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:SCAB.ST,SCA-B.ST,SVENSKA CELLULOSA AKTIE. SCA B,XSTO,LOW_EXCEPTION,13028562.26,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:SEBA.ST,SEB-A.ST,SKANDINAVISKA ENSKILDA BK A,XSTO,PREFERRED,38166503.58,A share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SECTB.ST,SECT-B.ST,SECTRA 'B',XSTO,FAIL_LIQ,1988609.23,B share,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XSTO:SECUB.ST,SECU-B.ST,SECURITAS B,XSTO,LOW_EXCEPTION,14758429.47,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:SHBA.ST,SHB-A.ST,SVENSKA HANDELSBANKEN A,XSTO,PREFERRED,42447716.14,A share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SKAB.ST,SKA-B.ST,SKANSKA B,XSTO,LOW_EXCEPTION,14009681.68,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:SKFB.ST,SKF-B.ST,SKF B,XSTO,STANDARD,19225304.35,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SOBIV.ST,SOBI.ST,SWEDISH ORPHAN BIOVITRUM,XSTO,LOW_EXCEPTION,10949141.24,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:SSABB.ST,SSAB-B.ST,SSAB B,XSTO,PREFERRED,21572279.36,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:SWECB.ST,SWEC-B.ST,SWECO 'B',XSTO,FAIL_LIQ,1926912.11,B share,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XSTO:SWEDA.ST,SWED-A.ST,SWEDBANK,XSTO,PREFERRED,44504316.03,A share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:TEL2B.ST,TEL2-B.ST,TELE2 B,XSTO,PREFERRED,22563190.71,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSTO:TRELB.ST,TREL-B.ST,TRELLEBORG B,XSTO,LOW_EXCEPTION,9295723.82,B share,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSTO:VOLVB.ST,VOLV-B.ST,VOLVO B,XSTO,PREFERRED,84440231.0,B share,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSWX:ALCC.S,ALC.SW,ALCON,XSWX,PREFERRED,68958012.79,registered shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSWX:BKWB.S,BKW.SW,BKW,XSWX,LOW_EXCEPTION,8448141.61,registered shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSWX:COTNE.S,COTN.SW,COMET HOLDINGS 'R',XSWX,LOW_EXCEPTION,8439801.31,registered shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSWX:HBANC.S,HBAN.SW,HELVETIA BALOISE HLDG,XSWX,PREFERRED,21459686.21,registered shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XSWX:ROPC.S,ROP.SW,ROCHE PS,XSWX,PREFERRED,340020900.95,participation certificate,NON_ORDINARY_REVIEW,INSTRUMENT_REVIEW,NO
WS:XSWX:SIGNC.S,SIGN.SW,SIG GROUP AG,XSWX,LOW_EXCEPTION,12418160.64,registered shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XSWX:SRENH.S,SREN.SW,SWISS REINSURANCE COMPANY,XSWX,PREFERRED,92806516.29,registered shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWAR:ACPP.WA,ACP.WA,ASSECO POLAND,XWAR,LOW_EXCEPTION,7180722.02,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XWAR:ALEP.WA,ALE.WA,ALLEGRO.EU,XWAR,PREFERRED,36132836.23,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWAR:LPPP.WA,LPP.WA,LPP,XWAR,LOW_EXCEPTION,12283262.36,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XWAR:MILP.WA,MIL.WA,BANK MILLENNIUM,XWAR,FAIL_LIQ,2266710.24,ordinary shares,ORDINARY_LIKE,FAIL_LIQUIDITY,NO
WS:XWBO:ATSV.VI,ATS.VI,AT&S AUSTRIA TECH.&SYSTEMTECH,XWBO,STANDARD,16667722.72,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWBO:BAWG.VI,BG.VI,BAWAG GROUP AG,XWBO,STANDARD,15950643.35,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWBO:ERST.VI,EBS.VI,ERSTE GROUP BANK,XWBO,PREFERRED,28062525.74,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWBO:OMVV.VI,OMV.VI,OMV,XWBO,STANDARD,15196475.88,ordinary shares,ORDINARY_LIKE,PASS_STRICT_CANDIDATE,NO
WS:XWBO:RBIV.VI,RBI.VI,RAIFFEISEN BANK INTERNATIONAL,XWBO,LOW_EXCEPTION,13310803.36,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XWBO:VERB.VI,VER.VI,VERBUND,XWBO,LOW_EXCEPTION,6532550.09,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XWBO:VOES.VI,VOE.VI,VOESTALPINE,XWBO,LOW_EXCEPTION,8503929.42,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
WS:XWBO:WBSV.VI,WIE.VI,WIENERBERGER,XWBO,LOW_EXCEPTION,7275151.6,ordinary shares,ORDINARY_LIKE,EXCEPTION_POOL,NO
