WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group,Remediation_Method,Remediation_UTC,Source_Primary_Ticker,Primary_Ticker_Resolved_Candidate,Canonical_WS_ID_Candidate,Provider_Listing_Type,Final_Remediation_UTC,Final_Resolved_Ticker_Candidate,Evidence_Freeze_Status,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Note,Evidence_Frozen_UTC,Data_Remediation_Status,Current_Exchange_Ticker,Data_Remediation_Effective_Date,Data_Remediation_Evidence_URL,Data_Remediation_Evidence_Note,Data_Remediation_UTC
WS:US:SOLS,Solstice Advanced Materials,,UNVERIFIED_EQUITY_SECURITY,,SOLS,US primary exchange pending,,USD,SOLS,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SOLS,2026-08-23T21:49:46.331917+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.776845+00:00,SOLS,SOLS,,PRIMARY,2026-08-23T22:25:58.061515+00:00,SOLS,,,,,,,,,,,
WS:US:STRL,Sterling Infrastructure,,UNVERIFIED_EQUITY_SECURITY,,STRL,US primary exchange pending,,USD,STRL,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,STRL,2026-08-23T21:49:46.369819+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.802785+00:00,STRL,STRL,,PRIMARY,2026-08-23T22:25:58.075718+00:00,STRL,,,,,,,,,,,
WS:US:VGNT,Versigent PLC,,UNVERIFIED_EQUITY_SECURITY,,VGNT,US primary exchange pending,,USD,VGNT,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,VGNT,2026-08-23T21:49:46.570547+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.943518+00:00,VGNT,VGNT,,PRIMARY,2026-08-23T22:25:58.152772+00:00,VGNT,,,,,,,,,,,
WS:US:VIR,"Vir Biotechnology, Inc.",,UNVERIFIED_EQUITY_SECURITY,,VIR,US primary exchange pending,,USD,VIR,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,VIR,2026-08-23T21:49:46.576791+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.947782+00:00,VIR,VIR,,PRIMARY,2026-08-23T22:25:58.155004+00:00,VIR,,,,,,,,,,,
WS:US:VRRM,Verra Mobility Corporation,,UNVERIFIED_EQUITY_SECURITY,,VRRM,US primary exchange pending,,USD,VRRM,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,VRRM,2026-08-23T21:49:46.595427+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.960725+00:00,VRRM,VRRM,,PRIMARY,2026-08-23T22:25:58.161686+00:00,VRRM,,,,,,,,,,,
WS:US:VSNT,"Versant Media Group, Inc.",,UNVERIFIED_EQUITY_SECURITY,,VSNT,US primary exchange pending,,USD,VSNT,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,VSNT,2026-08-23T21:49:46.609256+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.970527+00:00,VSNT,VSNT,,PRIMARY,2026-08-23T22:25:58.166767+00:00,VSNT,,,,,,,,,,,
WS:XAMS:CSG.AS,CSG A,,UNKNOWN,NL,CSG.AS,Euronext Amsterdam,XAMS,EUR,CSG.AS,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,CSG,2026-08-23T21:48:47.326272+00:00,,,CARRY_FORWARD,2026-08-23T22:04:38.631343+00:00,CSG.AS,CSG,,PRIMARY,2026-08-23T22:25:03.685953+00:00,CSG,,,,,,,,,,,
WS:XAMS:MICCT.AS,THE MAGNUM ICE CREAM COMPANY,,UNKNOWN,NL,MICCT.AS,Euronext Amsterdam,XAMS,EUR,MICC.AS,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_HIGH_CONFIDENCE,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.867647,MICC,2026-08-23T21:48:47.775281+00:00,,,CARRY_FORWARD,2026-08-23T22:04:38.853950+00:00,MICCT.AS,MICC,,PRIMARY,2026-08-23T22:25:04.206273+00:00,MICC,,,,,,,,,,,
WS:XASX:ASK,Abacus Storage King,,UNVERIFIED_EQUITY_SECURITY,Australia,ASK,Australian Securities Exchange,XASX,AUD,ASK.AX,,AU_ASX200,AU_ASX200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,AU_ASX200_WIKI,2026-08-23,2026-08-23T21:30:40.508472+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/ASX_200; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ASK,2026-08-23T21:48:43.966013+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.083843+00:00,ASK,ASK,,PRIMARY,2026-08-23T22:24:59.648012+00:00,ASK,,,,,,,,,,,
WS:XASX:L1G,L1 Group,,UNVERIFIED_EQUITY_SECURITY,Australia,L1G,Australian Securities Exchange,XASX,AUD,L1G.AX,,AU_ASX200,AU_ASX200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,AU_ASX200_WIKI,2026-08-23,2026-08-23T21:30:40.508472+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/ASX_200; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,L1G,2026-08-23T21:48:44.090222+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.163617+00:00,L1G,L1G,,PRIMARY,2026-08-23T22:24:59.689435+00:00,L1G,,,,,,,,,,,
WS:XASX:MSB,Mesoblast,,UNVERIFIED_EQUITY_SECURITY,Australia,MSB,Australian Securities Exchange,XASX,AUD,MSB.AX,,AU_ASX200,AU_ASX200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,AU_ASX200_WIKI,2026-08-23,2026-08-23T21:30:40.508472+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/ASX_200; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,MSB,2026-08-23T21:48:44.115084+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.181041+00:00,MSB,MSB,,PRIMARY,2026-08-23T22:24:59.698271+00:00,MSB,,,,,,,,,,,
WS:XASX:RYM,Ryman Healthcare,,UNVERIFIED_EQUITY_SECURITY,Australia,RYM,Australian Securities Exchange,XASX,AUD,RYM.AX,,AU_ASX200,AU_ASX200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,AU_ASX200_WIKI,2026-08-23,2026-08-23T21:30:40.508472+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/ASX_200; identity/provider mapping pending,REVIEW_REQUIRED,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,0.93,RYM,2026-08-23T21:48:44.183420+00:00,,NAME:dda55fd2042e,CARRY_FORWARD,2026-08-23T22:04:36.229963+00:00,RYM,RYM,,PRIMARY,2026-08-23T22:24:59.732410+00:00,RYM,,,,,,,,,,,
WS:XASX:TUA,Tuas,,UNVERIFIED_EQUITY_SECURITY,Australia,TUA,Australian Securities Exchange,XASX,AUD,TUA.AX,,AU_ASX200,AU_ASX200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,AU_ASX200_WIKI,2026-08-23,2026-08-23T21:30:40.508472+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/ASX_200; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,TUA,2026-08-23T21:48:44.222076+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.258043+00:00,TUA,TUA,,PRIMARY,2026-08-23T22:24:59.746407+00:00,TUA,,,,,,,,,,,
WS:XETR:AMV0N.DE,AUMOVIO,,UNKNOWN,DE,AMV0n.DE,XETRA,XETR,EUR,AMV0.DE,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,SEARCH_HIGH_CONFIDENCE,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.9,AMV0,2026-08-23T21:48:53.426337+00:00,,,CARRY_FORWARD,2026-08-23T22:04:40.866249+00:00,AMV0n.DE,AMV0,,PRIMARY,2026-08-23T22:25:08.889918+00:00,AMV0,,,,,,,,,,,
WS:XKRX:0126Z0,Samsung Epis,,UNVERIFIED_EQUITY_SECURITY,South Korea,0126Z0,Korea Exchange,XKRX,KRW,0126Z0.KS,,KR_KOSPI200,KR_KOSPI200,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,KR_KOSPI200_WIKI,2026-08-23,2026-08-23T21:30:40.322690+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/KOSPI_200; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,0126Z0,2026-08-23T21:49:39.525108+00:00,,,CARRY_FORWARD,2026-08-23T22:05:00.446432+00:00,0126Z0,0126Z0,,PRIMARY,2026-08-23T22:25:53.968946+00:00,0126Z0,,,,,,,,,,,
WS:XLON:ROR.L,ROTORK,,UNKNOWN,GB,ROR.L,London SE,XLON,GBP,ROR.L,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ROR,2026-08-23T21:49:09.549448+00:00,,,CARRY_FORWARD,2026-08-23T22:04:45.963709+00:00,ROR.L,ROR,,PRIMARY,2026-08-23T22:25:20.442992+00:00,ROR,,,,,,,,,,,
WS:XNZE:THL,Tourism Holdings Limited,,UNVERIFIED_EQUITY_SECURITY,New Zealand,THL,New Zealand Exchange,XNZE,NZD,THL.NZ,,NZ_NZX50,NZ_NZX50,True,ACTIVE_SOURCE_CAPTURED,DERIVED_RULE,NOT_VERIFIED,NZ_NZX50_WIKI,2026-08-23,2026-08-23T21:30:41.119899+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/S%26P/NZX_50; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,THL,2026-08-23T21:49:44.327146+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.373848+00:00,THL,THL,,PRIMARY,2026-08-23T22:25:57.332129+00:00,THL,,,,,,,,,,,
WS:XOSL:KMAR.OL,KONGSBERG MARITIME,,UNKNOWN,NO,KMAR.OL,Oslo Bors,XOSL,NOK,KMAR.OL,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,KMAR,2026-08-23T21:49:15.701197+00:00,,,CARRY_FORWARD,2026-08-23T22:04:49.215938+00:00,KMAR.OL,KMAR,,PRIMARY,2026-08-23T22:25:28.257330+00:00,KMAR,,,,,,,,,,,
WS:XPAR:ABVX.PA,ABIVAX,,UNKNOWN,FR,ABVX.PA,Euronext Paris,XPAR,EUR,ABVX.PA,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,ABVX,2026-08-23T21:49:15.727978+00:00,,,CARRY_FORWARD,2026-08-23T22:04:49.234382+00:00,ABVX.PA,ABVX,,PRIMARY,2026-08-23T22:25:28.267069+00:00,ABVX,,,,,,,,,,,
WS:XSHE:001280,"China National Uranium Co., Ltd.",,COMMON_STOCK,China,001280,Shenzhen Stock Exchange,XSHE,CNY,001280.SZ,,CN_CSI300,CN_CSI300,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_CSI300,2026-08-21,2026-08-22 18:43:59.282,A_SHARE,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,001280,2026-08-23T21:48:45.617471+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.684023+00:00,001280,001280,,PRIMARY,2026-08-23T22:24:59.956358+00:00,001280,,,,,,,,,,,
WS:XSTO:OCTVSDB.ST,OCTAVE INTELLIGENCE SDR,,UNKNOWN,SE,OCTVsdb.ST,NASDAQ Stockholm,XSTO,SEK,OCTV,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,CURATED_CANDIDATE_YAHOO_SEARCH_VERIFIED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,REVIEW_REQUIRED,ISIN_NOT_VERIFIED,0.0,,2026-08-23T21:49:31.163068+00:00,,,CARRY_FORWARD,2026-08-23T22:04:55.638834+00:00,OCTVsdb.ST,,,ALTERNATE_UNDERLYING_1_TO_1,2026-08-23T22:25:43.823114+00:00,OCTV,,,,,,,,,,,
WS:XSTO:VSURE.ST,VERISURE,,UNKNOWN,SE,VSURE.ST,NASDAQ Stockholm,XSTO,EUR,VSURE.ST,,EU_STOXX600,EU_STOXX600,True,ACTIVE_VERIFIED,DERIVED_RULE_NORMALIZED,NOT_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,VSURE,2026-08-23T21:49:34.514859+00:00,,,CARRY_FORWARD,2026-08-23T22:04:58.503969+00:00,VSURE.ST,VSURE,,PRIMARY,2026-08-23T22:25:50.588001+00:00,VSURE,,,,,,,,,,,
WS:XTSE:IAU,i-80 Gold Corp.,,UNKNOWN,Canada,IAU,Toronto Stock Exchange,XTSE,CAD,IAU.TO,,CA_TSX,CA_TSX,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_TMX_TSX_COMPOSITE,,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,IAU,2026-08-23T21:48:44.587477+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.521983+00:00,IAU,IAU,,PRIMARY,2026-08-23T22:24:59.876938+00:00,IAU,,,,,,,,,,,
WS:XTSE:LAC,Lithium Americas Corp.,,UNKNOWN,Canada,LAC,Toronto Stock Exchange,XTSE,CAD,LAC.TO,,CA_TSX,CA_TSX,True,ACTIVE_VERIFIED,DERIVED_RULE,NOT_VERIFIED,SRC_TMX_TSX_COMPOSITE,,2026-08-22 18:43:59.282,,,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,ISIN_NOT_VERIFIED,0.93,LAC,2026-08-23T21:48:44.610679+00:00,,,CARRY_FORWARD,2026-08-23T22:04:36.538737+00:00,LAC,LAC,,PRIMARY,2026-08-23T22:24:59.885727+00:00,LAC,,,,,,,,,,,
