WS_ID,Name,ISIN,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Primary_Universe_Index,Instrument_Type,Universe_Status,Source_ID,Source_AsOf,Mapping_Status_Current,Yahoo_Symbol_Current,Mapping_Baseline_State,Scalable_Tradeability_Status,Identity_Baseline_State,Instrument_Gate_Baseline_State,History_Evidence_State,History_Evidence_AsOf,History_First_Date,History_Last_Completed_Date,History_Unique_Daily_Bars,History_Valid_Completed_Bars,Liquidity_Evidence_State,Liquidity_Evidence_AsOf,MedianTurnover20_EUR,Liquidity_Class_Prior,Prior_Eligibility_State,Eligibility_Baseline_State,Price_Derived_Data_Refresh_Required,Mapping_Refresh_Required,Identity_Instrument_Remediation_Required,Planned_Next_Action,Refresh_Priority,Evidence_Source,Evidence_Confidence,Productive_Eligibility,SWING_U3K_FROZEN_Member
WS:XLON:SHCS.L,SHAFTESBURY CAPITAL,,GB,SHCS.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SHCS.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SJP.L,ST.JAMES'S PLACE CAPITAL,,GB,SJP.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SJP.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SMIN.L,SMITHS GRP,,GB,SMIN.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SMIN.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SN.L,SMITH & NEPHEW,,GB,SN.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SN.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SPX.L,SPIRAX,,GB,SPX.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SPX.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SRP.L,SERCO GRP,,GB,SRP.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SRP.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SSE.L,SCOTTISH & SOUTHERN ENERGY,,GB,SSE.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SSE.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:STAN.L,STANDARD CHARTERED,,GB,STAN.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,STAN.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:SVT.L,SEVERN TRENT,,GB,SVT.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,SVT.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:TBCG.L,TBC BANK GROUP,,GB,TBCG.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,TBCG.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:TCAPI.L,TP ICAP,,GB,TCAPI.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,TCAPI.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:TSCO.L,TESCO,,GB,TSCO.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,TSCO.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:TW.L,TAYLOR WIMPEY,,GB,TW.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,TW.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:ULVR.L,UNILEVER PLC,,GB,ULVR.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ULVR.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:UTG.L,UNITE GROUP PLC,,GB,UTG.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,UTG.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:UU.L,UNITED UTILITIES GRP,,GB,UU.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,UU.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:VOD.L,VODAFONE GRP,,GB,VOD.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,VOD.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:WEIR.L,WEIR GRP,,GB,WEIR.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,WEIR.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:WISEA.L,WISE GROUP A,,GB,WISEa.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,WISEa.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:WPP.L,WPP,,GB,WPP.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,WPP.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:WTB.L,WHITBREAD,,GB,WTB.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,WTB.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XLON:ZEG.L,ZEGONA COMMUNICATIONS,,GB,ZEG.L,London SE,XLON,GBP,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ZEG.L,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ACS.MC,ACS,,ES,ACS.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ACS.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ACX.MC,ACERINOX,,ES,ACX.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ACX.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:AENA.MC,AENA SME,,ES,AENA.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,AENA.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:AMA.MC,AMADEUS IT GROUP,,ES,AMA.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,AMA.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ANA.MC,ACCIONA S.A.,,ES,ANA.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ANA.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:BBVA.MC,BCO BILBAO VIZCAYA ARGENTARIA,,ES,BBVA.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,BBVA.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:BKT.MC,BANKINTER,,ES,BKT.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,BKT.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:CABK.MC,CAIXABANK,,ES,CABK.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,CABK.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:CLNX.MC,CELLNEX TELECOM,,ES,CLNX.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,CLNX.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ELE.MC,ENDESA,,ES,ELE.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ELE.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ENAG.MC,ENAGAS,,ES,ENAG.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ENAG.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:FER.MC,FERROVIAL,,ES,FER.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,FER.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:GRLS.MC,GRIFOLS,,ES,GRLS.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,GRLS.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:IBE.MC,IBERDROLA,,ES,IBE.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,IBE.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:IDR.MC,INDRA SISTEMAS,,ES,IDR.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,IDR.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:ITX.MC,Industria de Diseno Textil SA,,ES,ITX.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,ITX.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
WS:XMAD:MAP.MC,MAPFRE,,ES,MAP.MC,BME Exchange,XMAD,EUR,EU_STOXX600,UNKNOWN,ACTIVE_VERIFIED,SRC_STOXX_SXXP_SLPUBLIC,2026-08-03,UNMAPPED,MAP.MC,MAPPING_PRESENT_NOT_REVALIDATED,NOT_VERIFIED,NOT_VERIFIED,NOT_VERIFIED,HISTORY_NOT_CHECKED,,,,,,LIQUIDITY_NOT_CHECKED,,,,NOT_ELIGIBLE_OR_NOT_RECONCILED,PRIOR_EVIDENCE_REQUIRES_REFRESH,true,false,false,PRICE_HISTORY_AND_LIQUIDITY_REFRESH_REQUIRED,P1,CURRENT_CANONICAL,LOW,false,false
