WS_ID,Name,ISIN,Primary_MIC,Primary_Exchange,Primary_Ticker,Primary_Currency,Primary_Universe_Index,v0_39_Static_Symbol_Relation,v0_39_Diagnostic_Classification,Current_Yahoo_Symbol,Static_Candidate_Yahoo_Symbol,Proposed_Yahoo_Symbol,Provider_Listing_Type,Primary_Listing_Status,Provider_Symbol_Status,Corporate_Action_Status,Evidence_Status,Evidence_Confidence,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Secondary_URL,Evidence_Note,Evidence_AsOf_UTC,Decision,Needs_Price_Verification,Verified_Primary_Ticker,Verified_Share_Class,Research_Status
WS:XETR:DHLN.DE,,,XETR,,DHLn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,DHLn.DE,DHLN.DE,DHL.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/DHL.DE/,,Concrete Yahoo Finance quote page reviewed for DHL Group under DHL.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,DHL,,RESEARCHED
WS:XETR:DTEGN.DE,,,XETR,,DTEGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,DTEGn.DE,DTEGN.DE,DTE.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/DTE.DE/,,Concrete Yahoo Finance quote page reviewed for Deutsche Telekom AG under DTE.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,DTE,,RESEARCHED
WS:XETR:DTGGE.DE,,,XETR,,DTGGe.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,DTGGe.DE,DTGGE.DE,DTG.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/DTG.DE/,,Concrete Yahoo Finance quote page reviewed for Daimler Truck Holding AG under DTG.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,DTG,,RESEARCHED
WS:XETR:ENR1N.DE,,,XETR,,ENR1n.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,ENR1n.DE,ENR1N.DE,ENR.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/ENR.DE/,,Concrete Yahoo Finance quote page reviewed for Siemens Energy AG under ENR.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,ENR,,RESEARCHED
WS:XETR:EONGN.DE,,,XETR,,EONGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,EONGn.DE,EONGN.DE,EOAN.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/EOAN.DE/,,Concrete Yahoo Finance quote page reviewed for E.ON SE under EOAN.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,EOAN,,RESEARCHED
WS:XETR:EVDG.DE,,,XETR,,EVDG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,EVDG.DE,EVDG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:EVKN.DE,,,XETR,,EVKn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,EVKn.DE,EVKN.DE,EVK.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/EVK.DE/,,Concrete Yahoo Finance quote page reviewed for Evonik Industries AG under EVK.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply.,2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,EVK,,RESEARCHED
WS:XETR:FMEG.DE,,,XETR,,FMEG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,FMEG.DE,FMEG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:FNTGN.DE,,,XETR,,FNTGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,FNTGn.DE,FNTGN.DE,FNTN.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/FNTN.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under FNTN.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,FNTN,,RESEARCHED
WS:XETR:FPE3_P.DE,,,XETR,,FPE3_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,FPE3_p.DE,FPE3_P.DE,FRE.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/FRE.DE/,,"Concrete Yahoo Finance quote page reviewed for Fresenius SE & Co. KGaA under FRE.DE. The frozen Xetra RIC-style source ticker was checked against the provider symbol. This record remains MEDIUM because a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check was not captured in this batch; no mapping apply. The source is a preference-share case; Yahoo FRE.DE identity was observed, but exact preference-vs-common share-class equivalence is not asserted.",2026-09-02T22:00:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,FRE,,RESEARCHED
WS:XETR:FRAG.DE,,,XETR,,FRAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,FRAG.DE,FRAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:FREG.DE,,,XETR,,FREG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,FREG.DE,FREG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:FTKN.DE,,,XETR,,FTKn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,FTKn.DE,FTKN.DE,FTK.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/FTK.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under FTK.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,FTK,,RESEARCHED
WS:XETR:G1AG.DE,,,XETR,,G1AG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,G1AG.DE,G1AG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:G24N.DE,,,XETR,,G24n.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,G24n.DE,G24N.DE,G24.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/G24.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under G24.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,G24,,RESEARCHED
WS:XETR:GBFG.DE,,,XETR,,GBFG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,GBFG.DE,GBFG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:HAGG.DE,,,XETR,,HAGG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HAGG.DE,HAGG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:HEIG.DE,,,XETR,,HEIG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HEIG.DE,HEIG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:HNKG_P.DE,,,XETR,,HNKG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,HNKG_p.DE,HNKG_P.DE,HEN3.DE,PRIMARY,VERIFIED,VERIFIED,NONE,VERIFIED_PRIMARY_AND_PROVIDER,HIGH,https://www.henkel.com/investors-and-analysts/shares,https://finance.yahoo.com/quote/HEN3.DE/,https://www.eurex.com/ex-en/markets/equ/equ-opt/options/Henkel-pref.-950200,"Henkel IR explicitly identifies preferred shares, ISIN DE0006048432 and exchange symbol HEN3; Eurex confirms the same Henkel preference-share ISIN. Yahoo HEN3.DE is the concrete provider quote for the same EUR preference share. Frozen HNKG_p.DE is a RIC-style source symbol; no ordinary-share substitution or collision. No mapping apply.",2026-09-02T22:20:00Z,CONFIRMED_PROVIDER_SYMBOL_CANDIDATE,YES,HEN3,preferred shares,RESEARCHED
WS:XETR:HNRGN.DE,,,XETR,,HNRGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,HNRGn.DE,HNRGN.DE,HNR1.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/HNR1.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under HNR1.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,HNR1,,RESEARCHED
WS:XETR:HOTG.DE,,,XETR,,HOTG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,HOTG.DE,HOTG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:IFXGN.DE,,,XETR,,IFXGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,IFXGn.DE,IFXGN.DE,IFX.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/IFX.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under IFX.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,IFX,,RESEARCHED
WS:XETR:LEGN.DE,,,XETR,,LEGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,LEGn.DE,LEGN.DE,LEG.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://uk.finance.yahoo.com/quote/LEG.DE/,,"Yahoo Finance concrete quote page identifies LEG Immobilien SE under provider symbol LEG.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,LEG,,RESEARCHED
WS:XETR:LHAG.DE,,,XETR,,LHAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,LHAG.DE,LHAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:MBGN.DE,,,XETR,,MBGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MBGn.DE,MBGN.DE,MBG.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/MBG.DE/,,"Yahoo Finance concrete quote page identifies Mercedes-Benz Group AG under provider symbol MBG.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,MBG,,RESEARCHED
WS:XETR:MTXGN.DE,,,XETR,,MTXGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MTXGn.DE,MTXGN.DE,MTX.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/MTX.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under MTX.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,MTX,,RESEARCHED
WS:XETR:MUVGN.DE,,,XETR,,MUVGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MUVGn.DE,MUVGN.DE,MUV2.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/MUV2.DE/,,"Yahoo Finance concrete quote page identifies Münchener Rückversicherungs-Gesellschaft under provider symbol MUV2.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,MUV2,,RESEARCHED
WS:XETR:NAFG.DE,,,XETR,,NAFG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NAFG.DE,NAFG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:NDXG.DE,,,XETR,,NDXG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NDXG.DE,NDXG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:NEKG.DE,,,XETR,,NEKG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,NEKG.DE,NEKG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:PSHG_P.DE,,,XETR,,PSHG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,PSHG_p.DE,PSHG_P.DE,PSH2.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/PSH2.DE/,,"Yahoo Finance concrete quote page identifies Porsche Automobil Holding SE preference shares under provider symbol PSH2.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,PSH2,,RESEARCHED
WS:XETR:PUMG.DE,,,XETR,,PUMG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,PUMG.DE,PUMG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RAAG.DE,,,XETR,,RAAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RAAG.DE,RAAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RHMG.DE,,,XETR,,RHMG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RHMG.DE,RHMG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:RWEG.DE,,,XETR,,RWEG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RWEG.DE,RWEG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SAPG.DE,,,XETR,,SAPG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SAPG.DE,SAPG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SATG_P.DE,,,XETR,,SATG_p.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SATG_p.DE,SATG_P.DE,SRT3.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://uk.finance.yahoo.com/quote/SRT3.DE/,,"Yahoo Finance concrete quote page identifies Sartorius AG preference shares under provider symbol SRT3.DE. The frozen Xetra RIC-style source ticker was reviewed; provider identity is plausible, but this batch does not assert HIGH because a concrete Deutsche Börse/official primary instrument page and full ISIN/share-class cross-check were not both captured in the current research record. No mapping apply.",2026-09-02T21:05:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,SRT3,,RESEARCHED
WS:XETR:SDFGN.DE,,,XETR,,SDFGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SDFGn.DE,SDFGN.DE,SDF.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/SDF.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under SDF.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,SDF,,RESEARCHED
WS:XETR:SHLG.DE,,,XETR,,SHLG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SHLG.DE,SHLG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:SIEGN.DE,,,XETR,,SIEGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,SIEGn.DE,SIEGN.DE,SIE.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/SIE.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under SIE.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,SIE,,RESEARCHED
WS:XETR:SY1G.DE,,,XETR,,SY1G.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,SY1G.DE,SY1G.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TEGG.DE,,,XETR,,TEGG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TEGG.DE,TEGG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TKAG.DE,,,XETR,,TKAG.DE,EUR,,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,TKAG.DE,TKAG.DE,,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,NOT_RESEARCHED,UNRESOLVED,,,,Evidence review scaffold; no provider/primary evidence asserted. Manual research required.,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL,NO,,,NOT_STARTED
WS:XETR:TLXGN.DE,,,XETR,,TLXGn.DE,EUR,,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,TLXGn.DE,TLXGN.DE,TLX.DE,PRIMARY,UNVERIFIED,VERIFIED,UNVERIFIED,PROVIDER_EVIDENCE_REVIEWED,MEDIUM,,https://finance.yahoo.com/quote/TLX.DE/,,Concrete Yahoo Finance quote page reviewed for the issuer under TLX.DE. The frozen Xetra RIC-style ticker was checked against the provider symbol. This record remains MEDIUM because the current batch did not capture a complete concrete Deutsche Börse/official primary instrument page plus full ISIN/share-class cross-check for HIGH. No mapping apply.,2026-09-02T21:45:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED,YES,TLX,,RESEARCHED
