Security_Key,Source_WS_ID,Name,ISIN,Primary_MIC,Primary_Ticker,Instrument_Type,Source_ID,Evidence_Cohort,Acquisition_Status,History_State,History_Observation_Count,History_Valid_Observation_Count,History_Evidence,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Scalable_Plausibility,Eligibility_DryRun,Eligibility_Reason,Prior_Strict_759,Proposed_Strict,Universe_Write
WSSEC:WS:XCSE:MAERSKB.CO,WS:XCSE:MAERSKB.CO,A.P.MOLLER-MAERSK B,,XCSE,MAERSKb.CO,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,498,498,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,42677963.1,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XCSE:NKT.CO,WS:XCSE:NKT.CO,NKT,,XCSE,NKT.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,17314812.080807984,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:NOVOB.CO,WS:XCSE:NOVOB.CO,NOVO NORDISK B,,XCSE,NOVOb.CO,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,498,498,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,158003835.08,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XCSE:NSISB.CO,WS:XCSE:NSISB.CO,NOVONESIS,,XCSE,NSISb.CO,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,498,498,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,26887196.26,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XCSE:ORSTED.CO,WS:XCSE:ORSTED.CO,ORSTED,,XCSE,ORSTED.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,19446892.598012105,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:PNDORA.CO,WS:XCSE:PNDORA.CO,PANDORA,,XCSE,PNDORA.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,30572896.890994303,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:RBREW.CO,WS:XCSE:RBREW.CO,ROYAL UNIBREW,,XCSE,RBREW.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,6670257.811528747,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:RILBA.CO,WS:XCSE:RILBA.CO,RINGKJOBING LANDBOBANK,,XCSE,RILBA.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,5049649.981727734,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:ROCKB.CO,WS:XCSE:ROCKB.CO,ROCKWOOL B,,XCSE,ROCKb.CO,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,498,498,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,15437842.03,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XCSE:TRYG.CO,WS:XCSE:TRYG.CO,TRYG,,XCSE,TRYG.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,9860599.329757173,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:VWS.CO,WS:XCSE:VWS.CO,VESTAS WIND SYSTEMS,,XCSE,VWS.CO,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,496,495,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,52091572.9185354,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XCSE:ZELA.CO,WS:XCSE:ZELA.CO,ZEALAND PHARMA,,XCSE,ZELA.CO,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,498,498,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,16186801.63,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XDUB:AIBG.I,WS:XDUB:AIBG.I,AIB GROUP,,XDUB,AIBG.I,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,509,509,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,39884657.28,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XDUB:BIRG.I,WS:XDUB:BIRG.I,BANK OF IRELAND GROUP,,XDUB,BIRG.I,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,507,506,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,34528243.42284775,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XDUB:GL9.I,WS:XDUB:GL9.I,GLANBIA,,XDUB,GL9.I,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,507,506,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,6640873.581474304,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XDUB:KSP.I,WS:XDUB:KSP.I,KINGSPAN GRP,,XDUB,KSP.I,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,509,509,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,37083468.11,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XDUB:KYGA.I,WS:XDUB:KYGA.I,KERRY GRP,,XDUB,KYGa.I,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,509,509,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,20862292.53,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XDUB:RYA.I,WS:XDUB:RYA.I,RYANAIR,,XDUB,RYA.I,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,507,506,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,32457742.76421261,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XETR:ADSGN.DE,WS:XETR:ADSGN.DE,ADIDAS,,XETR,ADSGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,81109522.16,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:AG1G.DE,WS:XETR:AG1G.DE,AUTO1 GROUP,,XETR,AG1G.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,7072837.36,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:AIXGN.DE,WS:XETR:AIXGN.DE,AIXTRON,,XETR,AIXGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,20700331.46,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:ALVG.DE,WS:XETR:ALVG.DE,ALLIANZ,,XETR,ALVG.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,189346303,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:AMV0N.DE,WS:XETR:AMV0N.DE,AUMOVIO,,XETR,AMV0n.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,244,244,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_UNAVAILABLE,,0,,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:BASFN.DE,WS:XETR:BASFN.DE,BASF,,XETR,BASFn.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,77887698.04,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:BAYGN.DE,WS:XETR:BAYGN.DE,BAYER,,XETR,BAYGn.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,80255111.05,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:BC8G.DE,WS:XETR:BC8G.DE,BECHTLE,,XETR,BC8G.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,5235685.3,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:BEIG.DE,WS:XETR:BEIG.DE,BEIERSDORF,,XETR,BEIG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,22103146.19,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:BMWG.DE,WS:XETR:BMWG.DE,BMW,,XETR,BMWG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,68856290.02,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:BNRGN.DE,WS:XETR:BNRGN.DE,BRENNTAG,,XETR,BNRGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,14000564.8,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:CBKG.DE,WS:XETR:CBKG.DE,COMMERZBANK,,XETR,CBKG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,66109812.64,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:CONG.DE,WS:XETR:CONG.DE,CONTINENTAL,,XETR,CONG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,19653303.04,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:DB1GN.DE,WS:XETR:DB1GN.DE,DEUTSCHE BOERSE,,XETR,DB1Gn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,78485837.11,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:DBKGN.DE,WS:XETR:DBKGN.DE,DEUTSCHE BANK,,XETR,DBKGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,125510128.21,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:DHER.DE,WS:XETR:DHER.DE,DELIVERY HERO,,XETR,DHER.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,505,504,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,12471225.766414642,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XETR:DHLN.DE,WS:XETR:DHLN.DE,DEUTSCHE POST,,XETR,DHLn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,71780171.39,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:DTEGN.DE,WS:XETR:DTEGN.DE,DEUTSCHE TELEKOM,,XETR,DTEGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,122613241.16,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:DTGGE.DE,WS:XETR:DTGGE.DE,DAIMLER TRUCK,,XETR,DTGGe.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,45964037.51,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:ENR1N.DE,WS:XETR:ENR1N.DE,SIEMENS ENERGY,,XETR,ENR1n.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,240523061.51,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:EONGN.DE,WS:XETR:EONGN.DE,E.ON,,XETR,EONGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,68237289.07,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:EVDG.DE,WS:XETR:EVDG.DE,CTS EVENTIM,,XETR,EVDG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,13950730.23,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:EVKN.DE,WS:XETR:EVKN.DE,EVONIK INDUSTRIES,,XETR,EVKn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,18890244.32,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:FMEG.DE,WS:XETR:FMEG.DE,FRESENIUS MEDICAL CARE,,XETR,FMEG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,28713238.14,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:FNTGN.DE,WS:XETR:FNTGN.DE,FREENET,,XETR,FNTGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,6421931.37,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:FPE3_P.DE,WS:XETR:FPE3_P.DE,FUCHS PREF,,XETR,FPE3_p.DE,PREFERRED_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_VERY_THIN,FAIL_LT_5M,20,2702932.39,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:FRAG.DE,WS:XETR:FRAG.DE,FRAPORT,,XETR,FRAG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,8027889.58,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:FREG.DE,WS:XETR:FREG.DE,FRESENIUS,,XETR,FREG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,19,34631428.17,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:FTKN.DE,WS:XETR:FTKN.DE,FLATEXDEGIRO N,,XETR,FTKn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,8006796.61,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:G1AG.DE,WS:XETR:G1AG.DE,GEA GRP,,XETR,G1AG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,20041283.93,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:G24N.DE,WS:XETR:G24N.DE,SCOUT24,,XETR,G24n.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,27350344.08,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:GBFG.DE,WS:XETR:GBFG.DE,BILFINGER,,XETR,GBFG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,8755976.87,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:HAGG.DE,WS:XETR:HAGG.DE,HENSOLDT,,XETR,HAGG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,18132936.21,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:HEIG.DE,WS:XETR:HEIG.DE,HEIDELBERG MATERIALS,,XETR,HEIG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,53027146.97,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:HNKG_P.DE,WS:XETR:HNKG_P.DE,HENKEL PREF,,XETR,HNKG_p.DE,PREFERRED_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,23330579.82,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,NO,NO,NO
WSSEC:WS:XETR:HNRGN.DE,WS:XETR:HNRGN.DE,HANNOVER RUECK,,XETR,HNRGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,28437465.71,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:HOTG.DE,WS:XETR:HOTG.DE,HOCHTIEF,,XETR,HOTG.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,STANDARD,20,17782335.12,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:IFXGN.DE,WS:XETR:IFXGN.DE,INFINEON TECHNOLOGIES,,XETR,IFXGn.DE,ORDINARY_SHARE,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_CONFLICT,507,507,output_history_download_applied_239_v0_47/history_qa_239_v0.47.csv,LIQUIDITY_OK,PREFERRED,20,185598625.16,NOT_VERIFIED,HISTORY_CONFLICT,HISTORY_EVIDENCE_CONFLICT,YES,NO,NO
WSSEC:WS:XETR:KBX.DE,WS:XETR:KBX.DE,KNORR BREMSE,,XETR,KBX.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,505,504,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,13191928.353500366,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
WSSEC:WS:XETR:KGX.DE,WS:XETR:KGX.DE,KION GROUP,,XETR,KGX.DE,UNKNOWN,SRC_STOXX_SXXP_SLPUBLIC,BASE_1633,,HISTORY_OK,505,504,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,11486372.039945602,NOT_VERIFIED,INSTRUMENT_REVIEW,INSTRUMENT_NOT_STANDARD_ELIGIBLE,NO,NO,NO
