WS_ID,Name,Country,Primary_Universe_Index,Primary_Ticker,Primary_MIC,ISIN,Universe_Status,Yahoo_Symbol_Before,Yahoo_Symbol_After,Yahoo_Mapping_Status,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Prior_Run_Status,Prior_Reason_Code,Search_Attempted,Search_Query,Search_Result_Name,Search_Result_Exchange,Search_Score,Search_Margin,Search_Reason,Identity_Issues,Needs_Review
WS:XLON:AUTOA.L,AUTOTRADER GROUP,GB,EU_STOXX600,AUTOA.L,XLON,,ACTIVE_VERIFIED,,AUTO.L,SEARCH_HIGH_CONFIDENCE,0.9,AUTO,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,AUTOTRADER GROUP,Autotrader Group plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:AV.L,AVIVA,GB,EU_STOXX600,AV.L,XLON,,ACTIVE_VERIFIED,,AV.L,DERIVED_RULE_NORMALIZED,0.93,AV,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:AZN.L,ASTRAZENECA,GB,EU_STOXX600,AZN.L,XLON,,ACTIVE_VERIFIED,,AZN.L,DERIVED_RULE_NORMALIZED,0.93,AZN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BAB.L,BABCOCK INTERNATIONAL,GB,EU_STOXX600,BAB.L,XLON,,ACTIVE_VERIFIED,,BAB.L,DERIVED_RULE_NORMALIZED,0.93,BAB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BAES.L,BAE SYSTEMS,GB,EU_STOXX600,BAES.L,XLON,,ACTIVE_VERIFIED,,BA.L,PROJECT_OVERRIDE,1.0,BA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BALF.L,BALFOUR BEATTY,GB,EU_STOXX600,BALF.L,XLON,,ACTIVE_VERIFIED,,BBY.L,SEARCH_HIGH_CONFIDENCE,0.9,BBY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BALFOUR BEATTY,Balfour Beatty plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:BARC.L,BARCLAYS,GB,EU_STOXX600,BARC.L,XLON,,ACTIVE_VERIFIED,,BARC.L,DERIVED_RULE_NORMALIZED,0.93,BARC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BATS.L,BRITISH AMERICAN TOBACCO,GB,EU_STOXX600,BATS.L,XLON,,ACTIVE_VERIFIED,,BATS.L,DERIVED_RULE_NORMALIZED,0.93,BATS,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BBOXT.L,TRITAX BIG BOX REIT,GB,EU_STOXX600,BBOXT.L,XLON,,ACTIVE_VERIFIED,,BBOX.L,SEARCH_HIGH_CONFIDENCE,0.825676,BBOX,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,TRITAX BIG BOX REIT,Tritax Big Box Ord,LSE,0.825676,0.175676,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:BEZG.L,BEAZLEY,GB,EU_STOXX600,BEZG.L,XLON,,ACTIVE_VERIFIED,,BEZ.L,SEARCH_HIGH_CONFIDENCE,0.9,BEZ,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BEAZLEY,Beazley plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:BGEO.L,LION FINANCE GROUP,GB,EU_STOXX600,BGEO.L,XLON,,ACTIVE_VERIFIED,,BGEO.L,DERIVED_RULE_NORMALIZED,0.93,BGEO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BKGH.L,BERKELEY GRP HLDG,GB,EU_STOXX600,BKGH.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BERKELEY GRP HLDG,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:BLND.L,BRITISH LAND COMPANY,GB,EU_STOXX600,BLND.L,XLON,,ACTIVE_VERIFIED,,BLND.L,DERIVED_RULE_NORMALIZED,0.93,BLND,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BNZL.L,BUNZL,GB,EU_STOXX600,BNZL.L,XLON,,ACTIVE_VERIFIED,,BNZL.L,DERIVED_RULE_NORMALIZED,0.93,BNZL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BP.L,BP,GB,EU_STOXX600,BP.L,XLON,,ACTIVE_VERIFIED,,BP.L,DERIVED_RULE_NORMALIZED,0.93,BP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BPTB.L,BRIDGEPOINT GROUP,GB,EU_STOXX600,BPTB.L,XLON,,ACTIVE_VERIFIED,,BPT.L,SEARCH_HIGH_CONFIDENCE,0.9,BPT,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BRIDGEPOINT GROUP,Bridgepoint Group plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:BRBY.L,BURBERRY,GB,EU_STOXX600,BRBY.L,XLON,,ACTIVE_VERIFIED,,BRBY.L,DERIVED_RULE_NORMALIZED,0.93,BRBY,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BT.L,BT GRP,GB,EU_STOXX600,BT.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,BT GRP,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:BTRW.L,BARRATT REDROW,GB,EU_STOXX600,BTRW.L,XLON,,ACTIVE_VERIFIED,,BTRW.L,DERIVED_RULE_NORMALIZED,0.93,BTRW,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:BWY.L,BELLWAY,GB,EU_STOXX600,BWY.L,XLON,,ACTIVE_VERIFIED,,BWY.L,DERIVED_RULE_NORMALIZED,0.93,BWY,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CCC.L,COMPUTACENTER,GB,EU_STOXX600,CCC.L,XLON,,ACTIVE_VERIFIED,,CCC.L,DERIVED_RULE_NORMALIZED,0.93,CCC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CCH.L,COCA-COLA HBC,GB,EU_STOXX600,CCH.L,XLON,,ACTIVE_VERIFIED,,CCH.L,DERIVED_RULE_NORMALIZED,0.93,CCH,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CNA.L,CENTRICA,GB,EU_STOXX600,CNA.L,XLON,,ACTIVE_VERIFIED,,CNA.L,DERIVED_RULE_NORMALIZED,0.93,CNA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CPG.L,COMPASS GRP,GB,EU_STOXX600,CPG.L,XLON,,ACTIVE_VERIFIED,,CPG.L,DERIVED_RULE_NORMALIZED,0.93,CPG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CRDA.L,CRODA INTERNATIONAL,GB,EU_STOXX600,CRDA.L,XLON,,ACTIVE_VERIFIED,,CRDA.L,DERIVED_RULE_NORMALIZED,0.93,CRDA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CTEC.L,CONVATEC PLC,GB,EU_STOXX600,CTEC.L,XLON,,ACTIVE_VERIFIED,,CTEC.L,DERIVED_RULE_NORMALIZED,0.93,CTEC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:CWK.L,CRANSWICK,GB,EU_STOXX600,CWK.L,XLON,,ACTIVE_VERIFIED,,CWK.L,DERIVED_RULE_NORMALIZED,0.93,CWK,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:DCC.L,DCC ENERGY,GB,EU_STOXX600,DCC.L,XLON,,ACTIVE_VERIFIED,,DCC.L,DERIVED_RULE_NORMALIZED,0.93,DCC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:DGE.L,DIAGEO,GB,EU_STOXX600,DGE.L,XLON,,ACTIVE_VERIFIED,,DGE.L,DERIVED_RULE_NORMALIZED,0.93,DGE,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:DLN.L,DERWENT LONDON,GB,EU_STOXX600,DLN.L,XLON,,ACTIVE_VERIFIED,,DLN.L,DERIVED_RULE_NORMALIZED,0.93,DLN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:DPLM.L,DIPLOMA,GB,EU_STOXX600,DPLM.L,XLON,,ACTIVE_VERIFIED,,DPLM.L,DERIVED_RULE_NORMALIZED,0.93,DPLM,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:DRX.L,DRAX GRP,GB,EU_STOXX600,DRX.L,XLON,,ACTIVE_VERIFIED,,DRX.L,DERIVED_RULE_NORMALIZED,0.93,DRX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:EMG.L,MAN GRP,GB,EU_STOXX600,EMG.L,XLON,,ACTIVE_VERIFIED,,EMG.L,DERIVED_RULE_NORMALIZED,0.93,EMG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:ENT.L,ENTAIN,GB,EU_STOXX600,ENT.L,XLON,,ACTIVE_VERIFIED,,ENT.L,DERIVED_RULE_NORMALIZED,0.93,ENT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:EXPN.L,EXPERIAN,GB,EU_STOXX600,EXPN.L,XLON,,ACTIVE_VERIFIED,,EXPN.L,DERIVED_RULE_NORMALIZED,0.93,EXPN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:FRES.L,FRESNILLO,GB,EU_STOXX600,FRES.L,XLON,,ACTIVE_VERIFIED,,FRES.L,DERIVED_RULE_NORMALIZED,0.93,FRES,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:GAW.L,GAMES WORKSHOP,GB,EU_STOXX600,GAW.L,XLON,,ACTIVE_VERIFIED,,GAW.L,DERIVED_RULE_NORMALIZED,0.93,GAW,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:GLEN.L,GLENCORE PLC,GB,EU_STOXX600,GLEN.L,XLON,,ACTIVE_VERIFIED,,GLEN.L,DERIVED_RULE_NORMALIZED,0.93,GLEN,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:GSK.L,GSK,GB,EU_STOXX600,GSK.L,XLON,,ACTIVE_VERIFIED,,GSK.L,DERIVED_RULE_NORMALIZED,0.93,GSK,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:HIK.L,HIKMA PHARMACEUTICALS,GB,EU_STOXX600,HIK.L,XLON,,ACTIVE_VERIFIED,,HIK.L,DERIVED_RULE_NORMALIZED,0.93,HIK,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:HLMA.L,HALMA,GB,EU_STOXX600,HLMA.L,XLON,,ACTIVE_VERIFIED,,HLMA.L,DERIVED_RULE_NORMALIZED,0.93,HLMA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:HLN.L,HALEON,GB,EU_STOXX600,HLN.L,XLON,,ACTIVE_VERIFIED,,HLN.L,DERIVED_RULE_NORMALIZED,0.93,HLN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:HOCM.L,HOCHSCHILD MINING,GB,EU_STOXX600,HOCM.L,XLON,,ACTIVE_VERIFIED,,HOC.L,SEARCH_HIGH_CONFIDENCE,0.9,HOC,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,HOCHSCHILD MINING,Hochschild Mining plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:HSBA.L,HSBC,GB,EU_STOXX600,HSBA.L,XLON,,ACTIVE_VERIFIED,,HSBA.L,DERIVED_RULE_NORMALIZED,0.93,HSBA,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:HSX.L,HISCOX,GB,EU_STOXX600,HSX.L,XLON,,ACTIVE_VERIFIED,,HSX.L,DERIVED_RULE_NORMALIZED,0.93,HSX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:HWDN.L,HOWDEN JOINERY GRP,GB,EU_STOXX600,HWDN.L,XLON,,ACTIVE_VERIFIED,,HWDN.L,DERIVED_RULE_NORMALIZED,0.93,HWDN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:ICAG.L,IAG,GB,EU_STOXX600,ICAG.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.43,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,IAG,IAMGOLD Corporation,NYQ,0.43,0.027619,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XLON:ICGIN.L,ICG,GB,EU_STOXX600,ICGIN.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_AMBIGUOUS,0.65,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ICG,ICG plc,PNK,0.65,0.1625,SEARCH_AMBIGUOUS,ISIN_NOT_VERIFIED,True
WS:XLON:IGG.L,IG GRP HLDG,GB,EU_STOXX600,IGG.L,XLON,,ACTIVE_VERIFIED,,IGG.L,DERIVED_RULE_NORMALIZED,0.93,IGG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:IHG.L,INTERCONTINENTAL HOTELS GRP,GB,EU_STOXX600,IHG.L,XLON,,ACTIVE_VERIFIED,,IHG.L,DERIVED_RULE_NORMALIZED,0.93,IHG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:III.L,3I GROUP PLC.,GB,EU_STOXX600,III.L,XLON,,ACTIVE_VERIFIED,,III.L,DERIVED_RULE_NORMALIZED,0.93,III,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:IMB.L,IMPERIAL BRANDS,GB,EU_STOXX600,IMB.L,XLON,,ACTIVE_VERIFIED,,IMB.L,DERIVED_RULE_NORMALIZED,0.93,IMB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:IMI.L,IMI,GB,EU_STOXX600,IMI.L,XLON,,ACTIVE_VERIFIED,,IMI.L,DERIVED_RULE_NORMALIZED,0.93,IMI,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:INCH.L,INCHCAPE,GB,EU_STOXX600,INCH.L,XLON,,ACTIVE_VERIFIED,,INCH.L,DERIVED_RULE_NORMALIZED,0.93,INCH,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:INF.L,INFORMA,GB,EU_STOXX600,INF.L,XLON,,ACTIVE_VERIFIED,,INF.L,DERIVED_RULE_NORMALIZED,0.93,INF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:INVP.L,INVESTEC,GB,EU_STOXX600,INVP.L,XLON,,ACTIVE_VERIFIED,,INVP.L,DERIVED_RULE_NORMALIZED,0.93,INVP,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:ITRK.L,INTERTEK GRP,GB,EU_STOXX600,ITRK.L,XLON,,ACTIVE_VERIFIED,,ITRK.L,DERIVED_RULE_NORMALIZED,0.93,ITRK,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:ITV.L,ITV,GB,EU_STOXX600,ITV.L,XLON,,ACTIVE_VERIFIED,,ITV.L,DERIVED_RULE_NORMALIZED,0.93,ITV,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:JD.L,JD SPORTS FASHION,GB,EU_STOXX600,JD.L,XLON,,ACTIVE_VERIFIED,,JD.L,DERIVED_RULE_NORMALIZED,0.93,JD,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:JMAT.L,JOHNSON MATTHEY,GB,EU_STOXX600,JMAT.L,XLON,,ACTIVE_VERIFIED,,JMAT.L,DERIVED_RULE_NORMALIZED,0.93,JMAT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:KGF.L,KINGFISHER,GB,EU_STOXX600,KGF.L,XLON,,ACTIVE_VERIFIED,,KGF.L,DERIVED_RULE_NORMALIZED,0.93,KGF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:LAND.L,LAND SECURITIES,GB,EU_STOXX600,LAND.L,XLON,,ACTIVE_VERIFIED,,LAND.L,DERIVED_RULE_NORMALIZED,0.93,LAND,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:LGEN.L,LEGAL & GENERAL GRP,GB,EU_STOXX600,LGEN.L,XLON,,ACTIVE_VERIFIED,,LGEN.L,DERIVED_RULE_NORMALIZED,0.93,LGEN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:LLOY.L,LLOYDS BANKING GRP,GB,EU_STOXX600,LLOY.L,XLON,,ACTIVE_VERIFIED,,LLOY.L,DERIVED_RULE_NORMALIZED,0.93,LLOY,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:LMPL.L,LONDONMETRIC PROPERTY PLC,GB,EU_STOXX600,LMPL.L,XLON,,ACTIVE_VERIFIED,,LMP.L,PROJECT_OVERRIDE,1.0,LMP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:LSEG.L,LONDON STOCK EXCHANGE,GB,EU_STOXX600,LSEG.L,XLON,,ACTIVE_VERIFIED,,LSEG.L,DERIVED_RULE_NORMALIZED,0.93,LSEG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:MKS.L,MARKS & SPENCER GRP,GB,EU_STOXX600,MKS.L,XLON,,ACTIVE_VERIFIED,,MKS.L,DERIVED_RULE_NORMALIZED,0.93,MKS,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:MNDI.L,MONDI,GB,EU_STOXX600,MNDI.L,XLON,,ACTIVE_VERIFIED,,MNDI.L,DERIVED_RULE_NORMALIZED,0.93,MNDI,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:MNG.L,M&G,GB,EU_STOXX600,MNG.L,XLON,,ACTIVE_VERIFIED,,MNG.L,DERIVED_RULE_NORMALIZED,0.93,MNG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:MRON.L,MELROSE INDUSTRIES,GB,EU_STOXX600,MRON.L,XLON,,ACTIVE_VERIFIED,,MRO.L,SEARCH_HIGH_CONFIDENCE,0.9,MRO,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,MELROSE INDUSTRIES,Melrose Industries PLC,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:MTO.L,MITIE GROUP,GB,EU_STOXX600,MTO.L,XLON,,ACTIVE_VERIFIED,,MTO.L,DERIVED_RULE_NORMALIZED,0.93,MTO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:NG.L,NATIONAL GRID,GB,EU_STOXX600,NG.L,XLON,,ACTIVE_VERIFIED,,NG.L,DERIVED_RULE_NORMALIZED,0.93,NG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:NWG.L,NATWEST GROUP,GB,EU_STOXX600,NWG.L,XLON,,ACTIVE_VERIFIED,,NWG.L,DERIVED_RULE_NORMALIZED,0.93,NWG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:NXT.L,NEXT,GB,EU_STOXX600,NXT.L,XLON,,ACTIVE_VERIFIED,,NXT.L,DERIVED_RULE_NORMALIZED,0.93,NXT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:PAFR.L,PAN AFRICAN RESOURCES,GB,EU_STOXX600,PAFR.L,XLON,,ACTIVE_VERIFIED,,PAF.L,SEARCH_HIGH_CONFIDENCE,0.9,PAF,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,PAN AFRICAN RESOURCES,Pan African Resources PLC,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:PHP.L,PRIMARY HEALTH PROPS.,GB,EU_STOXX600,PHP.L,XLON,,ACTIVE_VERIFIED,,PHP.L,DERIVED_RULE_NORMALIZED,0.93,PHP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:PLUSP.L,PLUS500,GB,EU_STOXX600,PLUSP.L,XLON,,ACTIVE_VERIFIED,,PLUS.L,SEARCH_HIGH_CONFIDENCE,0.9,PLUS,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,PLUS500,Plus500 Ltd.,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:PNN.L,PENNON GRP,GB,EU_STOXX600,PNN.L,XLON,,ACTIVE_VERIFIED,,PNN.L,DERIVED_RULE_NORMALIZED,0.93,PNN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:PRU.L,PRUDENTIAL,GB,EU_STOXX600,PRU.L,XLON,,ACTIVE_VERIFIED,,PRU.L,DERIVED_RULE_NORMALIZED,0.93,PRU,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:PSN.L,PERSIMMON,GB,EU_STOXX600,PSN.L,XLON,,ACTIVE_VERIFIED,,PSN.L,DERIVED_RULE_NORMALIZED,0.93,PSN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:PSON.L,PEARSON,GB,EU_STOXX600,PSON.L,XLON,,ACTIVE_VERIFIED,,PSON.L,DERIVED_RULE_NORMALIZED,0.93,PSON,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:QLT.L,QUILTER,GB,EU_STOXX600,QLT.L,XLON,,ACTIVE_VERIFIED,,QLT.L,DERIVED_RULE_NORMALIZED,0.93,QLT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:QQ.L,QINETIQ GRP,GB,EU_STOXX600,QQ.L,XLON,,ACTIVE_VERIFIED,,QQ.L,DERIVED_RULE_NORMALIZED,0.93,QQ,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:REL.L,RELX PLC,GB,EU_STOXX600,REL.L,XLON,,ACTIVE_VERIFIED,,REL.L,DERIVED_RULE_NORMALIZED,0.93,REL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:RIO.L,RIO TINTO,GB,EU_STOXX600,RIO.L,XLON,,ACTIVE_VERIFIED,,RIO.L,DERIVED_RULE_NORMALIZED,0.93,RIO,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XLON:RKT.L,RECKITT BENCKISER GRP,GB,EU_STOXX600,RKT.L,XLON,,ACTIVE_VERIFIED,,RKT.L,DERIVED_RULE_NORMALIZED,0.93,RKT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:RMV.L,RIGHTMOVE GRP,GB,EU_STOXX600,RMV.L,XLON,,ACTIVE_VERIFIED,,RMV.L,DERIVED_RULE_NORMALIZED,0.93,RMV,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:ROR.L,ROTORK,GB,EU_STOXX600,ROR.L,XLON,,ACTIVE_VERIFIED,,ROR.L,DERIVED_RULE_NORMALIZED,0.93,ROR,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:RR.L,ROLLS ROYCE HLDG,GB,EU_STOXX600,RR.L,XLON,,ACTIVE_VERIFIED,,RR.L,DERIVED_RULE_NORMALIZED,0.93,RR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:RS1R.L,RS Group,GB,EU_STOXX600,RS1R.L,XLON,,ACTIVE_VERIFIED,,RS1.L,SEARCH_HIGH_CONFIDENCE,0.9,RS1,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,RS Group,RS Group plc,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:RTO.L,RENTOKIL INITIAL,GB,EU_STOXX600,RTO.L,XLON,,ACTIVE_VERIFIED,,RTO.L,DERIVED_RULE_NORMALIZED,0.93,RTO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SBRY.L,SAINSBURY (J),GB,EU_STOXX600,SBRY.L,XLON,,ACTIVE_VERIFIED,,SBRY.L,DERIVED_RULE_NORMALIZED,0.93,SBRY,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SDLF.L,STANDARD LIFE,GB,EU_STOXX600,SDLF.L,XLON,,ACTIVE_VERIFIED,,SDLF.L,DERIVED_RULE_NORMALIZED,0.93,SDLF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SDR.L,SCHRODERS,GB,EU_STOXX600,SDR.L,XLON,,ACTIVE_VERIFIED,,SDR.L,DERIVED_RULE_NORMALIZED,0.93,SDR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SGE.L,SAGE GRP,GB,EU_STOXX600,SGE.L,XLON,,ACTIVE_VERIFIED,,SGE.L,DERIVED_RULE_NORMALIZED,0.93,SGE,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SGRO.L,SEGRO,GB,EU_STOXX600,SGRO.L,XLON,,ACTIVE_VERIFIED,,SGRO.L,DERIVED_RULE_NORMALIZED,0.93,SGRO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SHCS.L,SHAFTESBURY CAPITAL,GB,EU_STOXX600,SHCS.L,XLON,,ACTIVE_VERIFIED,,SHC.L,SEARCH_HIGH_CONFIDENCE,0.9,SHC,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,SHAFTESBURY CAPITAL,Shaftesbury Capital PLC,LSE,0.9,0.25,SEARCH_HIGH_CONFIDENCE,ISIN_NOT_VERIFIED,False
WS:XLON:SJP.L,ST.JAMES'S PLACE CAPITAL,GB,EU_STOXX600,SJP.L,XLON,,ACTIVE_VERIFIED,,,SEARCH_NO_QUOTES,0.0,,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,True,ST.JAMES'S PLACE CAPITAL,,,,,SEARCH_NO_QUOTES,ISIN_NOT_VERIFIED,True
WS:XLON:SMIN.L,SMITHS GRP,GB,EU_STOXX600,SMIN.L,XLON,,ACTIVE_VERIFIED,,SMIN.L,DERIVED_RULE_NORMALIZED,0.93,SMIN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SN.L,SMITH & NEPHEW,GB,EU_STOXX600,SN.L,XLON,,ACTIVE_VERIFIED,,SN.L,DERIVED_RULE_NORMALIZED,0.93,SN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SPX.L,SPIRAX,GB,EU_STOXX600,SPX.L,XLON,,ACTIVE_VERIFIED,,SPX.L,DERIVED_RULE_NORMALIZED,0.93,SPX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SRP.L,SERCO GRP,GB,EU_STOXX600,SRP.L,XLON,,ACTIVE_VERIFIED,,SRP.L,DERIVED_RULE_NORMALIZED,0.93,SRP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XLON:SSE.L,SCOTTISH & SOUTHERN ENERGY,GB,EU_STOXX600,SSE.L,XLON,,ACTIVE_VERIFIED,,SSE.L,DERIVED_RULE_NORMALIZED,0.93,SSE,,,False,,,,,,,ISIN_NOT_VERIFIED,False
