WS_ID,Yahoo_Symbol,ISIN,Primary_MIC,Issuer,Admission_Status,History_State,Liquidity_Class,MedianTurnover20_EUR,Eligibility_DryRun,Universe_Write
US1:US43300A2033:XNYS,HLT,US43300A2033,XNYS,Hilton Worldwide,ADMIT,PASS,PREFERRED,487012582.63,ELIGIBLE,NO
US1:US4370761029:XNYS,HD,US4370761029,XNYS,The Home Depot,ADMIT,PASS,PREFERRED,957010932.91,ELIGIBLE,NO
US1:US43849R1059:XNAS,HONA,US43849R1059,XNAS,Q5893992,ADMIT,HISTORY_FAIL,PREFERRED,495369867.8,HISTORY_FAILURE,NO
US1:US4385161066:XNYS,HON,US4385161066,XNYS,Honeywell,ADMIT,PASS,PREFERRED,493291996.37,ELIGIBLE,NO
US1:US4404521001:XNYS,HRL,US4404521001,XNYS,Hormel,ADMIT,PASS,PREFERRED,86465980.26,ELIGIBLE,NO
US1:US4435106079:XNYS,HUBB,US4435106079,XNYS,Hubbell Incorporated,ADMIT,PASS,PREFERRED,176903418.44,ELIGIBLE,NO
US1:US4448591028:XNYS,HUM,US4448591028,XNYS,Humana,ADMIT,PASS,PREFERRED,311536167.48,ELIGIBLE,NO
US1:US4464131063:XNYS,HII,US4464131063,XNYS,Huntington Ingalls Industries,ADMIT,PASS,PREFERRED,103626047.32,ELIGIBLE,NO
US1:US4592001014:XNYS,IBM,US4592001014,XNYS,IBM,ADMIT,PASS,PREFERRED,926335032.52,ELIGIBLE,NO
US1:US45167R1041:XNYS,IEX,US45167R1041,XNYS,IDEX Corporation,ADMIT,PASS,PREFERRED,101187441.05,ELIGIBLE,NO
US1:US45168D1046:XNAS,IDXX,US45168D1046,XNAS,"IDEXX Laboratories, Inc.",ADMIT,PASS,PREFERRED,241495372.01,ELIGIBLE,NO
US1:US4523081093:XNYS,ITW,US4523081093,XNYS,Illinois Tool Works,ADMIT,PASS,PREFERRED,224672379.96,ELIGIBLE,NO
US1:US45337C1027:XNAS,INCY,US45337C1027,XNAS,Incyte,ADMIT,PASS,PREFERRED,127626691.85,ELIGIBLE,NO
US1:US4581401001:XNAS,INTC,US4581401001,XNAS,Intel,ADMIT,PASS,PREFERRED,7581187159.14,ELIGIBLE,NO
US1:US45841N1072:XNAS,IBKR,US45841N1072,XNAS,Interactive Brokers LLC - ATS,ADMIT,PASS,PREFERRED,284456131.58,ELIGIBLE,NO
US1:US45866F1049:XNYS,ICE,US45866F1049,XNYS,Intercontinental Exchange,ADMIT,PASS,PREFERRED,433108940.3,ELIGIBLE,NO
US1:US4595061015:XNYS,IFF,US4595061015,XNYS,International Flavors & Fragrances,ADMIT,PASS,PREFERRED,105676801.39,ELIGIBLE,NO
US1:US4601461035:XNYS,IP,US4601461035,XNYS,International Paper,ADMIT,PASS,PREFERRED,124603679.99,ELIGIBLE,NO
US1:US4612021034:XNAS,INTU,US4612021034,XNAS,Intuit,ADMIT,PASS,PREFERRED,1021769429.17,ELIGIBLE,NO
US1:US46120E6023:XNAS,ISRG,US46120E6023,XNAS,Intuitive Surgical,ADMIT,PASS,PREFERRED,657580382.34,ELIGIBLE,NO
US1:US46266C1053:XNYS,IQV,US46266C1053,XNYS,"IQVIA Holdings, Inc.",ADMIT,PASS,PREFERRED,268063451.55,ELIGIBLE,NO
US1:US4456581077:XNAS,JBHT,US4456581077,XNAS,J. B. Hunt,ADMIT,PASS,PREFERRED,178125119.48,ELIGIBLE,NO
US1:US4663131039:XNYS,JBL,US4663131039,XNYS,Jabil,ADMIT,PASS,PREFERRED,253732544.38,ELIGIBLE,NO
US1:US4262811015:XNAS,JKHY,US4262811015,XNAS,Jack Henry & Associates,ADMIT,PASS,PREFERRED,124598864.04,ELIGIBLE,NO
US1:US4698141078:XNYS,J,US4698141078,XNYS,Jacobs Engineering Group,ADMIT,PASS,PREFERRED,114598040.11,ELIGIBLE,NO
US1:US4781601046:XNYS,JNJ,US4781601046,XNYS,Johnson & Johnson,ADMIT,PASS,PREFERRED,1418025183.16,ELIGIBLE,NO
US1:US46625H1005:XNYS,JPM,US46625H1005,XNYS,JPMorgan Chase,ADMIT,PASS,PREFERRED,1623934678.29,ELIGIBLE,NO
US1:US49177J1025:XNYS,KVUE,US49177J1025,XNYS,Kenvue,ADMIT,PASS,PREFERRED,314310947.21,ELIGIBLE,NO
US1:US4932671088:XNYS,KEY,US4932671088,XNYS,KeyBank,ADMIT,PASS,PREFERRED,178298719.1,ELIGIBLE,NO
US1:US49338L1035:XNYS,KEYS,US49338L1035,XNYS,Keysight Technologies,ADMIT,PASS,PREFERRED,300588422.96,ELIGIBLE,NO
US1:US4943681035:XNYS,KMB,US4943681035,XNYS,Kimberly-Clark,ADMIT,PASS,PREFERRED,271375483.81,ELIGIBLE,NO
US1:US49456B1017:XNYS,KMI,US49456B1017,XNYS,Kinder Morgan,ADMIT,PASS,PREFERRED,257847689.76,ELIGIBLE,NO
US1:US48248M1027:XNYS,KKR,US48248M1027,XNYS,Kohlberg Kravis Roberts,ADMIT,PASS,PREFERRED,373124897.22,ELIGIBLE,NO
US1:US4824801009:XNAS,KLAC,US4824801009,XNAS,KLA Corporation,ADMIT,PASS,PREFERRED,1453783883.64,ELIGIBLE,NO
US1:US5007541064:XNAS,KHC,US5007541064,XNAS,Kraft Heinz,ADMIT,PASS,PREFERRED,301670579.15,ELIGIBLE,NO
US1:US5010441013:XNYS,KR,US5010441013,XNYS,Kroger,ADMIT,PASS,PREFERRED,271302259.98,ELIGIBLE,NO
US1:US5024311095:XNYS,LHX,US5024311095,XNYS,L3Harris Technologies,ADMIT,PASS,PREFERRED,337234629.95,ELIGIBLE,NO
US1:US50540R4092:XNYS,LH,US50540R4092,XNYS,Land and Houses,ADMIT,PASS,PREFERRED,155454946.57,ELIGIBLE,NO
US1:US5128071082:XNAS,LRCX,US5128071082,XNAS,Lam Research,ADMIT,PASS,PREFERRED,2064586351.37,ELIGIBLE,NO
US1:US5178341070:XNYS,LVS,US5178341070,XNYS,Las Vegas Sands,ADMIT,PASS,PREFERRED,158694264.93,ELIGIBLE,NO
US1:US5253271028:XNYS,LDOS,US5253271028,XNYS,Leidos,ADMIT,PASS,PREFERRED,143815700.24,ELIGIBLE,NO
US1:US5260571048:XNYS,LEN,US5260571048,XNYS,Lennar Corporation,ADMIT,PASS,PREFERRED,157882931.63,ELIGIBLE,NO
US1:US5261071071:XNYS,LII,US5261071071,XNYS,Lennox International,ADMIT,PASS,PREFERRED,148068451.45,ELIGIBLE,NO
US1:US5324571083:XNYS,LLY,US5324571083,XNYS,Eli Lilly and Company,ADMIT,PASS,PREFERRED,2492969749.7,ELIGIBLE,NO
US1:US5380341090:XNYS,LYV,US5380341090,XNYS,Live Nation Entertainment,ADMIT,PASS,PREFERRED,255979669.71,ELIGIBLE,NO
US1:US5398301094:XNYS,LMT,US5398301094,XNYS,Lockheed Martin,ADMIT,PASS,PREFERRED,484323568.01,ELIGIBLE,NO
US1:US5404241086:XNYS,L,US5404241086,XNYS,Loews Corporation,ADMIT,PASS,PREFERRED,56894038.67,ELIGIBLE,NO
US1:US5486611073:XNYS,LOW,US5486611073,XNYS,Lowe's,ADMIT,PASS,PREFERRED,531425281.36,ELIGIBLE,NO
US1:US5500211090:XNAS,LULU,US5500211090,XNAS,Lululemon Athletica,ADMIT,PASS,PREFERRED,333638823.22,ELIGIBLE,NO
US1:US55024U1097:XNAS,LITE,US55024U1097,XNAS,Lumentum Holdings,ADMIT,PASS,PREFERRED,3180105491.4,ELIGIBLE,NO
US1:US55261F1049:XNYS,MTB,US55261F1049,XNYS,M&T Bank,ADMIT,PASS,PREFERRED,167017293.68,ELIGIBLE,NO
US1:US56585A1025:XNYS,MPC,US56585A1025,XNYS,Marathon Petroleum,ADMIT,PASS,PREFERRED,730947478.56,ELIGIBLE,NO
US1:US5719032022:XNAS,MAR,US5719032022,XNAS,Martifer,ADMIT,PASS,PREFERRED,410761323.98,ELIGIBLE,NO
US1:US5732841060:XNYS,MLM,US5732841060,XNYS,Martin Marietta Materials,ADMIT,PASS,PREFERRED,258855213.54,ELIGIBLE,NO
US1:US5738741041:XNAS,MRVL,US5738741041,XNAS,Marvell Technology,ADMIT,PASS,PREFERRED,4171661687.22,ELIGIBLE,NO
US1:US5745991068:XNYS,MAS,US5745991068,XNYS,Masco,ADMIT,PASS,PREFERRED,114479561.71,ELIGIBLE,NO
US1:US57636Q1040:XNYS,MA,US57636Q1040,XNYS,Mastercard,ADMIT,PASS,PREFERRED,1377576870.2,ELIGIBLE,NO
US1:US5797802064:XNYS,MKC,US5797802064,XNYS,McCormick & Company,ADMIT,PASS,PREFERRED,110567347.84,ELIGIBLE,NO
US1:US5801351017:XNYS,MCD,US5801351017,XNYS,McDonald's,ADMIT,PASS,PREFERRED,953113854.7,ELIGIBLE,NO
US1:US58155Q1031:XNYS,MCK,US58155Q1031,XNYS,McKesson Corporation,ADMIT,PASS,PREFERRED,683889929.1,ELIGIBLE,NO
US1:US58933Y1055:XNYS,MRK,US58933Y1055,XNYS,Merck KGaA,ADMIT,PASS,PREFERRED,1152172853.09,ELIGIBLE,NO
US1:US30303M1027:XNAS,META,US30303M1027,XNAS,Meta Platforms,ADMIT,PASS,PREFERRED,7785856567.99,ELIGIBLE,NO
US1:US59156R1086:XNYS,MET,US59156R1086,XNYS,MetLife,ADMIT,PASS,PREFERRED,222676678.32,ELIGIBLE,NO
US1:US5926881054:XNYS,MTD,US5926881054,XNYS,Mettler Toledo,ADMIT,PASS,PREFERRED,179872822.3,ELIGIBLE,NO
US1:US5529531015:XNYS,MGM,US5529531015,XNYS,MGM Resorts International,ADMIT,PASS,PREFERRED,66111894.43,ELIGIBLE,NO
US1:US5950171042:XNAS,MCHP,US5950171042,XNAS,Microchip Technology,ADMIT,PASS,PREFERRED,495597757.92,ELIGIBLE,NO
US1:US5951121038:XNAS,MU,US5951121038,XNAS,Micron Technology,ADMIT,PASS,PREFERRED,21957426608.75,ELIGIBLE,NO
US1:US5949181045:XNAS,MSFT,US5949181045,XNAS,Microsoft,ADMIT,PASS,PREFERRED,9617864327.39,ELIGIBLE,NO
US1:US60770K1079:XNAS,MRNA,US60770K1079,XNAS,Moderna,ADMIT,PASS,PREFERRED,2201529944.77,ELIGIBLE,NO
US1:US60871R2094:XNYS,TAP,US60871R2094,XNYS,Molson Coors Brewing Company,ADMIT,PASS,PREFERRED,82186342.56,ELIGIBLE,NO
US1:US6092071058:XNAS,MDLZ,US6092071058,XNAS,Mondelez International,ADMIT,PASS,PREFERRED,377038371.15,ELIGIBLE,NO
US1:US6098391054:XNAS,MPWR,US6098391054,XNAS,Monolithic Power Systems,ADMIT,PASS,PREFERRED,597315002.18,ELIGIBLE,NO
US1:US6117401017:XNAS,MNST,US6117401017,XNAS,Monster Beverage,ADMIT,PASS,PREFERRED,381926087.06,ELIGIBLE,NO
US1:US6153691059:XNYS,MCO,US6153691059,XNYS,Moody's Corporation,ADMIT,PASS,PREFERRED,285595579.97,ELIGIBLE,NO
US1:US6174464486:XNYS,MS,US6174464486,XNYS,Morgan Stanley,ADMIT,PASS,PREFERRED,696633741.31,ELIGIBLE,NO
US1:US61945C1036:XNYS,MOS,US61945C1036,XNYS,The Mosaic Company,ADMIT,PASS,PREFERRED,152078643.76,ELIGIBLE,NO
US1:US6200763075:XNYS,MSI,US6200763075,XNYS,Motorola Solutions,ADMIT,PASS,PREFERRED,358895810.64,ELIGIBLE,NO
US1:US55354G1004:XNYS,MSCI,US55354G1004,XNYS,MSCI,ADMIT,PASS,PREFERRED,247129407.11,ELIGIBLE,NO
US1:US6311031081:XNAS,NDAQ,US6311031081,XNAS,"Nasdaq, Inc.",ADMIT,PASS,PREFERRED,200972689.28,ELIGIBLE,NO
US1:US64120L1044:XNAS,NTAP,US64120L1044,XNAS,NetApp,ADMIT,PASS,PREFERRED,367950772.87,ELIGIBLE,NO
US1:US64110L1061:XNAS,NFLX,US64110L1061,XNAS,"Netflix, Inc.",ADMIT,PASS,PREFERRED,1837053495.97,ELIGIBLE,NO
US1:US6516391066:XNYS,NEM,US6516391066,XNYS,Newmont Mining Corporation,ADMIT,PASS,PREFERRED,787699548.62,ELIGIBLE,NO
US1:US3025711041:XNYS,NEE,US3025711041,XNYS,NextEra Energy,ADMIT,PASS,PREFERRED,754602990.25,ELIGIBLE,NO
US1:US6541061031:XNYS,NKE,US6541061031,XNYS,Nike,ADMIT,PASS,PREFERRED,840046076.03,ELIGIBLE,NO
US1:US65473P1057:XNYS,NI,US65473P1057,XNYS,NiSource,ADMIT,PASS,PREFERRED,190163965.96,ELIGIBLE,NO
US1:US6556631025:XNAS,NDSN,US6556631025,XNAS,Nordson Corporation,ADMIT,PASS,PREFERRED,103449148.3,ELIGIBLE,NO
US1:US6558441084:XNYS,NSC,US6558441084,XNYS,Norfolk Southern Railway,ADMIT,PASS,PREFERRED,334465910.69,ELIGIBLE,NO
US1:US6658591044:XNAS,NTRS,US6658591044,XNAS,Northern Trust,ADMIT,PASS,PREFERRED,146968460.24,ELIGIBLE,NO
US1:US6668071029:XNYS,NOC,US6668071029,XNYS,Northrop Grumman Corporation,ADMIT,PASS,PREFERRED,323297265.51,ELIGIBLE,NO
US1:US6293775085:XNYS,NRG,US6293775085,XNYS,NRJ Group,ADMIT,PASS,PREFERRED,225746528.97,ELIGIBLE,NO
US1:US6703461052:XNYS,NUE,US6703461052,XNYS,Nucor,ADMIT,PASS,PREFERRED,253111495.42,ELIGIBLE,NO
US1:US67066G1040:XNAS,NVDA,US67066G1040,XNAS,Nvidia,ADMIT,PASS,PREFERRED,21462751979.38,ELIGIBLE,NO
US1:US62944T1051:XNYS,NVR,US62944T1051,XNYS,"NVR, Inc.",ADMIT,PASS,PREFERRED,176814578.02,ELIGIBLE,NO
US1:US67103H1077:XNAS,ORLY,US67103H1077,XNAS,O'Reilly Auto Parts,ADMIT,PASS,PREFERRED,328135556.17,ELIGIBLE,NO
US1:US6745991058:XNYS,OXY,US6745991058,XNYS,Occidental Petroleum,ADMIT,PASS,PREFERRED,356290343.52,ELIGIBLE,NO
US1:US6795801009:XNAS,ODFL,US6795801009,XNAS,Old Dominion Freight Line,ADMIT,PASS,PREFERRED,256251764.42,ELIGIBLE,NO
US1:US6819191064:XNYS,OMC,US6819191064,XNYS,Omnicom Group,ADMIT,PASS,PREFERRED,144703780.81,ELIGIBLE,NO
US1:US6821891057:XNAS,ON,US6821891057,XNAS,onsemi,ADMIT,PASS,PREFERRED,444225709.64,ELIGIBLE,NO
US1:US6826801036:XNYS,OKE,US6826801036,XNYS,ONEOK,ADMIT,PASS,PREFERRED,266350121.48,ELIGIBLE,NO
US1:US68902V1070:XNYS,OTIS,US68902V1070,XNYS,Otis Worldwide Corporation,ADMIT,PASS,PREFERRED,192867690.6,ELIGIBLE,NO
US1:US6937181088:XNAS,PCAR,US6937181088,XNAS,PACCAR,ADMIT,PASS,PREFERRED,270427959.86,ELIGIBLE,NO
US1:US6951561090:XNYS,PKG,US6951561090,XNYS,Packaging Corporation of America,ADMIT,PASS,PREFERRED,107628874.34,ELIGIBLE,NO
US1:US69608A1088:XNYS,PLTR,US69608A1088,XNYS,Palantir Technologies,ADMIT,PASS,PREFERRED,4732004324.19,ELIGIBLE,NO
US1:US6974351057:XNAS,PANW,US6974351057,XNAS,Palo Alto Networks,ADMIT,PASS,PREFERRED,1647231815.39,ELIGIBLE,NO
US1:US7010941042:XNYS,PH,US7010941042,XNYS,Parker Hannifin,ADMIT,PASS,PREFERRED,506411221.05,ELIGIBLE,NO
US1:US7043261079:XNAS,PAYX,US7043261079,XNAS,Paychex,ADMIT,PASS,PREFERRED,226448313.08,ELIGIBLE,NO
US1:US70450Y1038:XNAS,PYPL,US70450Y1038,XNAS,PayPal Holdings,ADMIT,PASS,PREFERRED,534380646.72,ELIGIBLE,NO
US1:US7134481081:XNYS,PEP,US7134481081,XNYS,PepsiCo,ADMIT,PASS,PREFERRED,750643084.04,ELIGIBLE,NO
US1:US7170811035:XNYS,PFE,US7170811035,XNYS,Pfizer,ADMIT,PASS,PREFERRED,798440668.71,ELIGIBLE,NO
US1:US69331C1080:XNYS,PCG,US69331C1080,XNYS,Pacific Gas and Electric Company,ADMIT,PASS,PREFERRED,370621668.23,ELIGIBLE,NO
US1:US7181721090:XNYS,PM,US7181721090,XNYS,Premier Marketing,ADMIT,PASS,PREFERRED,649325332.24,ELIGIBLE,NO
US1:US7185461040:XNYS,PSX,US7185461040,XNYS,Phillips 66,ADMIT,PASS,PREFERRED,558808669.2,ELIGIBLE,NO
US1:US7234841010:XNYS,PNW,US7234841010,XNYS,Pacific Star Network,ADMIT,PASS,PREFERRED,78666831.34,ELIGIBLE,NO
US1:US6934751057:XNYS,PNC,US6934751057,XNYS,PNC Financial Services,ADMIT,PASS,PREFERRED,287682965.97,ELIGIBLE,NO
US1:US6935061076:XNYS,PPG,US6935061076,XNYS,PPG Industries,ADMIT,PASS,PREFERRED,118033722.28,ELIGIBLE,NO
US1:US69351T1060:XNYS,PPL,US69351T1060,XNYS,PPL,ADMIT,PASS,PREFERRED,217985711.47,ELIGIBLE,NO
US1:US7427181091:XNYS,PG,US7427181091,XNYS,People's Garment,ADMIT,PASS,PREFERRED,979104596.77,ELIGIBLE,NO
US1:US7433151039:XNYS,PGR,US7433151039,XNYS,Progressive Corporation,ADMIT,PASS,PREFERRED,359473458.42,ELIGIBLE,NO
US1:US7445731067:XNYS,PEG,US7445731067,XNYS,Public Service Enterprise Group,ADMIT,PASS,PREFERRED,134307111.34,ELIGIBLE,NO
US1:US69370C1009:XNAS,PTC,US69370C1009,XNAS,Premier Tank Corporation,ADMIT,PASS,PREFERRED,146823343.57,ELIGIBLE,NO
US1:US7458671010:XNYS,PHM,US7458671010,XNYS,PulteGroup,ADMIT,PASS,PREFERRED,130834613.35,ELIGIBLE,NO
US1:US74762E1029:XNYS,PWR,US74762E1029,XNYS,Quanta Services,ADMIT,PASS,PREFERRED,573070489.71,ELIGIBLE,NO
US1:US7475251036:XNAS,QCOM,US7475251036,XNAS,Qualcomm,ADMIT,PASS,PREFERRED,1205260209.1,ELIGIBLE,NO
US1:US7512121010:XNYS,RL,US7512121010,XNYS,Ralph Lauren Corporation,ADMIT,PASS,PREFERRED,191827085.51,ELIGIBLE,NO
US1:US7547301090:XNYS,RJF,US7547301090,XNYS,Raymond James Financial,ADMIT,PASS,PREFERRED,160125498.35,ELIGIBLE,NO
US1:US75513E1010:XNYS,RTX,US75513E1010,XNYS,RTX,ADMIT,PASS,PREFERRED,693952926.19,ELIGIBLE,NO
US1:US75886F1075:XNAS,REGN,US75886F1075,XNAS,Regeneron Pharmaceuticals,ADMIT,PASS,PREFERRED,480323461.33,ELIGIBLE,NO
US1:US7591EP1005:XNYS,RF,US7591EP1005,XNYS,Regions Financial Corporation,ADMIT,PASS,PREFERRED,179404963.44,ELIGIBLE,NO
US1:US7607591002:XNYS,RSG,US7607591002,XNYS,Republic Services,ADMIT,PASS,PREFERRED,266545471.15,ELIGIBLE,NO
US1:US7611521078:XNYS,RMD,US7611521078,XNYS,ResMed,ADMIT,PASS,PREFERRED,263144293.11,ELIGIBLE,NO
US1:US7707001027:XNAS,HOOD,US7707001027,XNAS,Robinhood,ADMIT,PASS,PREFERRED,1466708893.91,ELIGIBLE,NO
US1:US7739031091:XNYS,ROK,US7739031091,XNYS,Rockwell International,ADMIT,PASS,PREFERRED,233105660.84,ELIGIBLE,NO
US1:US7757111049:XNYS,ROL,US7757111049,XNYS,Rollins Inc.,ADMIT,PASS,PREFERRED,136807531.13,ELIGIBLE,NO
US1:US7766961061:XNYS,ROP,US7766961061,XNYS,Roper Technologies,ADMIT,PASS,PREFERRED,223327233.05,ELIGIBLE,NO
US1:US7782961038:XNAS,ROST,US7782961038,XNAS,Ross Dress for Less,ADMIT,PASS,PREFERRED,493734924.89,ELIGIBLE,NO
US1:US78409V1044:XNYS,SPGI,US78409V1044,XNYS,S&P Global,ADMIT,PASS,PREFERRED,652441099.74,ELIGIBLE,NO
US1:US79466L3024:XNYS,CRM,US79466L3024,XNYS,Salesforce,ADMIT,PASS,PREFERRED,2384558994.02,ELIGIBLE,NO
US1:US80004C2008:XNAS,SNDK,US80004C2008,XNAS,Q260833,ADMIT,PASS,PREFERRED,14777494896.39,ELIGIBLE,NO
US1:US81762P1021:XNYS,NOW,US81762P1021,XNYS,ServiceNow,ADMIT,PASS,PREFERRED,1836583148.67,ELIGIBLE,NO
US1:US8243481061:XNYS,SHW,US8243481061,XNYS,Sherwin-Williams,ADMIT,PASS,PREFERRED,474288869.0,ELIGIBLE,NO
US1:US83088M1027:XNAS,SWKS,US83088M1027,XNAS,Skyworks Solutions,ADMIT,PASS,PREFERRED,272793779.25,ELIGIBLE,NO
US1:US8326964058:XNYS,SJM,US8326964058,XNYS,The J.M. Smucker Company,ADMIT,PASS,PREFERRED,127374792.0,ELIGIBLE,NO
US1:US8330341012:XNYS,SNA,US8330341012,XNYS,Snap-on,ADMIT,PASS,PREFERRED,80950480.0,ELIGIBLE,NO
US1:US83444M1018:XNYS,SOLV,US83444M1018,XNYS,Solventum,ADMIT,PASS,PREFERRED,71847270.75,ELIGIBLE,NO
US1:US8425871071:XNYS,SO,US8425871071,XNYS,Siamrajathanee,ADMIT,PASS,PREFERRED,391432452.57,ELIGIBLE,NO
US1:US8447411088:XNYS,LUV,US8447411088,XNYS,Southwest Airlines,ADMIT,PASS,PREFERRED,142532283.08,ELIGIBLE,NO
US1:US8545021011:XNYS,SWK,US8545021011,XNYS,Stanley Black & Decker,ADMIT,PASS,PREFERRED,122585177.72,ELIGIBLE,NO
US1:US8552441094:XNAS,SBUX,US8552441094,XNAS,Starbucks,ADMIT,PASS,PREFERRED,489179098.04,ELIGIBLE,NO
US1:US8574771031:XNYS,STT,US8574771031,XNYS,State Street Corporation,ADMIT,PASS,PREFERRED,192983713.35,ELIGIBLE,NO
US1:US8581191009:XNAS,STLD,US8581191009,XNAS,Steel Dynamics,ADMIT,PASS,PREFERRED,210650240.94,ELIGIBLE,NO
US1:US8591521005:XNYS,STE,US8591521005,XNYS,Steris,ADMIT,PASS,PREFERRED,115040977.67,ELIGIBLE,NO
US1:US8636671013:XNYS,SYK,US8636671013,XNYS,Stryker Corporation,ADMIT,PASS,PREFERRED,625231580.43,ELIGIBLE,NO
US1:US86800U1043:XNAS,SMCI,US86800U1043,XNAS,Supermicro,ADMIT,PASS,PREFERRED,1454009345.93,ELIGIBLE,NO
US1:US87165B1035:XNYS,SYF,US87165B1035,XNYS,Synchrony Financial,ADMIT,PASS,PREFERRED,206998645.3,ELIGIBLE,NO
US1:US8716071076:XNAS,SNPS,US8716071076,XNAS,Synopsys,ADMIT,PASS,PREFERRED,507501863.58,ELIGIBLE,NO
US1:US8718291078:XNYS,SYY,US8718291078,XNYS,Sysco,ADMIT,PASS,PREFERRED,155869905.99,ELIGIBLE,NO
US1:US8725901040:XNAS,TMUS,US8725901040,XNAS,T-Mobile US,ADMIT,PASS,PREFERRED,596910722.4,ELIGIBLE,NO
US1:US74144T1088:XNAS,TROW,US74144T1088,XNAS,T. Rowe Price,ADMIT,PASS,PREFERRED,111387903.43,ELIGIBLE,NO
US1:US8740541094:XNAS,TTWO,US8740541094,XNAS,Take-Two Interactive,ADMIT,PASS,PREFERRED,481127484.88,ELIGIBLE,NO
US1:US8760301072:XNYS,TPR,US8760301072,XNYS,"Tapestry, Inc.",ADMIT,PASS,PREFERRED,426555403.35,ELIGIBLE,NO
US1:US87612G1013:XNYS,TRGP,US87612G1013,XNYS,Targa Resources,ADMIT,PASS,PREFERRED,272269554.38,ELIGIBLE,NO
US1:US87612E1064:XNYS,TGT,US87612E1064,XNYS,Telegate,ADMIT,PASS,PREFERRED,634325320.67,ELIGIBLE,NO
US1:US8793601050:XNYS,TDY,US8793601050,XNYS,Teledyne Technologies,ADMIT,PASS,PREFERRED,125488796.9,ELIGIBLE,NO
US1:US88160R1014:XNAS,TSLA,US88160R1014,XNAS,Tesla,ADMIT,PASS,PREFERRED,10049343797.81,ELIGIBLE,NO
US1:US8825081040:XNAS,TXN,US8825081040,XNAS,Texas Instruments,ADMIT,PASS,PREFERRED,1255343450.54,ELIGIBLE,NO
US1:US88262P1021:XNYS,TPL,US88262P1021,XNYS,Texas Pacific Land Trust,ADMIT,PASS,PREFERRED,103195784.5,ELIGIBLE,NO
US1:US8832031012:XNYS,TXT,US8832031012,XNYS,Textron,ADMIT,PASS,PREFERRED,97689278.26,ELIGIBLE,NO
US1:US8835561023:XNYS,TMO,US8835561023,XNYS,Thermo Fisher Scientific Inc.,ADMIT,PASS,PREFERRED,832127475.62,ELIGIBLE,NO
US1:US8725401090:XNYS,TJX,US8725401090,XNYS,TJX Companies,ADMIT,PASS,PREFERRED,824574789.85,ELIGIBLE,NO
US1:US87256C1018:XNYS,TKO,US87256C1018,XNYS,WWE,ADMIT,PASS,PREFERRED,162168886.33,ELIGIBLE,NO
US1:US88339J1051:XNAS,TTD,US88339J1051,XNAS,Trade Desk,ADMIT,PASS,PREFERRED,233237311.41,ELIGIBLE,NO
US1:US8923561067:XNAS,TSCO,US8923561067,XNAS,Tesco,ADMIT,PASS,PREFERRED,245128881.53,ELIGIBLE,NO
US1:US45687V1061:XNYS,TT,US45687V1061,XNYS,Ingersoll Rand,ADMIT,PASS,PREFERRED,323765340.9,ELIGIBLE,NO
US1:US8936411003:XNYS,TDG,US8936411003,XNYS,TransDigm Group Inc.,ADMIT,PASS,PREFERRED,369207369.44,ELIGIBLE,NO
US1:US89417E1091:XNYS,TRV,US89417E1091,XNYS,The Travelers Companies,ADMIT,PASS,PREFERRED,497509181.05,ELIGIBLE,NO
US1:US89832Q1094:XNYS,TFC,US89832Q1094,XNYS,Truist Financial,ADMIT,PASS,PREFERRED,240844820.9,ELIGIBLE,NO
US1:US9022521051:XNYS,TYL,US9022521051,XNYS,Tyler Technologies,ADMIT,PASS,PREFERRED,201347441.91,ELIGIBLE,NO
US1:US9024941034:XNYS,TSN,US9024941034,XNYS,Tyson Foods,ADMIT,PASS,PREFERRED,124473691.16,ELIGIBLE,NO
US1:US9029733048:XNYS,USB,US9029733048,XNYS,U.S. Bancorp,ADMIT,PASS,PREFERRED,331623407.99,ELIGIBLE,NO
US1:US90353T1007:XNYS,UBER,US90353T1007,XNYS,Uber,ADMIT,PASS,PREFERRED,963140600.44,ELIGIBLE,NO
US1:US90384S3031:XNAS,ULTA,US90384S3031,XNAS,Ulta Beauty,ADMIT,PASS,PREFERRED,293613701.29,ELIGIBLE,NO
US1:US9078181081:XNYS,UNP,US9078181081,XNYS,Union Pacific Corporation,ADMIT,PASS,PREFERRED,571697673.61,ELIGIBLE,NO
US1:US9113121068:XNYS,UPS,US9113121068,XNYS,United Parcel Service,ADMIT,PASS,PREFERRED,382619531.31,ELIGIBLE,NO
US1:US9113631090:XNYS,URI,US9113631090,XNYS,United Rentals,ADMIT,PASS,PREFERRED,378033269.18,ELIGIBLE,NO
US1:US91324P1021:XNYS,UNH,US91324P1021,XNYS,UnitedHealth Group,ADMIT,PASS,PREFERRED,1255514260.17,ELIGIBLE,NO
US1:US9139031002:XNYS,UHS,US9139031002,XNYS,Universal Health Services,ADMIT,PASS,PREFERRED,87518687.32,ELIGIBLE,NO
US1:US91913Y1001:XNYS,VLO,US91913Y1001,XNYS,Valero Energy,ADMIT,PASS,PREFERRED,649287213.11,ELIGIBLE,NO
US1:US9224751084:XNYS,VEEV,US9224751084,XNYS,Veeva Systems,ADMIT,PASS,PREFERRED,339908989.23,ELIGIBLE,NO
US1:US92338C1036:XNYS,VLTO,US92338C1036,XNYS,Veralto Corporation,ADMIT,PASS,PREFERRED,113902053.79,ELIGIBLE,NO
