Yahoo_Symbol,Primary_Ticker,Issuer,Security,GICS_Sector,GICS_Sub,CIK,Wikidata_QID,ISIN,Primary_MIC,Instrument_Type,Admission_Status,Admission_Reason,Evidence_Source,Evidence_Status,SP500_Membership,WS_ID
CHTR,CHTR,Spectrum,Charter Communications,Communication Services,Cable & Satellite,1091667,Q2961234,US16117M3051,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US16117M3051:XNAS
CVX,CVX,Chevron Corporation,Chevron Corporation,Energy,Integrated Oil & Gas,93410,Q319642,US1667641005,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1667641005:XNYS
CMG,CMG,Chipotle Mexican Grill,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,1058090,Q465751,US1696561059,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1696561059:XNYS
CB,CB,Chubb Corp.,Chubb Limited,Financials,Property & Casualty Insurance,896159,Q1089060,US1712321017,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1712321017:XNYS
CHD,CHD,Church & Dwight,Church & Dwight,Consumer Staples,Household Products,313927,Q5116536,US1713401024,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1713401024:XNYS
CI,CI,The Cigna Group,Cigna,Health Care,Health Care Services,1739940,Q642271,US1255091092,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1255091092:XNYS
CINF,CINF,Cincinnati Financial,Cincinnati Financial,Financials,Property & Casualty Insurance,20286,Q5120253,US1720621010,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1720621010:XNAS
CTAS,CTAS,Cintas,Cintas,Industrials,Diversified Support Services,723254,Q1092571,US1729081059,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1729081059:XNAS
CSCO,CSCO,Cisco,Cisco,Information Technology,Communications Equipment,858877,Q173395,US17275R1023,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US17275R1023:XNAS
C,C,Stellantis North America,Citigroup,Financials,Diversified Banks,831001,Q181114,US1729674242,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1729674242:XNYS
CFG,CFG,Citizens Financial Group,Citizens Financial Group,Financials,Regional Banks,759944,Q5122694,US1746101054,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1746101054:XNYS
CLX,CLX,Clorox,Clorox,Consumer Staples,Household Products,21076,Q910368,US1890541097,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1890541097:XNYS
CME,CME,CME Group,CME Group,Financials,Financial Exchanges & Data,1156375,Q1023876,US12572Q1058,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US12572Q1058:XNAS
CMS,CMS,CMS Energy,CMS Energy,Utilities,Multi-Utilities,811156,Q5013012,US1258961002,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1258961002:XNYS
KO,KO,The Coca-Cola Company,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,21344,Q3295867,US1912161007,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1912161007:XNYS
CTSH,CTSH,Cognizant Technology Solutions,Cognizant,Information Technology,IT Consulting & Other Services,1058290,Q1107035,US1924461023,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1924461023:XNAS
COIN,COIN,Coinbase,Coinbase,Financials,Financial Exchanges & Data,1679788,Q16972754,US19260Q1076,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US19260Q1076:XNAS
CL,CL,Colgate-Palmolive Company,Colgate-Palmolive,Consumer Staples,Household Products,21665,Q609466,US1941621039,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1941621039:XNYS
CMCSA,CMCSA,Comcast,Comcast,Communication Services,Cable & Satellite,1166691,Q1113804,US20030N2001,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US20030N2001:XNAS
FIX,FIX,Comfort Systems USA,Comfort Systems USA,Industrials,Construction & Engineering,1035983,Q5151691,US1999081045,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1999081045:XNYS
COP,COP,ConocoPhillips,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1163165,Q214763,US20825C1045,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US20825C1045:XNYS
ED,ED,Consolidated Edison,Consolidated Edison,Utilities,Multi-Utilities,1047862,Q1127536,US2091151041,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2091151041:XNYS
STZ,STZ,Constellation Brands,Constellation Brands,Consumer Staples,Distillers & Vintners,16918,Q1128160,US21036P1084,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US21036P1084:XNYS
COO,COO,The Cooper Companies,Cooper Companies (The),Health Care,Health Care Supplies,711404,Q1129792,US2166484020,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2166484020:XNYS
CPRT,CPRT,Copart,Copart,Industrials,Diversified Support Services,900075,Q16951448,US2172041061,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2172041061:XNAS
GLW,GLW,Corning Inc.,Corning Inc.,Information Technology,Electronic Components,24741,Q5842736,US2193501051,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2193501051:XNYS
CPAY,CPAY,Corpay,Corpay,Financials,Transaction & Payment Processing Services,1175454,Q16838618,US3390411052,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3390411052:XNYS
CTVA,CTVA,Corteva,Corteva,Materials,Fertilizers & Agricultural Chemicals,1755672,Q63197674,US22052L1044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US22052L1044:XNYS
COST,COST,Costco,Costco,Consumer Staples,Consumer Staples Merchandise Retail,909832,Q715583,US22160K1051,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US22160K1051:XNAS
CRWD,CRWD,CrowdStrike,CrowdStrike,Information Technology,Systems Software,1535527,Q24890758,US22788C1053,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US22788C1053:XNAS
CMI,CMI,Cummins,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,26172,Q173476,US2310211063,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2310211063:XNYS
CVS,CVS,CVS Health,CVS Health,Health Care,Health Care Services,64803,Q624375,US1266501006,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1266501006:XNYS
DHR,DHR,Danaher Corporation,Danaher Corporation,Health Care,Life Sciences Tools & Services,313616,Q1159256,US2358511028,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2358511028:XNYS
DRI,DRI,Darden Restaurants,Darden Restaurants,Consumer Discretionary,Restaurants,940944,Q742196,US2371941053,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2371941053:XNYS
DDOG,DDOG,Datadog,Datadog,Information Technology,Application Software,1561550,Q16248637,US23804L1035,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US23804L1035:XNAS
DVA,DVA,DaVita,DaVita,Health Care,Health Care Services,927066,Q5207184,US23918K1088,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US23918K1088:XNYS
DE,DE,Deere & Company,Deere & Company,Industrials,Agricultural & Farm Machinery,315189,Q496302,US2441991054,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2441991054:XNYS
DAL,DAL,Delta Air Lines,Delta Air Lines,Industrials,Passenger Airlines,27904,Q188920,US2473617023,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2473617023:XNYS
DVN,DVN,Devon Energy,Devon Energy,Energy,Oil & Gas Exploration & Production,1090012,Q1206980,US25179M1036,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US25179M1036:XNYS
DXCM,DXCM,Dexcom,Dexcom,Health Care,Health Care Equipment,1093557,Q15109865,US2521311074,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2521311074:XNAS
FANG,FANG,Diamondback Energy,Diamondback Energy,Energy,Oil & Gas Exploration & Production,1539838,Q65091423,US25278X1090,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US25278X1090:XNAS
DG,DG,Dollar General,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,29534,Q145168,US2566771059,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2566771059:XNYS
DLTR,DLTR,Dollar Tree,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,935703,Q5289230,US2567461080,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2567461080:XNAS
D,D,Dominion Energy,Dominion Energy,Utilities,Multi-Utilities,715957,Q677464,US25746U1097,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US25746U1097:XNYS
DPZ,DPZ,Domino's Pizza,Domino's,Consumer Discretionary,Restaurants,1286681,Q839466,US25754A2015,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US25754A2015:XNYS
DOV,DOV,Dover Corporation,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,29905,Q16974527,US2600031080,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2600031080:XNYS
DHI,DHI,D. R. Horton,D. R. Horton,Consumer Discretionary,Homebuilding,882184,Q5203782,US23331A1097,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US23331A1097:XNYS
DUK,DUK,Duke Energy,Duke Energy,Utilities,Electric Utilities,1326160,Q1264404,US26441C2044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US26441C2044:XNYS
DD,DD,DuPont,DuPont,Industrials,Industrial Conglomerates,1666700,Q221062,US2635341090,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2635341090:XNYS
EBAY,EBAY,Q58024,eBay Inc.,Consumer Discretionary,Broadline Retail,1065088,Q58024,US2786421030,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2786421030:XNAS
ECHO,ECHO,Q1280748,EchoStar,Communication Services,Wireless Telecommunication Services,1415404,Q1280748,US2787681061,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2787681061:XNAS
ECL,ECL,Ecolab,Ecolab,Materials,Specialty Chemicals,31462,Q1282031,US2788651006,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2788651006:XNYS
EIX,EIX,Edison International,Edison International,Utilities,Electric Utilities,827052,Q662095,US2810201077,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2810201077:XNYS
EW,EW,Edwards Lifesciences,Edwards Lifesciences,Health Care,Health Care Equipment,1099800,Q16966841,US28176E1082,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US28176E1082:XNYS
ELV,ELV,"Elevance Health, Inc.",Elevance Health,Health Care,Managed Health Care,1156039,Q677488,US0367521038,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US0367521038:XNYS
EME,EME,EMCOR,Emcor,Industrials,Construction & Engineering,105634,Q5370289,US29084Q1004,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US29084Q1004:XNYS
EMR,EMR,Emerson Electric,Emerson Electric,Industrials,Electrical Components & Equipment,32604,Q1335585,US2910111044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2910111044:XNYS
ETR,ETR,Entergy,Entergy,Utilities,Electric Utilities,65984,Q1344587,US29364G1031,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US29364G1031:XNYS
EOG,EOG,EOG Resources,EOG Resources,Energy,Oil & Gas Exploration & Production,821189,Q1275577,US26875P1012,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US26875P1012:XNYS
EQT,EQT,EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,33213,Q5323987,US26884L1098,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US26884L1098:XNYS
EFX,EFX,Equifax,Equifax,Industrials,Research & Consulting Services,33185,Q5384453,US2944291051,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US2944291051:XNYS
EL,EL,Estée Lauder Companies,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,1001250,Q1260606,US5184391044,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US5184391044:XNYS
EVRG,EVRG,Evergy,Evergy,Utilities,Electric Utilities,1711269,Q7987107,US30034W1062,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30034W1062:XNYS
ES,ES,Eversource Energy,Eversource Energy,Utilities,Electric Utilities,72741,Q3344199,US30040W1080,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30040W1080:XNYS
EXC,EXC,Exelon,Exelon,Utilities,Electric Utilities,1109357,Q1383669,US30161N1019,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30161N1019:XNYS
EXE,EXE,Expand Energy,Expand Energy,Energy,Oil & Gas Exploration & Production,895126,Q2962826,US1651671075,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US1651671075:XNAS
EXPE,EXPE,Expedia Group,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1324424,Q8085893,US30212P3038,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30212P3038:XNAS
EXPD,EXPD,Expeditors International,Expeditors International,Industrials,Air Freight & Logistics,746515,Q1384324,US3021301094,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3021301094:XNAS
XOM,XOM,ExxonMobil,ExxonMobil,Energy,Integrated Oil & Gas,2115436,Q156238,US30231G1022,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US30231G1022:XNYS
FFIV,FFIV,"F5, Inc.","F5, Inc.",Information Technology,Communications Equipment,1048695,Q3029296,US3156161024,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3156161024:XNAS
FDS,FDS,FactSet,FactSet,Financials,Financial Exchanges & Data,1013237,Q1885491,US3030751057,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3030751057:XNYS
FICO,FICO,FICO,Fair Isaac,Information Technology,Application Software,814547,Q1392999,US3032501047,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3032501047:XNYS
FAST,FAST,Fastenal,Fastenal,Industrials,Trading Companies & Distributors,815556,Q3067119,US3119001044,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3119001044:XNAS
FDX,FDX,FedEx,FedEx,Industrials,Air Freight & Logistics,1048911,Q459477,US31428X1063,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US31428X1063:XNYS
FERG,FERG,Ferguson Enterprises,Ferguson Enterprises,Industrials,Trading Companies & Distributors,2011641,Q624682,US31488V1070,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US31488V1070:XNYS
FIS,FIS,Fidelity National Information Services,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,1136893,Q1411295,US31620M1062,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US31620M1062:XNYS
FSLR,FSLR,First Solar,First Solar,Information Technology,Semiconductors,1274494,Q1138888,US3364331070,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3364331070:XNAS
FE,FE,FirstEnergy,FirstEnergy,Utilities,Electric Utilities,1031296,Q1419248,US3379321074,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3379321074:XNYS
FISV,FISV,Fiserv,Fiserv,Financials,Transaction & Payment Processing Services,798354,Q1420513,US3377381088,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3377381088:XNAS
F,F,Ford Motor Company,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,37996,Q44294,US3453708600,XNYS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US3453708600:XNYS
FTNT,FTNT,Fortinet,Fortinet,Information Technology,Systems Software,1262039,Q2749364,US34959E1091,XNAS,COMMON_STOCK,ADMIT,SP500_COMMON_XNYS_OR_XNAS_ISIN,wikipedia_list_sp500+wikidata_P946_P414,VERIFIED,VERIFIED_SECONDARY_WIKIPEDIA,US1:US34959E1091:XNAS
