Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,AsOfRaw_v0_18,AsOfParsedUTC_v0_18,FeatureRowMatched_v0_18,AsOfValid_v0_18,CoreFeatureComplete_v0_18,PersistentFeatureUsable_v0_18,PriorV017DataError_v0_18,IntegrityStatus_v0_18,QuarantineReason_v0_18,P0QualificationAllowed_v0_18,P0Survivor_v0_18,TradingDecisionAllowed_v0_18,P0ObservationOnly_v0_18
1487,WS:US:FHB,"First Hawaiian, Inc.",,FHB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1488,WS:US:INSW,"International Seaways, Inc.",,INSW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1489,WS:US:FSS,Federal Signal Corporation,,FSS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1490,WS:XSHE:300122,Chongqing Zhifei Biological Products Co Ltd,China,300122,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1491,WS:US:REZI,"Resideo Technologies, Inc.",,REZI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1492,WS:XTKS:1802,OBAYASHI CORP.,Japan,1802,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1493,WS:US:KBR,"KBR, Inc.",,KBR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1494,WS:US:APLE,"Apple Hospitality REIT, Inc.",,APLE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1495,WS:XTKS:543A,ARCHION CORP.,Japan,543A,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1496,WS:US:LIVN,LivaNova,,LIVN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1497,WS:XTKS:4523,"EISAI CO., LTD.",Japan,4523,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1498,WS:XASX:BXB,Brambles,Australia,BXB,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1499,WS:XTKS:8697,"JAPAN EXCHANGE GROUP, INC.",Japan,8697,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1500,WS:US:SBRA,Sabra Health Care REIT,,SBRA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1501,WS:XTKS:4385,"MERCARI, INC.",Japan,4385,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1502,WS:US:ACLS,"Axcelis Technologies, Inc.",,ACLS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1503,WS:ISIN:INE585B01010,Maruti Suzuki India Ltd.,India,MARUTI,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1504,WS:XTKS:1801,TAISEI CORP.,Japan,1801,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1505,WS:ISIN:TW0002892007,FIRST HOLDINGS,Taiwan,2892,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1506,WS:US:CNX,CNX Resources,,CNX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1507,WS:XSHG:601881,"China Galaxy Securities Co., Ltd.",China,601881,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1508,WS:XSHG:600027,Huadian Power International Corporation Ltd,China,600027,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1509,WS:US:PTON,"Peloton Interactive, Inc.",,PTON,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1510,WS:US:EPR,EPR Properties,,EPR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1511,WS:US:BMI,"Badger Meter, Inc.",,BMI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1512,WS:US:MSA,MSA Safety,,MSA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1513,WS:XTKS:1803,SHIMIZU CORP.,Japan,1803,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1514,WS:XTKS:7186,"YOKOHAMA FINANCIAL GROUP, INC.",Japan,7186,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1515,WS:XTKS:3659,"NEXON CO., LTD.",Japan,3659,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1516,WS:XTKS:9201,"JAPAN AIRLINES CO., LTD.",Japan,9201,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1517,WS:US:CXW,CoreCivic,,CXW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1518,WS:XSHG:601901,Founder Securities Co Ltd,China,601901,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1519,WS:US:UFPT,"UFP Technologies, Inc.",,UFPT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1520,WS:US:OPLN,"OPENLANE, Inc.",,OPLN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1521,WS:US:VAC,Marriott Vacations Worldwide,,VAC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1522,WS:US:GBCI,Glacier Bancorp,,GBCI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1523,WS:US:GPOR,Gulfport Energy Corporation,,GPOR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1524,WS:US:TRNO,Terreno Realty Corporation,,TRNO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1525,WS:US:AMTM,Amentum,,AMTM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1526,WS:US:ORI,Old Republic International,,ORI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1527,WS:BVMF:CSMG3,CSMG3,Brazil,CSMG3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1528,WS:US:BFH,"Bread Financial Holdings, Inc.",,BFH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1529,WS:BVMF:BBSE3,BBSE3,Brazil,BBSE3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1530,WS:XTKS:8601,DAIWA SECURITIES GROUP INC.,Japan,8601,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1531,WS:US:CWST,"Casella Waste Systems, Inc.",,CWST,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1532,WS:ISIN:INE263A01024,Bharat Electronics Ltd.,India,BEL,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1533,WS:XTKS:4188,MITSUBISHI CHEMICAL GROUP CORP.,Japan,4188,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1534,WS:US:SHOO,"Steven Madden, Ltd.",,SHOO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1535,WS:US:KNF,Knife River Corporation,,KNF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1536,WS:XTKS:5332,TOTO LTD.,Japan,5332,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1537,WS:XTKS:9021,WEST JAPAN RAILWAY CO.,Japan,9021,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1538,WS:US:CUZ,Cousins Properties,,CUZ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1539,WS:US:SAIC,Science Applications Intl Corp,,SAIC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1540,WS:US:RXO,"RXO, Inc.",,RXO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1541,WS:ISIN:TW0002884004,"E.SUN FINANCIAL HOLDING COMPANY,LTD.",Taiwan,2884,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1542,WS:XSHG:600905,"China Three Gorges Renewables (Group) Co.,Ltd.",China,600905,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1543,WS:US:LIF,Life360,,LIF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1544,WS:XSHE:002304,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,China,002304,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1545,WS:US:UFPI,UFP Industries,,UFPI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1546,WS:US:TPC,Tutor Perini Corporation,,TPC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1547,WS:XSHE:000895,Henan Shuanghui Investment & Development Co Ltd,China,000895,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1548,WS:XTKS:8795,"T&D HOLDINGS, INC.",Japan,8795,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1549,WS:US:FAF,First American Financial Corporation,,FAF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1550,WS:ISIN:TW0002412004,CHUNGHWA TELECOM CO. LTD,Taiwan,2412,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1551,WS:BVMF:CPLE3,CPLE3,Brazil,CPLE3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1552,WS:US:RLI,RLI Corp.,,RLI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1553,WS:XSHG:600372,"AVIC Airborne Systems Co., Ltd.",China,600372,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1554,WS:US:ASB,Associated Bank,,ASB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1555,WS:US:AESI,"Atlas Energy Solutions, Inc.",,AESI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1556,WS:US:PSMT,PriceSmart,,PSMT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1557,WS:ISIN:INE721A01047,Shriram Finance Ltd.,India,SHRIRAMFIN,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1558,WS:XSHE:000999,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,China,000999,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1559,WS:ISIN:INE669C01036,Tech Mahindra Ltd.,India,TECHM,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1560,WS:US:IRT,Independence Realty Trust,,IRT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1561,WS:US:THO,Thor Industries,,THO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1562,WS:XSHG:600221,"Hainan Airlines Holding Co., Ltd.",China,600221,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1563,WS:XASX:MIN,Mineral Resources,Australia,MIN,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1564,WS:US:PPC,Pilgrim's Pride,,PPC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1565,WS:US:CRC,California Resources Corporation,,CRC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1566,WS:US:VVX,"V2X, Inc.",,VVX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1567,WS:US:PATK,"Patrick Industries, Inc.",,PATK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1568,WS:US:TXNM,TXNM Energy,,TXNM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1569,WS:US:KALU,Kaiser Aluminum Corporation,,KALU,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1570,WS:US:CVSA,Covista Inc.,,CVSA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1571,WS:US:KRC,Kilroy Realty Corp,,KRC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1572,WS:US:DAN,Dana Incorporated,,DAN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1573,WS:US:SPSC,"SPS Commerce, Inc.",,SPSC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1574,WS:US:HOMB,Home BancShares,,HOMB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1575,WS:XTKS:5711,MITSUBISHI MATERIALS CORP.,Japan,5711,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1576,WS:US:UNF,UniFirst Corporation,,UNF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1577,WS:US:WT,"WisdomTree Investments, Inc.",,WT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1578,WS:US:CAR,Avis Budget Group,,CAR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1579,WS:XSHG:600600,Tsingtao Brewery Co Ltd,China,600600,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1580,WS:XTKS:9202,ANA HOLDINGS INC.,Japan,9202,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1581,WS:US:ATEN,"A10 Networks, Inc.",,ATEN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1582,WS:US:OII,"Oceaneering International, Inc.",,OII,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1583,WS:XASX:CPU,Computershare,Australia,CPU,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1584,WS:XTKS:2801,KIKKOMAN CORP.,Japan,2801,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1585,WS:ISIN:TW0002883006,"KGI FINANCIAL HOLDING CO., LTD.",Taiwan,2883,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1586,WS:BVMF:ENEV3,ENEV3,Brazil,ENEV3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1587,WS:US:POWI,Power Integrations,,POWI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1588,WS:US:VECO,Veeco Instruments Inc.,,VECO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1589,WS:US:CSW,"CSW Industrials, Inc.",,CSW,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1590,WS:XTKS:6841,YOKOGAWA ELECTRIC CORP.,Japan,6841,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1591,WS:XSHG:601788,Everbright Securities Co Ltd,China,601788,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1592,WS:US:COLM,Columbia Sportswear,,COLM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1593,WS:US:VC,Visteon,,VC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1594,WS:US:LOPE,Grand Canyon Education,,LOPE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1595,WS:US:ASH,Ashland Global,,ASH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1596,WS:US:UTI,Universal Technical Institute,,UTI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1597,WS:US:ACAD,Acadia Pharmaceuticals,,ACAD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1598,WS:US:FTDR,"Frontdoor, Inc.",,FTDR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1599,WS:US:RRR,"Red Rock Resorts, Inc.",,RRR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1600,WS:XSHE:300999,"Yihai Kerry Arawana Holdings Co., Ltd",China,300999,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1601,WS:US:HP,"Helmerich & Payne, Inc.",,HP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1602,WS:XTKS:8331,"THE CHIBA BANK, LTD.",Japan,8331,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1603,WS:XTKS:7202,ISUZU MOTORS LTD.,Japan,7202,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1604,WS:XASX:XRO,Xero,Australia,XRO,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1605,WS:ISIN:TW0003045001,"TAIWAN MOBILE CO., LTD.",Taiwan,3045,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1606,WS:US:LXP,Lexington Realty Trust,,LXP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1607,WS:US:FA,First Advantage Corporation,,FA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1608,WS:US:ZWS,Zurn Elkay Water Solutions Corp.,,ZWS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1609,WS:US:CBRL,Cracker Barrel,,CBRL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1610,WS:XTKS:5831,"SHIZUOKA FINANCIAL GROUP, INC.",Japan,5831,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1611,WS:ISIN:INE081A01020,Tata Steel Ltd.,India,TATASTEEL,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1612,WS:US:EXTR,"Extreme Networks, Inc.",,EXTR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1613,WS:XSHE:000166,"Shenwan Hongyuan Group CO., LTD",China,000166,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1614,WS:XTKS:4005,"SUMITOMO CHEMICAL CO., LTD.",Japan,4005,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1615,WS:US:TNDM,Tandem Diabetes Care,,TNDM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1616,WS:US:EPRT,"Essential Properties Realty Trust, Inc.",,EPRT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1617,WS:US:NWL,Newell Brands,,NWL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1618,WS:BVMF:RDOR3,RDOR3,Brazil,RDOR3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1619,WS:US:CC,Chemours,,CC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1620,WS:US:SXI,Standex International Corporation,,SXI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1621,WS:US:PPLI,People Inc.,,PPLI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1622,WS:US:LFST,Lifestance Health,,LFST,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1623,WS:US:GOLF,Acushnet Company,,GOLF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1624,WS:US:PEB,Pebblebrook Hotel Trust,,PEB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1625,WS:US:BNL,"Broadstone Net Lease, Inc.",,BNL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1626,WS:US:TCBI,Texas Capital Bancshares,,TCBI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1627,WS:ISIN:INE237A01036,Kotak Mahindra Bank Ltd.,India,KOTAKBANK,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1628,WS:US:EYE,National Vision Holdings,,EYE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1629,WS:US:SLGN,Silgan Holdings,,SLGN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1630,WS:XSHE:300413,"Mango Excellent Media Co., Ltd.",China,300413,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1631,WS:US:HUBG,"Hub Group, Inc.",,HUBG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1632,WS:ISIN:INE154A01025,ITC Ltd.,India,ITC,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1633,WS:XASX:LYC,Lynas Rare Earths,Australia,LYC,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1634,WS:ISIN:TW0001216000,UNI-PRESIDENT ENTERPRISES CORP.,Taiwan,1216,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1635,WS:US:FIBK,"First Interstate BancSystem, Inc.",,FIBK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
